ID,concept_ID_parent,concept_name,concept_name_short,concept_description
825,823,Referred out before delivery (multiple admissions),MatAdmRef,Calculated data element
826,543,HIV status ascertained,MatHivAsc,
827,826,Valid previous test result,MatHivAscPrev,Calculated data element
828,826,New test at maternity,MatHivAscNew,Calculated data element
829,805,HIV status summary,MatHivSum,Calculated data element header
830,829,Total women HIV negative,MatHivSumNeg,Calculated data element
831,829,Total women HIV positive,MatHivSumPos,Calculated data element
832,542,Maternity report raw data elements,MaTProgRaw,Concept branch for raw data elements for entry that need to be converted into calculated data elements for the report table.
833,694,Maternity,RepProgMaternity,
834,805,ARVs during pregnancy (among HIV pos),MatMumPregArv,Header for calculated data elements
835,834,No ARV in pregnancy,MatMumPregArvNV3,Calcuated data element for Maternity Report Version 3: subtracting only the subgroups for ART (by time of initiation). All data elements used in the calculation must be available to compile
836,834,Any ARVs,MatMumPregArvY,Sum of sub groups
837,836,AZT combination prophylaxis,MatMumPregArvAzt,Sum of sub groups
838,836,ART,MatMumPregArvArt,Sum of sub groups
839,805,ARVs during labour (among HIV pos),MatMumLabArv,Header for calculated data elements
840,839,No ARVs in labour,MatMumLabArvN,Calculated data element
841,839,Any ARVs,MatMumLabArvY,Sum of sub groups
842,555,Any obstetric complications,MatCxMAny,Header for sub groups
843,573,Total babies delivered,MatTwinTot,Calculated data element
844,576,Total deliveries at a health facility,MatLocFac,Calculated data element
845,576,Total deliveries before reaching the facility,MatLocEx,Calculated data element
846,586,Total infants with complications,MatCxInY,Calculated data element
847,594,Discharged alive,MatInfAliDischV2,Calculated data element. For version 2 of the Mat report (incl. 3 different infant ARV regimens)
848,806,HIV exposure / ARV proph. (among discharged alive),MatInfPmtct,Header for calculated data elements
849,848,Infants with unknown HIV exposure status,MatInfPmtctUnk,Calculated data element
850,848,Infants with known HIV exposure status,MatInfPmtctAsc,Calculated data element
851,850,Not HIV exposed,MatInfPmtctExpN,Calculated data element
852,850,HIV exposed,MatInfPmtctExpY,Calculated data element
853,852,Received no ARVs,MatInfPmtctArvN,Calculated data element
854,852,Received ARVs,MatInfPmtctArvY,Calculated data element
856,854,Nevirapine,MatInfPmtctArvNv,Calculated data element (ref to equivalent raw DE)
857,854,AZT combination regimen,MatInfPmtctArvAz,Calculated data element
858,857,Started zidovudine + nevirapine,MatInfPmtctAzt2,Calculated data element (direct ref to raw DE)
859,857,Started zidovudine only,MatInfPmtctArv1,Calculated data element (direct ref to raw DE)
860,832,Infant survival / PMTCT status,Mat RawInfPmtct,Group node for raw data elements
861,2,IPT program,IptProg,
862,54,Children below 24 months (exposed children),HCCRegChildExp,Calculated data element: sum of infants and 2-23m olds
863,4,HCC cohort analysis,HCCProgCoh,
864,863,Registration details,HCCProgCohReg,
865,864,HCC clinic registrations,HCCProgCohRegDet,
866,68,Primary follow-up outcomes,HCCPreOutcPrim,
867,68,Transfers between sites,HCCPreOutcTr,
870,867,Total not transferred out,HCCPreOutcTrN,Calculated data element: total pre-ART registrations - total transfers out
871,74,Age cohort outcomes,HCCExpOutcCoh,
872,871,Total children in birth cohort,HCCExpOutcCohTot,
873,871,Transfers between sites,HCCExpOutcTr,
874,873,Total not transferred out,HCCExpOutcTrN,Calculated data element: total registered - transferred out
875,871,ART eligibility summary,HCCExpOutcArtEli,Header for calculated data elements
876,875,ART eligible,HCCExpOutArtEliY,Calculated data element: confirmed infected + PSHD
877,875,Not eligible for ART,HCCExpOutArtEliN,Calculated data element: Total registered - ART eligible
878,876,ART not initiated,HCCExpOutArtN,Calculated data element: ART eligible - ART initiated
879,876,Initiated ART,HCCExpOutArtY,Calculated data element: = started ART
880,2,Person attributes,Pers,Person attributes  such as staff cadre
881,880,Staff qualification,PersCadr,Staff qualification. Concept set to define combobox for staff qualifications.
882,1623,MO Medical Officer / Doctor,PersCadrMo,Medical officer (doctor)
883,1623,CO Clinical Officer,PersCadrCo,Clinical officer
884,1624,Nurse / Midwife unspecified,PersCadrNu,Nurse and/or midwife (registered or technician)
885,881,Auxiliary Staff,PersCadrAux,Auxiliary staff and health extension workers
886,1623,MA Medical Assistant,PersCadrMa,Medical assistant
887,885,HSA Health Surveillance Assistant,PersCadrHsa,Health Surveillance Assistant
888,881,Other / unknown qualification,PersCadrOth,Other / unknown professional qualification
889,197,Releasing authority,SplyRoAuth,Items are procured and managed by different authorities  e.g. CHAI procures and authorizes distribution of paediatric ARVs  UNICEF is responsible for adult ARVs and OI drugs  etc. This concept is used on the psm_dist_batch and psm_DL_sheet tables to create separate release order sheets
890,889,UNICEF,SplyRoAuthUNICEF,UNICEF
891,889,CHAI,SplyRoAuthCHAI,
892,889,MOH,SplyRoAuthMOH,Ministry of Health  Department for HIV and AIDS
893,396,108 month survival all ages,DataTyp108mAll,
894,396,108 month survival children,DataTyp108mChild,
895,396,120 month survival all ages,DataTyp120mAll,
896,396,120 month survival children,DataTyp120mChild,
897,195,ART survival 108 months (all ages),Ver8Pg32,
898,195,ART survival 120 months (all ages),Ver8Pg33,
899,485,ART outcomes validation,DatsetArtOutcVal,Selection of primary and secondary ART outcomes where the previous quarter's values should not be > than the current quarter's values. Used in Data Validation report (consistency checks)
900,396,6 month survival OptionB+,DataTyp6mB+,6 month survival analysis of women who started with reason 'pregnant' or 'breastfeeding'
901,396,12 month survival OptionB+,DataTyp12mB+,
902,396,24 month survival OptionB+,DataTyp24mB+,
903,195,ART survival 6 months (Option B+),Ver8Pg34,
904,195,ART survival 12 months (Option B+),Ver8Pg35,
905,195,ART survival 24 months (Option B+),Ver8Pg36,
906,443,0 SP doses,ANCOutcSp0Dos,Total women who received 0 SP doses
907,443,1 SP dose (1 x 3 tabs),ANCOutcSp1Dos,Total women received 1 SP dose (1 x 3 tabs)
908,791,Albendazole (Deworming),ANCOutcAlb,
909,908,0 Albend. doses,ANCOutcAlb0,Total ANC women receiving no Albendazole
910,908,1 Albend. dose,ANCOutcAlb1,Total ANC women receiving 1 dose of Albendazole
911,791,ITN (bednets),ANCOutcITN,
912,911,No ITN,ANCOutcITNN,Total ANC women not receiving ITN
913,911,ITN received,ANCOutcITNY,Total ANC women receiving ITN
914,918,Already on ART when starting ANC,ANCOutcArtTri0,Total ANC women already on ART at 1st ANC visit
915,918,Started ART at 0-27 weeks of pregnancy,ANCOutcArtTri1_2,Total ANC women starting ART during 1st or 2nd trimester
916,918,Started ART at 28+ weeks of preg.,ANCOutcArtTri3,Total ANC women starting ART during 3rd trimester
917,485,ANC report ver3,DatsetAnc3,ANC report version 3. Introduced (prematurely) in July 2012 during Q2 2012 supervision round.
918,802,ART (by time of initiation),ANCOutcArtTime,ANC ART time of initiation subgroups (introduced in Version 3)
919,941,ART initiated before pregnancy,MatArvArtPrePreg,Women at maternity who had initiated ART before 1st ANC visit. Data element introduced from version 3.
920,941,ART initiated in 1st / 2nd trimester,MatArvArtTri1_2,Women at maternity who initiated ART during 1st or 2nd trimester. Data element introduced from version 3.
921,941,ART initiated in 3rd trimester,MatArvArtTri3,Women at maternity who initiated ART during 3rd trimester. Data element introduced from version 3.
922,941,ART initiated during labour,MatArvArtLab,Women at maternity who initiated ART during labour. Data element introduced from version 3.
924,926,Haemorrhage ante-partum,MatCxMHaemAnte,
925,926,Haemorrhage post-partum,MatCxMHaemPost,
926,842,Haemorrhage,MatCxMHaemTime,
927,805,Emergency obstetric care,MatCxMTx,
928,927,Oxytocin,MatCxMTxOx,Women given oxytocin at maternity
929,927,Anticonvulsive,MatCxMTxAk,
930,927,Antibiotics,MatCxMTxAb,Women given antibiotics at maternity. From version 3
931,927,Blood transfusion,MatCxMTxBlood,Women at maternity receiving blood transfusions. From version 3.
932,927,Manual removal of placenta,MatCxMTxMrp,Women at maternity receiving manual removal of placenta. From version 3.
933,805,Vitamin A,MatMumVitA,Introduced from version 3.
934,933,Vit A not given,MatMumVitAN,Women at maternity not receiving vitamin A. From version 3. Calculated data element.
935,933,Vit A given,MatMumVitAY,Women at maternity receiving vitamin A. From version 3.
936,806,Tetracycline eye ointment given,MatInfTO,From version 3.
937,936,TO not given,MatInfTON,From version 3. Calculated data element.
938,936,TO given,MatInfTOY,Infants receiving tetracycline eye ointment at maternity. From version 3
939,485,Maternity report ver3,DatsetMat3,Introduced July 2012 (prematrurely during 2012 Q2 supervision).
940,35,Amoxicillin / Clavulanic acid,SplyOiCoamox,
941,836,ART (by time of initiation),MatMumPregArtTri,Subgrouping changed from version 3 (by trimester of ART initiation)
943,834,No ARVs in pregnancy,MatMumPregArvNV2,Calculated data element for Mat Report Version 2: subtracting the AZT and ART subgroups from total HIV pos. All data elements used in the calculation must be available to compile
945,35,Fluconazole (Diflucan),SplyOiFlucPfi,Fluconazole donated by Pfizer (Diflucan) needs separate concept as inventory and distribution are managed separately
946,889,CMS priority,SplyRoAuthCMSpri,Release from CMS MANOBEC. Priority category introduced in DL11 to allow separating consignments when appending to psm_DL_site for generation of allocation list (site and releasing authority has to be unique in this table).
947,889,CMS regular,SplyRoAuthCMSReg,Releasing authority CMS MANOBEC regular priority. To allow splitting of consigments onto different sheets per round.
948,396,Clients at health facility (static),DataTypStatic,HTC clients tested at static health facilities.
949,396,Clients tested in the community,DataTypMobile,HTC clients served in the community (Version 3). Version 2: clients testing outside of health facility (outreach / mobile)
950,653,Static / outreach / mobile,DataTypSetStOR,Service mode: clients served at static site in health facility vs. at outreach or mobile locations (used for HTC report from Oct 20123)
952,998,Sex,HTCTestSex,
953,998,Age,HTCTestAge,
954,953,Adults 15+ years,HTCTestAgeCD,
955,953,Children 0-14 yrs,HTCTestAgeAB,
956,954,Young adults 15-24 years (Age group C),HTCTestAgeC,
957,954,Older adults 25+ yrs (Age group D),HTCTestAgeD,
958,955,Children 12 mths - 14 yrs (Age group B),HTCTestAgeB,
959,955,Children below 12 mths (Age group A),HTCTestAgeA,Age group A was defined as 0-17 months in version 2 of HTC register (2007). Updated clinical guidelines required modification as rapid test is considered diagnostic from age 12m. Version 3 of HTC register defines Age group A as 0-11 months.
960,998,Counseling session type / Partner present,HTCCoun,HTC counseling session type
961,960,Counseled with partner / partner present,HTCCounPY,
962,960,Counseled alone / Partner not present,HTCCounAlon,Calculated data element in version 2  entered from version 3
963,998,HTC first time / repeat,HTCFtRep,
964,963,Previously accessed HTC,HTCRepeat,
965,963,Never tested before,HTCFt,Clients accessing HTC for the first time in their life. Calculated data element
966,998,Referred for services,HTCRef,
967,998,Outcome summary (HIV test),HTCRes,
968,967,Single test negative,HTCRes1-,
969,967,Test 1&2 negative,HTCRes1-2-,
970,967,Test 1&2 positive,HTCRes1+2+,
971,967,Test 1&2 discordant,HTCResDisc,
1007,1004,Unexpected growth (transfers in),SplyReloRsnTrans,Unexpected increase in consumption rate since last supervision due to large number of patients transferring in
1008,1004,Bad stock management at site,SplyReloRsnWaste,Bad stock management at site (failure to identify and relocate out excess stock)
1009,1004,Deviation from distribution list,SplyReloRsnDev,Deviation of stocks received from whart was allocated on the distribution list
1010,1004,Unknown / other,SplyReloRsnUnk,Unknown / other reason causing relocation or disposal of HIV commodities
1011,1004,Data entry error,SplyReloRsnEntry,Data entry error from supervision form or returned delivery note
1012,1004,Exceeded 5A ceilings,SplyReloRsn5ACei,Unexpected change in consumption rate since last supervision due to exceeding of 5A ceilings
1013,1004,Prevent expiry of excess stock,SplyReloRsnSha,Relocation of slow moving / excess stock to prevent expiry
1014,1004,Unexpexted growth (new starts),SplyReloRsnStart,Unexpected increase in consumption rate since last supervision due to large number of new patients started on this regimen
1015,130,Logistics,QChkLog,Clinic quality check list section logisitcs
1016,1015,Relocation forms filled for ARVs / tests,QChkLogRelo,ARVs / HIV test kits relocated or disposed without authorization and filling of Relocation form
1017,1015,Diflucan register filled for each bottle dispensed,QChkLogDifl,Diflucan dispensed without filling of Diflucan register
1018,1015,Enough HIV tests reserved for pregnant women,QChkLogTstRes,Not enough HIV test kits reserved for pregnant women
1019,1015,ART init and contin direct at ANC/MCH,QChkLogB+,Failure to implement ART inititiation and continuation directly at ANC / MCH
1020,1015,NVP syrup dispensed at ANC asap,QChkLogNVPsyr,Failure to dispense full amount of NVP syrup at ANC as soon as possible
1021,136,Filing - Exp Child cards correctly filed,QChkCardFilExp,Exposed child cards not correctly filed (by birth month)
1022,136,Filing - Pre-ART+ART cards filed by Active/Inactiv,QChkCardFilAct,Pre-ART and ART cards not correctly filed (by Active / Inactive)
1023,130,Registers correctly filled,QChkRg,Quality check list: Registers correctly filled
1024,1023,ANC register correctly filled,QChkRgANC,ANC register not correctly filled: New page for each month  final status  page totals  etc.
1025,1023,Mat register correctly filled,QChkRgMat,Maternity register not correctly filled: New page for each month  final status  page totals  etc.
1026,1023,HCC register correctly filled,QChkRgHCC,HCC register not correctly filled: New page for each month  final status  page totals  etc.
1027,154,HTC reports for all 3 months,QChkRepHTC,HTC reports not complete for all 3 months or inaccurate
1028,154,ANC cohort reports for all 3 months,QChkRepANC,ANC cohort reports not complete for all 3 months or inaccurate
1029,154,Maternity reports for all 3 months,QChkRepMat,Maternity reports not complete for all 3 months or inaccurate
1030,154,HCC - Quarterly cohort report complete,QChkRepHCCQ,HCC quarterly cohort registration report incomplete and/or inaccurate
1031,154,HCC - Cumulative Pre-ART outcome report complete,QChkRepHCCOutc,HCC - Cumulative Pre-ART cohort outcome report incomplete and/or inaccurate
1032,154,HCC - Exp Child cohort reports complete,QChkRepHCCExp,HCC - Exposed Child cohort reports incomplete / inaccurate (for age 2  12 and 24 months for all 3 months of the quarter)
1033,154,ART - Cumul cohort report (reg details) complete,QChkRepARTCR,ART - Cumulative cohort registration details report incomplete and/or inaccurate
1034,433,Diflucan - CM new cases given Tabs,FlucProgCmNewTab,Diflucan register - New cases with cryptococcal meningitis (New + CM) given Diflucan tablets
1035,433,Diflucan - CM maintenance cases given Tabs,FlucProgCmMaiTab,Diflucan register - Patients receiving CM maintenance therapy (Refill) Diflucan tablets
1036,433,Diflucan - OC new cases given Tabs,FlucProgOCTab,Diflucan register - New cases oesophageal candidiasis (New + OC) given Diflucan tabs
1037,433,Diflucan - CM new cases given Oral susp,FlucProgCmNewSyr,Diflucan register - New cases cryptococcal meningitis (New + CM) given Diflucan oral suspension
1038,433,Diflucan - CM maintenance cases given Oral susp,FlucProgCmMaiSyr,Diflucan register - Patients receiving CM maintenance therapy (Refill) given Diflucan oral suspension
1039,433,Diflucan - OC new cases given Oral susp,FlucProgOCSyr,Diflucan register - New cases oesophageal candidiasis (New + OC) given Diflucan oral suspension
1040,504,ARTOutcAdh,ChksumArtAdh,Checksum for 3 adherence categories (introduced from version 8.3  Jan 2013)
1041,504,ARTOutcSE,ChksumArtOutcSE,Checksum for 3 subgroups for ART adherence  including unknown. Introduced version 8.3 Jan 2013
1042,485,Clinic quality checklist ver8.3,DatsetChk8.3,Form version 8.3: Preventive services / HIV related diseases  Quality checklist (Jan 2013)
1043,429,Blood safety,LabBld,Blood safety report from 2011 MOH Blodd Safety Register. Collected through site supervision from Jan 2013 (version 8.3 of supervision form)
1044,1085,HIV screening,LabBldHiv,Potential bllod donors tested for HIV
1045,1085,Hepatitis B screening,LabBldHepB,Potential blood donors tested for Hepatitis B
1046,1085,Hepatitis C screening,LabBldHepC,Potential blood donors tested for Hepatitis C
1047,1085,Syphilis screening,LabBldSyp,Potential blood donors tested for syphilis
1048,1085,Malaria screening,LabBldMal,Potential blood donors tested for malaria
1049,1085,Summary screening outcome,LabBldOutc,Summary outcome of potential blood donors after screening
1050,1049,Not donated,LabBldOutcNd,Potential blood donors who ended up not donating after screening
1051,1049,Donated,LabBldOutcD,Potential blood donors who ended up donating
1052,1126,Screened for HIV  HepB  HepC  Syphilis  Malaria,LabBldOutcD5,Blood donors screened negative for HIV  Hepatitis B  Hepatitis C  Syphilis and Malaria
1053,1126,Screened for HIV  HepB  Syphilis,LabBldOutcD3,Blood donors screened negative for HIV  HepB and syphilis
1054,1051,Screened for HIV  HepB,LabBldOutcD2,Blood donors screened for HIV and HepB only.
1055,1051,Screened for HIV only,LabBldOutcD1,Blood donors screened negative for HIV only
1056,1051,Screened with any other combination of tests,LabBldOutcDOth,Blood donors screened with any other combination of tests.
1057,34,ATV / r,SplyArvReg8_3,Fixed dose combination atazanavir / ritonavir
1058,1114,HIV negative,LabBldHivNeg,Potential blood donors tested HIV negative
1059,1114,HIV positive,LabBldHivPos,Potential blood donors tested HIV positive
1060,1044,HIV testing not done,LabBldHivNd,Potential blood donors not tested for HIV
1061,1043,Blood safety report check sums,LabBldChkSum,Check sums from blood safety report (entered from paper form but not shown on electronic report)
1062,1061,CHECK: Total potential donors (sum HIV testing),LabBldChkSumHIV,
1063,1061,CHECK: Total potential donors (sum HepB testing),LabBldChkSumHepB,
1064,1061,CHECK: Total potential donors (sum HepC testing),LabBldChkSumHepC,
1065,1061,CHECK: Total potential donors (sum Syp testing),LabBldChkSumSyp,
1066,1061,CHECK: Total potential donors (sum malaria tests),LabBldChkSumMal,
1067,1061,CHECK: Total potential donors (sum outcomes),LabBldChkSumSum,
1068,1061,Total units cross-matched (sum),LabBldChkSumXm,
1069,1084,Cross-matching report,LabBldXm,Report from cross-matching records
1070,1119,Total blood group typing done,LabBldXmGp,Total blood group typing done (=total tests used for donors + patients + units)
1071,1069,Blood units cross-matched by patient group,LabBldXmUn,
1072,1071,Units cross-matched for maternity,LabBldXmUnMat,Total blood units cross-matched for maternity
1073,1071,Units cross-matched for paediatrics,LabBldXmUnPaed,Total units cross-matched for paediatric wards
1074,1071,Units cross-matched for other ward,LabBldXmUnOth,Total blood units cross-matched for other wards
1075,1069,Transfusion reactions,LabBldXmAe,Total suspected and confirmed tranfusion reactions
1076,1075,Units transfused without adverse events,LabBldXmAeN,Total units transfused without tranfusion reactions (calculated data element)
1077,1075,Units with suspected transfusion reactions,LabBldXmAeS,Total units transfused with suspected transfusion reactions
1078,1075,Units with confirmed transfusion reactions,LabBldXmAeC,Total units transfused with confirmed transfusion reactions
1079,1043,Stock-out report of key commodities,LabBldStk,Stock-outs of key commodities used for blood donations in the reporting month
1080,1079,HIV test reagent stock-out,LabBldStkHIV,Checklist for stock-outs of key commodities for blood donations in the reporting month: HIV test kits
1081,1079,Hepatitis B test reagent stock-out,LabBldStkHepB,Checklist for stock-outs of key commodities for blood donations in the reporting month: Hepatitis B test kits
1082,1079,Hepatitis C test reagent stock-out,LabBldStkHepC,Checklist for stock-outs of key commodities for blood donations in the reporting month: Hepatitis C test kits
1083,1079,Syphilis test reagent stock-out,LabBldStkSyp,Checklist for stock-outs of key commodities for blood donations in the reporting month: Syphilis test kits
1084,1043,Blood safety report,LabBldRep,Report header for generic report from blood safety monthly reports
1085,1084,Infect. disease screening among potential donors,LabBldInf,Infectious disease screening among potential blood donors (sub-heading from blood donor report)
1086,1115,HepB Negative,LabBldHepBNeg,Potential Blood donors tested Hepatitis B Negative
1087,1115,HepB Positive,LabBldHepBPos,Potential Blood donors tested Hepatitis B Positive
1088,1045,HepB testing not done,LabBldHepBNd,Potential Blood donors not tested for Hepatitis B
1089,1116,HepC Negative,LabBldHepCNeg,Potential blood donors  tested Hepatitis C negative
1090,1116,HepC Positive,LabBldHepCPos,Potential blood donors  tested Hepatitis C positive
1091,1046,HepC testing not done,LabBldHepCNd,Potential Blood donors not tested for Hepatitis C
1092,1117,Syphilis Negative,LabBldSypNeg,Potential Blood donors tested Syphilis Negative
1093,1117,Syphilis Positive,LabBldSypPos,Potential Blood donors tested Syphilis Positive
1094,1047,Syphilis testing not done,LabBldSypNd,Potential blood donors  not tested for Syphilis
1095,1118,Malaria Negative,LabBldMalNeg,Potential Blood donors tested Malaria negative
1096,1118,Malaria Positive,LabBldMalPos,Potential Blood donors tested Malaria positive
1097,1048,Malaria testing not done,LabBldMalNd,Potential blood donors not tested for malaria
1098,485,Blood safety report version 1,DatsetBld,Blood safetly monthly facility report version 1. Actively collected from Q4 2012 (Jan 2013 supervision visit)
1100,195,Blood safety - 1st month,Ver8Pg43,
1101,195,Blood safety - 2nd month,Ver8Pg44,
1102,195,Blood safety - 3rd month,Ver8Pg45,
1103,504,BldHIV,ChkBldHIV,
1104,504,BldHepB,ChkBldHepB,
1105,504,BldHepC,ChkBldHepC,
1106,504,BldSyp,ChkBldSyp,
1107,504,BldMal,ChkBldMal,
1108,504,BldSumOutc,ChkBldSumOutc,
1109,504,BldXmatch,ChkBldXmatch,
1110,396,District level aggregate,DataTypDistAgg,District level aggregated report. Subgroup created to permit district HTC reports to be entered in this database. District reports are entered for the respective District Hospital (visted in PMTCT/ART supervision)
1111,195,HTC District report,Ver8Pg49,HTC district level report. Passively reported by the district HTC coordinators.
1112,694,HTC district level report,RepProgHTCDist,District level HTC report (passively reported by HTC district coordinators)
1113,694,Blood safety,RepProgBld,Blood Safety report from blood safety register version 1. Collected during site supervision visits from Jan 2013 (for Q4 2012)
1114,1044,Tested for HIV,LabBldHivY,Calculated data element
1115,1045,Tested for Hepatitis B,LabBldHepBY,Calculated data element
1116,1046,Tested for Hepatitis C,LabBldHepCY,Calculated data element
1117,1047,Tested for Syphilis,LabBldSypY,Calculated data element
1118,1048,Tested for malaria,LabBldMalY,Calculated data element
1119,1069,Blood group typing (for units and patients),LabBldXmGpTot,Header level
1120,1069,Blood units cross-matched (by source),LabBldXmTot,Heading for calculated data elements
1121,1120,Total blood units cross-matched,LabBldXmUnTot,Calculated data element (from bllod units cross-matched by patient group)
1122,1121,Total units from MBTS (estimated),LabBldXmMBTS,Calculated data element: Sum of blood units cross-matched by patient group - Total blood units donated
1123,1121,Total units from replacement donors,LabBldXmRepl,Calculated data element: = total units donated (from screenin section)
1126,1051,Screened for at least HIV  HepB and syphilis,LabBldOutcD5min,Calculated data element: sum of sub groups
1127,37,Penicillin G,SplyStiPenG,Penicillin G
1128,187,9,Ver9,Stock report version 9 (from 2013 Q1)
1129,33,Supply item groups,SplyGrp,Concept set for supply_item_set form to help sort items by group
1130,197,Inventory units,SplyAttInvUn,Concept set for concepts specified under pack units / item presentation used for inventory units
1131,1004,Delayed scheduled delivery,SplyReloRsnDel,Delayed scheduled delivery
1132,130,Performance criteria,QChkPerfCrit,Concept set for concepts among service/data quality checklist that are all of general relevance and interpreted as No=poor and Yes=good performance
1133,1015,Stock cards for ARVs  OI and test kits up-to-date,QChkLogStCrd,Failure to update stock cards for all ARVs  OI meds and test kits
1134,485,Clinic quality checklist ver8.5,DatsetChk8.5,Quality check list version 8.5 introduced April 2013 for Q1 2013
1135,1004,Receipt,SplyReloRsnRec,Receipt of items at warehouse
1136,1004,Confirmed order in pipeline,SplyReloRsnOrd,Confirmed procurement order in pipeline
1137,33,Supply item transactions,SplyAct,Transactions for supply items. Concepts used in the psm_relocate table and associated queries.
1138,1137,Confirmed order in pipeline,SplyActOrd,Confirmed order. Sending site: Partnership for Supply Chain Management (Dept under VPP as facility). Receiving site: Shipping agent (Dept under VPP as facility)
1139,1137,Receipt in warehouse,SplyActRec,Receipt at MANOBEC warehouse. Sending site: Shipping Agent (Dept under VPP as facility). Receiving site: MANOBEC warehouse (Dept under CMST)
1140,1137,Ad-hoc allocation from warehouse,SplyActAdhoc,Ad-hoc allocation from MANOBEC warehouse. SMANOBEC warehouse (Dept under CMST). Receiving site: Any ART department
1141,1137,Disposal,SplyActDisp,Disposal of items due to expiry or loss. Sending site: any. Receiving site: 'Disposals' (Dept under 'Ministry of Health' as site)
1142,187,10,Ver10,Reporting form version 10 (stock report) used from Q2 2013
1143,129,Stock card,SplyFileStckCrd,LMIS stock cards
1144,129,HIV Rapid Tests Daily Activity Register,SplyFileDAR,HIV Rapid Tests Daily Activity Register  version 2 (April 2013)  block of 50 carbonated sheets in triplicate)
1145,129,Reg Form for Relocation / Disposal HIV Commodities,SplyFileReloFrm,Registration forms for relocation and disposal of HIV Commodities (block of 50 sheets in triplicate copy)
1147,2,STI program,STI,STI program report
1148,1147,STI report check sums,STIchk,STI program report check sums
1149,1147,STI Program Report,STIrep,STI program report
1150,1226,Sex,STIrepSex,Sex of STI client
1151,1150,Males,STIregSexM,Male STI clients
1152,1150,Females,STIregSexF,Female STI clients. Calculated data element
1153,1152,Non-pregnant,STIregSexFNP,Non-pregnant female STI clients
1154,1152,Pregnant,STIregSexFP,Pregnant STI clients
1155,1226,Age group,STIrepAge,Age groups for STI clients
1156,1155,Age group A (0-19 years),STIrepAgeA,STI client age group A (0-19 years)
1157,1155,Age group B (20-24 years),STIrepAgeB,STI client age group B (20-24 years)
1158,1155,Age group C (25+ years),STIrepAgeC,STI client age group C (25+ years)
1159,1226,Client type,STIrepTyp,STI client type
1160,1161,Index cases,STIrepTypInd,STI client type: index cases
1161,1159,Symptomatic cases,STIrepTypSym,STI client type symptomatic cases: calculated data element
1162,1159,Partners asymptomatic,STIrepTypAsym,STI client type: asymptomatic partners of index cases
1163,1161,Partners symptomatic,STIrepTypSymPart,STI client type: symptomatic partners
1164,1226,STI treatment history,STIrepHx,STI treatment history
1165,1164,Never treated for STI,STIrepHxNev,STI treatment history: never treated for STI before
1166,1164,Previously treated for STI,STIrepHxPrev,STI treatment history: Previously treated for STI. Calculated data element
1167,1166,Old >3 months ago,STIrepHxPrevOld,Old STI treatment history (>3 months ago)
1168,1166,Recent ≤3 months ago,STIrepHxPrevRec,Cases with recent previous STI treatment ≤3 months ago
1169,1226,HIV test / ART status,STIrepHIV,STI client HIV and ART status
1170,1172,HIV negative (new test),STIrepHIVNeg,STI clients with new HIV negative test result
1171,1172,HIV positive,STIrepHIVPostot,Total known HIV positive STI clients. Calculated data element
1172,1169,HIV status ascertained,STIrepHIVAsc,Total STI clients with HIV status ascertained
1173,1169,HIV status not ascertained,STIrepHIVAscN,STI clients with unknown HIV status
1174,1171,New positive,STIrepHIVPosNew,STI clients with new HIV positive test result
1175,1171,Previous positive,STIrepHIVPosPrev,STI clients with previous positive HIV test result. Calculated data element
1176,1175,Not on ART,STIrepHIVPosARTN,STI clients with previous positive HIV test  not on ART
1177,1175,On ART,STIrepHIVPosARTY,HIV positive STI clients already on ART
1178,1226,STI syndromic diagnosis,STIrepDx,STI syndromic diagnosis
1179,1178,GUD,STIrepDxGUD,Genital Ulcer Disease
1180,1178,UD,STIrepDxUD,Urethral Discharge
1181,1178,AVD,STIrepDxAVD,Abnormal vaginal discharge. Calculated data element
1182,1181,Low risk,STIrepDxAVDL,Abnormal Vaginal Discharge  low risk
1183,1181,High risk,STIrepDxAVDH,Abnormal Vaginal Discharge  high risk
1184,1178,LAP,STIrepDxLAP,Lower abdominal pain
1185,1178,SS,STIrepDxSS,Scrotal Swelling
1186,1178,BU,STIrepDxBU,Bubo
1187,1178,BA,STIrepDxBA,Balanitis
1188,1178,NC,STIrepDxNC,Neonatal conjunctivitis
1189,1178,Genital Warts,STIrepDxGW,Genital Warts
1190,1178,Syphilis RPR VDRL,STIrepDxSyp,Serologically confirmed syphilis
1191,1178,Other STI,STIrepDxOth,Other STI diagnosis
1192,1226,STI partner notification,STIrepPrt,STI partner notification system
1193,1192,Total partner notification slips issued,STIrepPrtSlp,Total STI partner notification slips issued
1194,1193,Total partners returned,STIrepPrtRet,Total STI clients of client type partner (presumably presented with slip). Calculated data element.
1195,1193,Total partners not seen,STIrepPrtDef,Total partners of STI clients not presenting. Calculated data element
1196,1226,STI clients referred for services,STIrepRef,STI clients referred for services
1197,1196,Lab,STIrepRefLab,STI clients referred for lab investigations
1198,1196,Gynae review,STIrepRefGyn,STI clients referred for gynae review
1199,1196,Surgical review,STIrepRefSurg,STI clients referred for surgical review
1200,1196,Repeat HTC,STIrepRefHTC,STI clients referred for repeat HTC (to rule out new infection in window period)
1201,1196,ART (for assessment),STIrepRefArt,HIV positive STI clients referred for ART eligibility assessment
1202,1196,PMTCT,STIrepRefPmtct,STI clients referred for PMTCT
1203,1196,Other (service referrals),STIrepRefOth,STI clients referred for other services
