name,description
F 75 STOCK ON THE LAST DAY OF THE MONTH,NULL
FAMILY PLANNING DISTRICT HOSPITAL,NULL
FAMILY PLANNING FLIPCHART,NULL
FAMILY PLANNING HEALTH CENTRE,NULL
FAMILY PLANNING HEALTH POST,NULL
FAMILY PLANNING LEAFLETS,NULL
FAMILY PLANNING NONE,NULL
FAMILY PLANNING # OF COMMUNITY MEETINGS COMMEMORATION DAYS,NULL
FAMILY PLANNING # OF FILM SHOWS,NULL
FAMILY PLANNING # OF INTERACTIVE DRAMA SESSIONS,NULL
FAMILY PLANNING # OF ROAD SHOWS,NULL
FAMILY PLANNING OTHER,NULL
FAMILY PLANNING POSTERS,NULL
FAMILY PLANNING RURAL COMM HOSP,NULL
FAMILY PLANNING TOTAL PROVIDED IN THIS QUARTER,NULL
FAMILY PLANNING TOTAL# PROVIDED IN THIS QUARTER,NULL
FAMILY PLANNING TV DVDS,NULL
FIN BUDGET DURING THE MONTH,NULL
FIN CUMULATIVE  YEAR TO DATE   DRUG EXPENDITURE,NULL
FIN CUMULATIVE  YEAR TO DATE  ORT ADMINISTRATION,NULL
FIN CUMULATIVE  YEAR TO DATE  ORT EXPENDITURE,NULL
FIN DRUGS BUDGET,NULL
FIN DRUGS EXPENDITURE,NULL
FIN INCOME GENERATION BUDGET,NULL
"FIN INCOME  LOCALLY GENERATED ",NULL
FIN ORT BUDGET DURING THE MONTH,NULL
FIN ORT EXPENDITURE ADMINISTRATION,NULL
FIN ORT EXPENDITURE ALL PROGRAM,NULL
FIN SALARIES BUDGET,NULL
FIN TOTAL ANNUAL BUDGET,NULL
FIN TOTAL FUNDING RECEIVED,NULL
FIN TOTAL ORT EXPENDITURE,NULL
FM NUM OF ALL VEHICLES FUNCTIONIN DURING THE MONTH,NULL
FM NUM OF AMBULANCES FUNCTIONING DURING THE MONTH,NULL
FM TOTAL ESTIMATED COST OF VEHICLE REPAIRS INCURRED,NULL
FM TOTAL NUMBER OF ALL VEHICLES,NULL
FM TOTAL NUMBER OF AMBULANCES,NULL
FM TOT FUEL CONSUMPTION FOR ALL AMBULANCES DURING THE MONTH,NULL
FM TOT FUEL CONSUMPTION FOR ALL VEHICLES DURING THE MONTH,NULL
FP 0 CEASARIAN SECTION,NULL
FP 0 COMBINED ORAL,NULL
FP 0 COMBINED PROJESTRIN ONLY,NULL
FP 0 EMERGENCY CONTRACEPTIVES,NULL
FP 0 FEMALE CONDOM,NULL
FP 0 FEMALE CONDOM BACK UP,NULL
FP 0 IMPLANTS  IMPLANON  INSERTION,NULL
FP 0 IMPLANTS  IMPLANON  REMOVAL,NULL
FP 0 IMPLANTS  JADELLE  INSERTION,NULL
FP 0 IMPLANTS  JADELLE  REMOVAL,NULL
FP 0 INJECTABLE DEPOPROVERA,NULL
FP 0 INTERVAL,NULL
FP 0 IUCD,NULL
FP 0 JADELLE NORPLAT,NULL
FP 0 LAM,NULL
FP 0 MALE CONDOM,NULL
FP 0 MALE CONDOM BACK UP,NULL
FP 0 NATURAL METHODS,NULL
FP 0 POST PARTUM,NULL
FP 0 PROGESTRIN ONLY,NULL
FP 0 TUBAL LIGATION,NULL
FP 0 VASECTOMY,NULL
FP 1 CEASARIAN SECTION,NULL
FP 1 COMBINED ORAL,NULL
FP 1 EMERGENCY CONTRACEPTIVES,NULL
FP 1 FEMALE CONDOM,NULL
FP 1 FEMALE CONDOM BACK UP,NULL
FP 1 IMPLANTS  IMPLANON  INSERTION,NULL
FP 1 IMPLANTS  IMPLANON  REMOVAL,NULL
FP 1 IMPLANTS  JADELLE  INSERTION,NULL
FP 1 IMPLANTS  JADELLE  REMOVAL,NULL
FP 1 INJECTABLE DEPOPROVERA,NULL
FP 1 INTERVAL,NULL
FP 1 IUCD,NULL
FP 1 JADELLE NORPLAT,NULL
FP 1 LAM,NULL
FP 1 MALE CONDOM,NULL
FP 1 MALE CONDOM BACK UP,NULL
FP 1 NATURAL METHODS,NULL
FP 1 POST PARTUM,NULL
FP 1 PROGESTRIN ONLY,NULL
FP 1 TUBAL LIGATION,NULL
FP 1 VASECTOMY,NULL
FP 20 24 CEASARIAN SECTION,NULL
FP 20 24 COMBINED ORAL,NULL
FP 20 24 EMERGENCY CONTRACEPTIVES,NULL
FP 20 24 FEMALE CONDOM,NULL
FP 20 24 FEMALE CONDOM BACKUP,NULL
FP 20 24 IMPLANTS  IMPLANON  INSERTION,NULL
FP 20 24 IMPLANTS  IMPLANON  REMOVAL,NULL
FP 20 24 IMPLANTS  JADELLE  INSERTION,NULL
FP 20 24 IMPLANTS  JADELLE  REMOVAL,NULL
FP 20 24 INJECTABLE DEPOPROVERA,NULL
FP 20 24 INTERVAL,NULL
FP 20 24 IUCD INSERTION,NULL
FP 20 24 IUCD REMOVAL,NULL
FP 20 24 JADELLE INSERTION,NULL
FP 20 24 JADELLE REMOVAL,NULL
FP 20 24 LAM,NULL
FP 20 24 MALE CONDOM,NULL
FP 20 24 MALE CONDOM BACK UP,NULL
FP 20 24 NATURAL METHODS,NULL
FP 20 24 POST PARTUM,NULL
FP 20 24 PROGESTRIN ONLY,NULL
FP 20 24 TUBAL LIGATION,NULL
FP 20 24 VASECTOMY,NULL
FP 25 29 CEASARIAN SECTION,NULL
FP 25 29 COMBINED ORAL,NULL
FP 25 29 EMERGENCY CONTRACEPTIVES,NULL
FP 25 29 FEMALE CONDOM,NULL
FP 25 29 FEMALE CONDOM BACKUP,NULL
FP 25 29 IMPLANTS  IMPLANON  INSERTION,NULL
FP 25 29 IMPLANTS  IMPLANON  REMOVAL,NULL
FP 25 29 IMPLANTS  JADELLE  INSERTION,NULL
FP 25 29 IMPLANTS  JADELLE  REMOVAL,NULL
FP 25 29 INJECTABLE DEPOPROVERA,NULL
FP 25 29 INTERVAL,NULL
FP 25 29 IUCD INSERTION,NULL
FP 25 29 IUCD REMOVAL,NULL
FP 25 29 JADELLE INSERTION,NULL
FP 25 29 JADELLE REMOVALS,NULL
FP 25 29 LAM,NULL
FP 25 29 MALE CONDOM,NULL
FP 25 29 MALE CONDOM BACK UP,NULL
FP 25 29 NATURAL METHODS,NULL
FP 25 29 POST PARTUM,NULL
FP 25 29 PROGESTRIN ONLY,NULL
FP 25 29 TUBAL LIGATION,NULL
FP 25 29 VASECTOMY,NULL
FP 2 CEASARIAN SECTION,NULL
FP 2 COMBINED ORAL,NULL
FP 2 EMERGENCY CONTRACEPTIVES,NULL
FP 2 FEMALE CONDOM,NULL
FP 2 FEMALE CONDOM BACK UP,NULL
FP 2 IMPLANTS  IMPLANON  INSERTION,NULL
FP 2 IMPLANTS  IMPLANON  REMOVAL,NULL
FP 2 IMPLANTS  JADELLE  INSERTION,NULL
FP 2 IMPLANTS  JADELLE  REMOVAL,NULL
FP 2 INJECTABLE DEPOPROVERA,NULL
FP 2 INTERVAL,NULL
FP 2 IUCD,NULL
FP 2 JADELLE NORPLAT,NULL
FP 2 LAM,NULL
FP 2 MALE CONDOM,NULL
FP 2 MALE CONDOM BACK UP,NULL
FP 2 NATURAL METHODS,NULL
FP 2 POST PARTUM,NULL
FP 2 PROGESTRIN ONLY,NULL
FP 2 TUBAL LIGATION,NULL
FP 2 VASECTOMY,NULL
FP 30 34 CEASARIAN SECTION,NULL
FP 30 34 COMBINED ORAL,NULL
FP 30 34 EMERGENCY CONTRACEPTIVES,NULL
FP 30 34 FEMALE CONDOM,NULL
FP 30 34 FEMALE CONDOM BACKUP,NULL
FP 30 34 IMPLANTS  IMPLANON  INSERTION,NULL
FP 30 34 IMPLANTS  IMPLANON  REMOVAL,NULL
FP 30 34 IMPLANTS  JADELLE  INSERTION,NULL
FP 30 34 IMPLANTS  JADELLE  REMOVAL,NULL
FP 30 34 INJECTABLE DEPOPROVERA,NULL
FP 30 34 INTERVAL,NULL
FP 30 34 IUCD INSERTION,NULL
FP 30 34 IUCD REMOVAL,NULL
FP 30 34 JADELLE INSERTION,NULL
FP 30 34 JADELLE REMOVALS,NULL
FP 30 34 LAM,NULL
FP 30 34 MALE CONDOM,NULL
FP 30 34 MALE CONDOM BACK UP,NULL
FP 30 34 NATURAL METHODS,NULL
FP 30 34 POST PARTUM,NULL
FP 30 34 PROGESTRIN ONLY,NULL
FP 30 34 TUBAL LIGATION,NULL
FP 30 34 VASECTOMY,NULL
FP 35 39 CEASARIAN SECTION,NULL
FP 35 39 COMBINED ORAL,NULL
FP 35 39 EMERGENCY CONTRACEPTIVES,NULL
FP 35 39 FEMALE CONDOM,NULL
FP 35 39 FEMALE CONDOM BACKUP,NULL
FP 35 39 IMPLANTS  IMPLANON  INSERTION,NULL
FP 35 39 IMPLANTS  IMPLANON  REMOVAL,NULL
FP 35 39 IMPLANTS  JADELLE  INSERTION,NULL
FP 35 39 IMPLANTS  JADELLE  REMOVAL,NULL
FP 35 39 INJECTABLE DEPOPROVERA,NULL
FP 35 39 INTERVAL,NULL
FP 35 39 IUCD INSERTION,NULL
FP 35 39 IUCD REMOVAL,NULL
FP 35 39 JADELLE INSERTION,NULL
FP 35 39 JADELLE REMOVALS,NULL
FP 35 39 LAM,NULL
FP 35 39 MALE CONDOM,NULL
FP 35 39 MALE CONDOM BACK UP,NULL
FP 35 39 NATURAL METHODS,NULL
FP 35 39 POST PARTUM,NULL
FP 35 39 PROGESTRIN ONLY,NULL
FP 35 39 TUBAL LIGATION,NULL
FP 35 39 VASECTOMY,NULL
FP 3 CEASARIAN SECTION,NULL
FP 3 COMBINED ORAL,NULL
FP 3 EMERGENCY CONTRACEPTIVES,NULL
FP 3 FEMALE CONDOM,NULL
FP 3 FEMALE CONDOM BACK UP,NULL
FP 3 IMPLANTS  IMPLANON  INSERTION,NULL
FP 3 IMPLANTS  IMPLANON  REMOVAL,NULL
FP 3 IMPLANTS  JADELLE  INSERTION,NULL
FP 3 IMPLANTS  JADELLE  REMOVAL,NULL
FP 3 INJECTABLE DEPOPROVERA,NULL
FP 3 INTERVAL,NULL
FP 3 IUCD,NULL
FP 3 JADELLE NORPLAT,NULL
FP 3 LAM,NULL
FP 3 MALE CONDOM,NULL
FP 3 MALE CONDOM BACK UP,NULL
FP 3 NATURAL METHODS,NULL
FP 3 POST PARTUM,NULL
FP 3 PROGESTRIN ONLY,NULL
FP 3 TUBAL LIGATION,NULL
FP 3 VASECTOMY,NULL
FP 40 44 CEASARIAN SECTION,NULL
FP 40 44 COMBINED ORAL,NULL
FP 40 44 EMERGENCY CONTRACEPTIVES,NULL
FP 40 44 FEMALE CONDOM,NULL
FP 40 44 FEMALE CONDOM BACKUP,NULL
FP 40 44 IMPLANTS  IMPLANON  INSERTION,NULL
FP 40 44 IMPLANTS  IMPLANON  REMOVAL,NULL
FP 40 44 IMPLANTS  JADELLE  INSERTION,NULL
FP 40 44 IMPLANTS  JADELLE  REMOVAL,NULL
FP 40 44 INJECTABLE DEPOPROVERA,NULL
FP 40 44 INTERVAL,NULL
FP 40 44 IUCD INSERTION,NULL
FP 40 44 IUCD REMOVAL,NULL
FP 40 44 JADELLE INSERTION,NULL
FP 40 44 JADELLE REMOVALS,NULL
FP 40 44 LAM,NULL
FP 40 44 MALE CONDOM,NULL
FP 40 44 MALE CONDOM BACK UP,NULL
FP 40 44 NATURAL METHODS,NULL
FP 40 44 POST PARTUM,NULL
FP 40 44 PROGESTRIN ONLY,NULL
FP 40 44 TUBAL LIGATION,NULL
FP 40 44 VASECTOMY,NULL
FP 45 48 CEASARIAN SECTION,NULL
FP 45 48 COMBINED ORAL,NULL
FP 45 48 EMERGENCY CONTRACEPTIVES,NULL
FP 45 48 FEMALE CONDOM,NULL
FP 45 48 FEMALE CONDOM BACKUP,NULL
FP 45 48 IMPLANTS  IMPLANON  INSERTION,NULL
FP 45 48 IMPLANTS  IMPLANON  REMOVAL,NULL
FP 45 48 IMPLANTS  JADELLE  INSERTION,NULL
FP 45 48 IMPLANTS  JADELLE NORPLANT  INSERTION,NULL
FP 45 48 IMPLANTS  JADELLE NORPLANT  REMOVAL,NULL
FP 45 48 IMPLANTS  JADELLE  REMOVAL,NULL
FP 45 48 INJECTABLE DEPOPROVERA,NULL
FP 45 48 INTERVAL,NULL
FP 45 48 IUCD INSERTION,NULL
FP 45 48 IUCD REMOVAL,NULL
FP 45 48 LAM,NULL
FP 45 48 MALE CONDOM,NULL
FP 45 48 MALE CONDOM BACK UP,NULL
FP 45 48 NATURAL METHODS,NULL
FP 45 48 POST PARTUM,NULL
FP 45 48 PROGESTRIN ONLY,NULL
FP 45 48 TUBAL LIGATION,NULL
FP 45 48 VASECTOMY,NULL
FP 49 + CEASARIAN SECTION,NULL
FP 49 + COMBINED ORAL,NULL
FP 49 + EMERGENCY CONTRACEPTIVES,NULL
FP 49 + FEMALE CONDOM,NULL
FP 49 + FEMALE CONDOM BACKUP,NULL
FP 49  +  IMPLANTS  IMPLANON  INSERTION,NULL
FP 49  +  IMPLANTS  IMPLANON  REMOVAL,NULL
FP 49  +  IMPLANTS  JADELLE  INSERTION,NULL
FP 49  +  IMPLANTS  JADELLE  REMOVAL,NULL
FP 49 + INJECTABLE DEPOPROVERA,NULL
FP 49 + INTERVAL,NULL
FP 49 + IUCD INSERTION,NULL
FP 49 + IUCD REMOVAL,NULL
FP 49 + JADELLE INSERTION,NULL
FP 49 + JADELLE REMOVALS,NULL
FP 49 + LAM,NULL
FP 49 + MALE CONDOM,NULL
FP 49 + MALE CONDOM BACK UP,NULL
FP 49 + NATURAL METHODS,NULL
FP 49 + POST PARTUM,NULL
FP 49 + PROGESTRIN ONLY,NULL
FP 49 + TUBAL LIGATION,NULL
FP 49 + VASECTOMY,NULL
FP 4 CEASARIAN SECTION,NULL
FP 4 COMBINED ORAL,NULL
FP 4 EMERGENCY CONTRACEPTIVES,NULL
FP 4 FEMALE CONDOM,NULL
FP 4 FEMALE CONDOM BACK UP,NULL
FP 4 IMPLANTS  IMPLANON  INSERTION,NULL
FP 4 IMPLANTS  IMPLANON  REMOVAL,NULL
FP 4 IMPLANTS  JADELLE  INSERTION,NULL
FP 4 IMPLANTS  JADELLE  REMOVAL,NULL
FP 4 INJECTABLE DEPOPROVERA,NULL
FP 4 INTERVAL,NULL
FP 4 IUCD,NULL
FP 4 JADELLE NORPLAT,NULL
FP 4 LAM,NULL
FP 4 MALE CONDOM,NULL
FP 4 MALE CONDOM BACK UP,NULL
FP 4 NATURAL METHODS,NULL
FP 4 POST PARTUM,NULL
FP 4 PROGESTRIN ONLY,NULL
FP 4 TUBAL LIGATION,NULL
FP 4 VASECTOMY,NULL
FP 5 CEASARIAN SECTION,NULL
FP 5 COMBINED ORAL,NULL
FP 5 EMERGENCY CONTRACEPTIVES,NULL
FP 5 FEMALE CONDOM,NULL
FP 5 FEMALE CONDOM BACK UP,NULL
FP 5 IMPLANTS  IMPLANON  INSERTION,NULL
FP 5 IMPLANTS  IMPLANON  REMOVAL,NULL
FP 5 IMPLANTS  JADELLE  INSERTION,NULL
FP 5 IMPLANTS  JADELLE  REMOVAL,NULL
FP 5 INJECTABLE DEPOPROVERA,NULL
FP 5 INTERVAL,NULL
FP 5 IUCD,NULL
FP 5 JADELLE NORPLAT,NULL
FP 5 LAM,NULL
FP 5 MALE CONDOM,NULL
FP 5 MALE CONDOM BACK UP,NULL
FP 5 NATURAL METHODS,NULL
FP 5 POST PARTUM,NULL
FP 5 PROGESTRIN ONLY,NULL
FP 5 TUBAL LIGATION,NULL
FP 5 VASECTOMY,NULL
FP 6 CEASARIAN SECTION,NULL
FP 6 COMBINED ORAL,NULL
FP 6 EMERGENCY CONTRACEPTIVES,NULL
FP 6 FEMALE CONDOM,NULL
FP 6 FEMALE CONDOM BACK UP,NULL
FP 6 IMPLANTS  IMPLANON  INSERTION,NULL
FP 6 IMPLANTS  IMPLANON  REMOVAL,NULL
FP 6 IMPLANTS  JADELLE  INSERTION,NULL
FP 6 IMPLANTS  JADELLE  REMOVAL,NULL
FP 6 INJECTABLE DEPOPROVERA,NULL
FP 6 INTERVAL,NULL
FP 6 IUCD,NULL
FP 6 JADELLE NORPLAT,NULL
FP 6 LAM,NULL
FP 6 MALE CONDOM,NULL
FP 6 MALE CONDOM BACK UP,NULL
FP 6 NATURAL METHODS,NULL
FP 6 POST PARTUM,NULL
FP 6 PROGESTRIN ONLY,NULL
FP 6 TUBAL LIGATION,NULL
FP 6 VASECTOMY,NULL
FP 7 CEASARIAN SECTION,NULL
FP 7 COMBINED ORAL,NULL
FP 7 EMERGENCY CONTRACEPTIVES,NULL
FP 7 FEMALE CONDOM,NULL
FP 7 FEMALE CONDOM BACK UP,NULL
FP 7 IMPLANTS  IMPLANON  INSERTION,NULL
FP 7 IMPLANTS  IMPLANON  REMOVAL,NULL
FP 7 IMPLANTS  JADELLE  INSERTION,NULL
FP 7 IMPLANTS  JADELLE  REMOVAL,NULL
FP 7 INJECTABLE DEPOPROVERA,NULL
FP 7 INTERVAL,NULL
FP 7 IUCD,NULL
FP 7 JADELLE NORPLAT,NULL
FP 7 LAM,NULL
FP 7 MALE CONDOM,NULL
FP 7 MALE CONDOM BACK UP,NULL
FP 7 NATURAL METHODS,NULL
FP 7 POST PARTUM,NULL
FP 7 PROGESTRIN ONLY,NULL
FP 7 TUBAL LIGATION,NULL
FP 7 VASECTOMY,NULL
FP 8 CEASARIAN SECTION,NULL
FP 8 COMBINED ORAL,NULL
FP 8 EMERGENCY CONTRACEPTIVES,NULL
FP 8 FEMALE CONDOM,NULL
FP 8 FEMALE CONDOM BACK UP,NULL
FP 8 IMPLANTS  IMPLANON  INSERTION,NULL
FP 8 IMPLANTS  IMPLANON  REMOVAL,NULL
FP 8 IMPLANTS  JADELLE  INSERTION,NULL
FP 8 IMPLANTS  JADELLE  REMOVAL,NULL
FP 8 INJECTABLE DEPOPROVERA,NULL
FP 8 INTERVAL,NULL
FP 8 IUCD,NULL
FP 8 JADELLE NORPLAT,NULL
FP 8 LAM,NULL
FP 8 MALE CONDOM,NULL
FP 8 MALE CONDOM BACK UP,NULL
FP 8 NATURAL METHODS,NULL
FP 8 POST PARTUM,NULL
FP 8 PROGESTRIN ONLY,NULL
FP 8 TUBAL LIGATION,NULL
FP 8 VASECTOMY,NULL
FP +9 CEASARIAN SECTION,NULL
FP 9+ CEASARIAN SECTION,NULL
FP 9+ COMBINED ORAL,NULL
FP 9+ EMERGENCY CONTRACEPTIVES,NULL
FP 9+ FEMALE CONDOM,NULL
FP 9 FEMALE CONDOM BACK UP,NULL
FP 9 IMPLANTS  IMPLANON  INSERTION,NULL
FP 9 IMPLANTS  IMPLANON  REMOVAL,NULL
FP 9 IMPLANTS  JADELLE  INSERTION,NULL
FP 9 IMPLANTS  JADELLE  REMOVAL,NULL
FP 9+ INJECTABLE DEPOPROVERA,NULL
FP 9+ INTERVAL,NULL
FP 9+ IUCD,NULL
FP 9+ JADELLE NORPLAT,NULL
FP 9+ LAM,NULL
FP +9 MALE CONDOM,NULL
FP 9+ MALE CONDOM,NULL
FP 9 MALE CONDOM BACK UP,NULL
FP 9+ NATURAL METHODS,NULL
FP 9+ POST PARTUM,NULL
FP 9+ PROGESTRIN ONLY,NULL
FP 9+ TUBAL LIGATION,NULL
FP 9+ VASECTOMY,NULL
FP ABNORMAL BLEEDING,NULL
FP CEASARIAN SECTION TOTAL UNITS CYCLES,NULL
FP CHANGING TO NEW METHODS,NULL
FP CLIENTS CHANGING METHOD,NULL
FP CLIENTS COUNSELED NEW,NULL
FP CLIENTS COUNSELED OLD,NULL
FP COMBINED ORAL TOTAL UNITS CYCLES,NULL
FP CYCLE BEADS,NULL
FP DEPOPROVERA [DMAPA],NULL
FP DISCONTINUING COMBINED ORAL,NULL
FP DISCONTINUING FEMALE CONDOM,NULL
FP DISCONTINUING FEMALE CONDOM BACKUP,NULL
FP DISCONTINUING IMPLANTS  IMPLANON  INSERTION,NULL
FP DISCONTINUING IMPLANTS  IMPLANON  REMOVAL,NULL
FP DISCONTINUING IMPLANTS  JADELLE  INSERTION,NULL
FP DISCONTINUING IMPLANTS  JADELLE  REMOVAL,NULL
FP DISCONTINUING INJECTABLE DEPOPROVERA,NULL
FP DISCONTINUING IUCD INSERTION,NULL
FP DISCONTINUING IUCD REMOVAL,NULL
FP DISCONTINUING JADELLE INSERTION,NULL
FP DISCONTINUING JADELLE REMOVAL,NULL
FP DISCONTINUING MALE CONDOM,NULL
FP DISCONTINUING MALE CONDOM BACKUP,NULL
FP DISCONTINUING NATURAL METHODS,NULL
FP DISCONTINUING PROGESTRIN ONLY,NULL
FP DISCONTINUING TUBAL LIGATION,NULL
FP EMERGENCY CONTRACEPTIVES TOTAL UNITS CYCLES,NULL
FP F CONDOMS,NULL
FP F CONDOMS NON,NULL
FP FEMALE CONDOM BACK UP TOTAL UNITS CYCLES,NULL
FP FEMALE CONDOM TOTAL UNITS CYCLES,NULL
FP FP IMPLANTS  JADELLE  INSERTION TOTAL UNITS CYCLES,NULL
FP HIGH BLOOD PRESSURE,NULL
FP IMPLANTS,NULL
FP IMPLANTS  IMPLANON  INSERTION TOTAL UNITS CYCLES,NULL
FP IMPLANTS  IMPLANON  REMOVAL TOTAL UNITS CYCLES,NULL
FP IMPLANTS  JADELLE  REMOVAL TOTAL UNITS CYCLES,NULL
FP INJECTABLE DEPOPROVERA TOTAL UNITS CYCLES,NULL
FP INTERVAL TOTAL UNITS CYCLES,NULL
FP IUCD,NULL
FP IUCD INSERTION TOTAL UNITS CYCLES,NULL
FP IUCD REMOVAL TOTAL UNITS CYCLES,NULL
FP LAM TOTAL UNITS CYCLES,NULL
FP LESS THAN 20 CEASARIAN SECTION,NULL
FP LESS THAN 20 COMBINED ORAL,NULL
FP LESS THAN 20 EMERGENCY CONTRACEPTIVES,NULL
FP LESS THAN 20 FEMALE CONDOM,NULL
FP LESS THAN 20 FEMALE CONDOM BACKUP,NULL
FP LESS THAN 20 IMPLANTS  IMPLANON  INSERTION,NULL
FP LESS THAN 20 IMPLANTS  IMPLANON  REMOVAL,NULL
FP LESS THAN 20 IMPLANTS  JADELLE  INSERTION,NULL
FP LESS THAN 20 IMPLANTS  JADELLE  REMOVAL,NULL
FP LESS THAN 20 INJECTABLE DEPOPROVERA,NULL
FP LESS THAN 20 INTERVAL,NULL
FP LESS THAN 20 IUCD INSERTION,NULL
FP LESS THAN 20 IUCD REMOVAL,NULL
FP LESS THAN 20 JADELLE INSERTION,NULL
FP LESS THAN 20 JADELLE REMOVAL,NULL
FP LESS THAN 20 LAM,NULL
FP LESS THAN 20 MALE CONDOM,NULL
FP LESS THAN 20 MALE CONDOM BACK UP,NULL
FP LESS THAN 20 NATURAL METHODS,NULL
FP LESS THAN 20 POST PARTUM,NULL
FP LESS THAN 20 PROGESTRIN ONLY,NULL
FP LESS THAN 20 TUBAL LIGATION,NULL
FP LESS THAN 20 VASECTOMY,NULL
FP MALE CONDOM BACK UP TOTAL UNITS CYCLES,NULL
FP MALE CONDOM TOTAL UNITS CYCLES,NULL
FP M CONDOMS,NULL
FP M CONDOMS NON,NULL
FP MICROGYNON,NULL
FP NATURAL METHODS TOTAL UNITS CYCLES,NULL
FP NEW CLIENTS CEASARIAN SECTION,NULL
FP NEW CLIENTS COMBINED ORAL,NULL
FP NEW CLIENTS EMERGENCY CONTRACEPTIVES,NULL
FP NEW CLIENTS FEMALE CONDOM,NULL
FP NEW CLIENTS FEMALE CONDOM BACKUP,NULL
FP NEW CLIENTS IMPLANTS  IMPLANON  INSERTION,NULL
FP NEW CLIENTS IMPLANTS  IMPLANON  REMOVAL,NULL
FP NEW CLIENTS IMPLANTS  JADELLE  INSERTION,NULL
FP NEW CLIENTS IMPLANTS  JADELLE  REMOVAL,NULL
FP NEW CLIENTS INJECTABLE DEPOPROVERA,NULL
FP NEW CLIENTS INTERVAL,NULL
FP NEW CLIENTS IUCD INSERTION,NULL
FP NEW CLIENTS IUCD REMOVAL,NULL
FP NEW CLIENTS JADELLE INSERTION,NULL
FP NEW CLIENTS JADELLE REMOVAL,NULL
FP NEW CLIENTS LAM,NULL
FP NEW CLIENTS MALE CONDOM,NULL
FP NEW CLIENTS MALE CONDOM BACK UP,NULL
FP NEW CLIENTS NATURAL METHODS,NULL
FP NEW CLIENTS POST PARTUM,NULL
FP NEW CLIENTS PROGESTRIN ONLY,NULL
FP NEW CLIENTS TUBAL LIGATION,NULL
FP NEW CLIENTS VASECTOMY,NULL
FP OTHER SIDE EFFECTS,NULL
FP OVERETTE,NULL
FP PELVIC INFECTION,NULL
FP PERSONNEL PROVIDING LPTM,NULL
FP PERSONNEL TRAINED IN LPTM,NULL
FP POST PARTUM TOTAL UNITS CYCLES,NULL
FP PREGNANCY,NULL
FP PROGESTRIN ONLY TOTAL UNITS CYCLES,NULL
FP RESTARTING COMBINED ORAL,NULL
FP RESTARTING FEMALE CONDOM,NULL
FP RESTARTING FEMALE CONDOM BACKUP,NULL
FP RESTARTING IMPLANTS  IMPLANON  INSERTION,NULL
FP RESTARTING IMPLANTS  IMPLANON  REMOVAL,NULL
FP RESTARTING IMPLANTS  JADELLE  INSERTION,NULL
FP RESTARTING IMPLANTS  JADELLE  REMOVAL,NULL
FP RESTARTING INJECTABLE DEPOPROVERA,NULL
FP RESTARTING IUCD INSERTION,NULL
FP RESTARTING IUCD REMOVAL,NULL
FP RESTARTING JADELLE INSERTION,NULL
FP RESTARTING JADELLE REMOVAL,NULL
FP RESTARTING MALE CONDOM,NULL
FP RESTARTING MALE CONDOM BACKUP,NULL
FP RESTARTING NATURAL METHODS,NULL
FP RESTARTING PROGESTRIN ONLY,NULL
FP RESTARTING TUBAL LIGATION,NULL
FP SEVERE HEADACHE,NULL
FP SUBSEQUENT COMBINED ORAL,NULL
FP SUBSEQUENT FEMALE CONDOM,NULL
FP SUBSEQUENT FEMALE CONDOM BACKUP,NULL
FP SUBSEQUENT IMPLANTS  IMPLANON  INSERTION,NULL
FP SUBSEQUENT IMPLANTS  IMPLANON  REMOVAL,NULL
FP SUBSEQUENT IMPLANTS  JADELLE  INSERTION,NULL
FP SUBSEQUENT IMPLANTS  JADELLE  REMOVAL,NULL
FP SUBSEQUENT IMPLANTS JADELLE REMOVAL,NULL
FP SUBSEQUENT INJECTABLE DEPOPROVERA,NULL
FP SUBSEQUENT IUCD INSERTION,NULL
FP SUBSEQUENT IUCD REMOVAL,NULL
FP SUBSEQUENT JADELLE INSERTION,NULL
FP SUBSEQUENT JADELLE REMOVAL,NULL
FP SUBSEQUENT MALE CONDOM,NULL
FP SUBSEQUENT MALE CONDOM BACKUP,NULL
FP SUBSEQUENT NATURAL METHODS,NULL
FP SUBSEQUENT PROGESTRIN ONLY,NULL
FP SUBSEQUENT TUBAL LIGATION,NULL
FP TUBAL LIGATION,NULL
FP TUBAL LIGATION TOTAL UNITS CYCLES,NULL
FP VASECTOMY,NULL
FP VASECTOMY TOTAL UNITS CYCLES,NULL
FP WANT ANOTHER CHILD,NULL
FR AVERAGE IN PATIENT DAYS,NULL
FR NUMBER OF ADMISSIONS,NULL
FR NUMBER OF DISCHARGES,NULL
FR NUMBER OF IN PATIENTS,NULL
FR TOTAL FOOD EXPENDITURE INCURRED,NULL
FR YEAR TO DATE DEBT ON FOOD SUPPLIES,NULL
GOITRE ADMISSION,NULL
GOITRE INPATIENT DEATH,NULL
GOITRE NEW,NULL
GYNAECOLOGICAL DISORDERS ADMISSION,NULL
GYNAECOLOGICAL DISORDERS INPATIENT DEATH,NULL
GYNAECOLOGICAL DISORDERS NEW,NULL
HBB ASPHYXIA BABIES RESUSCITATED BY CLEARING AIRWAY AND STIMULATION,NULL
HBB ASPHYXIA BABIES RESUSCITATED BY DRYING AND WRAPPING ONLY,NULL
HBB ASPHYXIA BABIES RESUSCITATED BY GAB AND MASK VENTILATION,NULL
HBB ASPHYXIATED BABIES IN HEALTH FACILITIES,NULL
