Element Code,System,Label,Element,System Type ,Level ,HIV,Program Area,Kuunika Goal ,Potential Overlap (HIV),Overlap 
3441,HMIS,DHIS,KMC NUMBER OF BABIES INITIATED ON KMC REF OUT,Electronic,District,N,NULL,NULL,NULL,NULL
3442,HMIS,DHIS,KMC NUMBER OF BABIES THAT ATTENDED ATLEAST 1 KMC FOLLOW UP,Electronic,District,N,NULL,NULL,NULL,NULL
3443,HMIS,DHIS,KMC NUMBER OF BABIES WHO ABSCONDED FROM KMC,Electronic,District,N,NULL,NULL,NULL,NULL
3444,HMIS,DHIS,KMC NUMBER OF BABIES WHO DIED BEFORE DISCHARGE,Electronic,District,N,NULL,NULL,NULL,NULL
3445,HMIS,DHIS,KMC NUMBER OF LBW BABIES,Electronic,District,N,NULL,NULL,NULL,NULL
3446,HMIS,DHIS,KMC NUMBER OF PRE TERM BABIES,Electronic,District,N,NULL,NULL,NULL,NULL
3447,HMIS,DHIS,LAB ACID PHOSPHATASE,Electronic,District,N,NULL,NULL,NULL,NULL
3448,HMIS,DHIS,LAB ADULT CELL PACKS,Electronic,District,N,NULL,NULL,NULL,NULL
3449,HMIS,DHIS,LAB ALBUMIN,Electronic,District,N,NULL,NULL,NULL,NULL
3450,HMIS,DHIS,LAB ALKALINE PHOSPHATASE,Electronic,District,N,NULL,NULL,NULL,NULL
3451,HMIS,DHIS,LAB AMYLASE,Electronic,District,N,NULL,NULL,NULL,NULL
3452,HMIS,DHIS,LAB BICARBONATE,Electronic,District,N,NULL,NULL,NULL,NULL
3453,HMIS,DHIS,LAB BILURUBIN TOTAL,Electronic,District,N,NULL,NULL,NULL,NULL
3454,HMIS,DHIS,LAB BIRULUBIN DIRECT,Electronic,District,N,NULL,NULL,NULL,NULL
3455,HMIS,DHIS,LAB BLEEDING TIME,Electronic,District,N,NULL,NULL,NULL,NULL
3456,HMIS,DHIS,LAB BLOOD GROUPING,Electronic,District,N,NULL,NULL,NULL,NULL
3457,HMIS,DHIS,LAB CALCIUM,Electronic,District,N,NULL,NULL,NULL,NULL
3458,HMIS,DHIS,LAB CD4 EPIC,Electronic,District,Y,HTC,2,Y,NULL
3459,HMIS,DHIS,LAB CHLORIDE,Electronic,District,N,NULL,NULL,NULL,NULL
3460,HMIS,DHIS,LAB CHOLESTEROL,Electronic,District,N,NULL,NULL,NULL,NULL
3461,HMIS,DHIS,LAB CLOTTING TIME,Electronic,District,N,NULL,NULL,NULL,NULL
3462,HMIS,DHIS,LAB CPK,Electronic,District,N,NULL,NULL,NULL,NULL
3463,HMIS,DHIS,LAB CREATININE,Electronic,District,N,NULL,NULL,NULL,NULL
3464,HMIS,DHIS,LAB CRYOS,Electronic,District,Y,HTC,23,Y,NULL
3465,HMIS,DHIS,LAB CSF PROTEIN,Electronic,District,N,NULL,NULL,NULL,NULL
3466,HMIS,DHIS,LAB DNA,Electronic,District,N,NULL,NULL,NULL,NULL
3467,HMIS,DHIS,LAB ERYTHROCYTES SEDIMENTATION RATE,Electronic,District,N,NULL,NULL,NULL,NULL
3468,HMIS,DHIS,LAB FBC,Electronic,District,N,NULL,NULL,NULL,NULL
3469,HMIS,DHIS,LAB FECALYSIS,Electronic,District,N,NULL,NULL,NULL,NULL
3470,HMIS,DHIS,LAB FFP,Electronic,District,N,NULL,NULL,NULL,NULL
3471,HMIS,DHIS,LAB GGT,Electronic,District,N,NULL,NULL,NULL,NULL
3472,HMIS,DHIS,LAB GLUCOSE,Electronic,District,N,NULL,NULL,NULL,NULL
3473,HMIS,DHIS,LAB GOT,Electronic,District,N,NULL,NULL,NULL,NULL
3474,HMIS,DHIS,LAB GPT,Electronic,District,N,NULL,NULL,NULL,NULL
3475,HMIS,DHIS,LAB GRAM NEGATIVE DIPLOCOCCI,Electronic,District,N,NULL,NULL,NULL,NULL
3476,HMIS,DHIS,LAB GRAM STAIN,Electronic,District,N,NULL,NULL,NULL,NULL
3477,HMIS,DHIS,LAB HEMOGLOBIN,Electronic,District,N,NULL,NULL,NULL,NULL
3478,HMIS,DHIS,LAB HEPATITIS B,Electronic,District,N,NULL,NULL,NULL,NULL
3479,HMIS,DHIS,LAB HEPATITIS C,Electronic,District,N,NULL,NULL,NULL,NULL
3480,HMIS,DHIS,LAB HIV DETERMINE,Electronic,District,Y,HTC,24,Y,NULL
3481,HMIS,DHIS,LAB INDIAN INK,Electronic,District,N,NULL,NULL,NULL,NULL
3482,HMIS,DHIS,LAB LABORATORY TECHN IN POST,Electronic,District,N,NULL,NULL,NULL,NULL
3483,HMIS,DHIS,LAB LACTATE LDH,Electronic,District,N,NULL,NULL,NULL,NULL
3484,HMIS,DHIS,LAB LIVER FUNCTIONAL TEST,Electronic,District,N,NULL,NULL,NULL,NULL
3485,HMIS,DHIS,LAB MALARIA MICROSCOPY,Electronic,District,Y,MALARIA,3,Y,NULL
3486,HMIS,DHIS,LAB N MENINGITIDIS,Electronic,District,N,NULL,NULL,NULL,NULL
3487,HMIS,DHIS,LAB NO OF DAYS WITHOUT FUNCTIONAL KEY EQUIPMENT,Electronic,District,Y,OTHER,1,Y,NULL
3488,HMIS,DHIS,LAB NO OF PARASITOLOGICAL TESTS CONDUCTED,Electronic,District,N,NULL,NULL,NULL,NULL
3489,HMIS,DHIS,LAB NUMBER OF BIOCHEMISTRY TESTS CONDUCTED,Electronic,District,N,NULL,NULL,NULL,NULL
3490,HMIS,DHIS,LAB NUMBER OF BLOOD PRODUCTS ORDERED,Electronic,District,Y,BS,1,N,NULL
3491,HMIS,DHIS,LAB NUMBER OF BLOOD PRODUCTS SUPPLIED,Electronic,District,Y,BS,1,N,NULL
3492,HMIS,DHIS,LAB NUMBER OF HEMATOLOGICAL TESTS CONDUCTED,Electronic,District,Y,HTC,2,Y,NULL
3493,HMIS,DHIS,LAB NUMBER OF MICROBIOLOGICAL TESTS CONDUCTED,Electronic,District,N,NULL,NULL,NULL,NULL
3494,HMIS,DHIS,LAB NUMBER OF PANEL TESTS CONDUCTED,Electronic,District,N,NULL,NULL,NULL,NULL
3495,HMIS,DHIS,LAB NUMBER OF PATHOLOGICAL TESTS CONDUCTED,Electronic,District,Y,HTC,2,Y,NULL
3496,HMIS,DHIS,LAB NUMBER OF SEROLOGICAL TESTS CONDUCTED,Electronic,District,Y,HTC,2,Y,NULL
3497,HMIS,DHIS,LAB NUMBER OF STOCK OUT DAYS FOR KEY REAGENTS,Electronic,District,Y,DRUGS,1,Y,NULL
3498,HMIS,DHIS,LAB NUMBER OF TB TESTS,Electronic,District,Y,ART,1,Y,NULL
3499,HMIS,DHIS,LAB OTHER,Electronic,District,Y,HTC,2,Y,NULL
3500,HMIS,DHIS,LAB OTHER CULTURE POSITVES,Electronic,District,Y,HTC,2,Y,NULL
3501,HMIS,DHIS,LAB OTHER SLIDE POSITIVES  INCLDING ZN ,Electronic,District,Y,HTC,2,Y,NULL
3502,HMIS,DHIS,LAB PEDIATRICS CELL PACKS,Electronic,District,N,NULL,NULL,NULL,NULL
3503,HMIS,DHIS,LAB PHOSPHOROUS,Electronic,District,N,NULL,NULL,NULL,NULL
3504,HMIS,DHIS,LAB PLATELETS,Electronic,District,Y,HTC,2,Y,NULL
3505,HMIS,DHIS,LAB POTASSIUM,Electronic,District,N,NULL,NULL,NULL,NULL
3506,HMIS,DHIS,LAB PREGNANCY TESTS,Electronic,District,Y,PMTCT,16,Y,NULL
3507,HMIS,DHIS,LAB RBC MORPHOLOGY PBS,Electronic,District,N,NULL,NULL,NULL,NULL
3508,HMIS,DHIS,LAB RDT,Electronic,District,N,NULL,NULL,NULL,NULL
3509,HMIS,DHIS,LAB S HAEMATOBIUM,Electronic,District,N,NULL,NULL,NULL,NULL
3510,HMIS,DHIS,LAB SICKLE CELL,Electronic,District,N,NULL,NULL,NULL,NULL
3511,HMIS,DHIS,LAB SLIDE GRAM STAIN,Electronic,District,N,NULL,NULL,NULL,NULL
3512,HMIS,DHIS,LAB SLIDE POSITIVE WET MOUNT,Electronic,District,Y,ART,14,Y,NULL
3513,HMIS,DHIS,LAB SODIUM,Electronic,District,N,NULL,NULL,NULL,NULL
3514,HMIS,DHIS,LAB SPERM COUNTS,Electronic,District,N,NULL,NULL,NULL,NULL
3515,HMIS,DHIS,LAB SPNEUMONIA,Electronic,District,N,NULL,NULL,NULL,NULL
3516,HMIS,DHIS,LAB SYPHILIS,Electronic,District,Y,ART,4,Y,NULL
3517,HMIS,DHIS,LAB T VIRGINALS,Electronic,District,N,NULL,NULL,NULL,NULL
3518,HMIS,DHIS,LAB T3,Electronic,District,N,NULL,NULL,NULL,NULL
3519,HMIS,DHIS,LAB T4,Electronic,District,N,NULL,NULL,NULL,NULL
3520,HMIS,DHIS,LAB TOTAL BLOOD CULTURE,Electronic,District,Y,BS,2,N,NULL
3521,HMIS,DHIS,LAB TOTAL BLOOD PRODUCTS ORDERED FROM MBTS,Electronic,District,Y,BS,2,N,NULL
3522,HMIS,DHIS,LAB TOTAL BLOOD PRODUCTS SUPPLIED FROM MBTS,Electronic,District,Y,BS,2,N,NULL
3523,HMIS,DHIS,LAB TOTAL CROSSMATCHING,Electronic,District,N,NULL,NULL,NULL,NULL
3524,HMIS,DHIS,LAB TOTAL CSF,Electronic,District,N,NULL,NULL,NULL,NULL
3525,HMIS,DHIS,LAB TOTAL HVS,Electronic,District,Y,HTC,2,Y,NULL
3526,HMIS,DHIS,LAB TOTAL NUMBER OF TESTS CONDUCTED,Electronic,District,Y,HTC,2,Y,NULL
3527,HMIS,DHIS,LAB TOTAL NUMBER OF TESTS REQUESTED,Electronic,District,Y,HTC,12,Y,NULL
3528,HMIS,DHIS,LAB TOTAL OTHER BODY CULTURES,Electronic,District,Y,HTC,2,Y,NULL
3529,HMIS,DHIS,LAB TOTAL PROTEIN,Electronic,District,Y,HTC,2,Y,NULL
3530,HMIS,DHIS,LAB TOTAL SENSITIVITY TESTS,Electronic,District,Y,HTC,12,Y,NULL
3531,HMIS,DHIS,LAB TOTAL STOOL CULTURE FOR CHOLERA,Electronic,District,n,NULL,NULL,NULL,NULL
3532,HMIS,DHIS,LAB TOTAL STOOL CULTURE FOR SALMONELLA AND SHIGELLA,Electronic,District,N,NULL,NULL,NULL,NULL
3533,HMIS,DHIS,LAB TOTAL URINE CULTURE,Electronic,District,N,NULL,NULL,NULL,NULL
3534,HMIS,DHIS,LAB TOTAL URINE MICROSCOPY,Electronic,District,N,NULL,NULL,NULL,NULL
3535,HMIS,DHIS,LAB TRIGLYCERIDES,Electronic,District,N,NULL,NULL,NULL,NULL
3536,HMIS,DHIS,LAB TSF,Electronic,District,N,NULL,NULL,NULL,NULL
3537,HMIS,DHIS,LAB UREA,Electronic,District,N,NULL,NULL,NULL,NULL
3538,HMIS,DHIS,LAB UREA AND ELECTROLYTES,Electronic,District,N,NULL,NULL,NULL,NULL
3539,HMIS,DHIS,LAB URIC ACID,Electronic,District,N,NULL,NULL,NULL,NULL
3540,HMIS,DHIS,LAB VIRAL LOAD,Electronic,District,Y,HTC,2,Y,NULL
3541,HMIS,DHIS,LEPROSY ADMISSION,Electronic,District,N,NULL,NULL,NULL,NULL
3542,HMIS,DHIS,LEPROSY INPATIENT DEATH,Electronic,District,N,NULL,NULL,NULL,NULL
3543,HMIS,DHIS,LF ADULTS > 15 YEARS,Electronic,District,N,NULL,NULL,NULL,NULL
3544,HMIS,DHIS,LF DRUGS USED,Electronic,District,N,NULL,NULL,NULL,NULL
3545,HMIS,DHIS,LF HDROCOEL,Electronic,District,N,NULL,NULL,NULL,NULL
3546,HMIS,DHIS,LF HELMINTHIASIS,Electronic,District,N,NULL,NULL,NULL,NULL
3547,HMIS,DHIS,LF LYMPHATIC FILARISIS,Electronic,District,N,NULL,NULL,NULL,NULL
3548,HMIS,DHIS,LF LYMPHOEDEMA,Electronic,District,N,NULL,NULL,NULL,NULL
3549,HMIS,DHIS,LF ONCHOCERCIASIS,Electronic,District,N,NULL,NULL,NULL,NULL
3550,HMIS,DHIS,LF POPULATION,Electronic,District,N,NULL,NULL,NULL,NULL
3551,HMIS,DHIS,LF PRE SCHOOL CHILDREN  0 4 YEARS ,Electronic,District,N,NULL,NULL,NULL,NULL
3552,HMIS,DHIS,LF SCHITOSOMIASIS,Electronic,District,N,NULL,NULL,NULL,NULL
3553,HMIS,DHIS,LF SCHOOL AGE CHILDREN  5 14 YEARS ,Electronic,District,N,NULL,NULL,NULL,NULL
3554,HMIS,DHIS,LF SIGHT PROBLEM,Electronic,District,N,NULL,NULL,NULL,NULL
3555,HMIS,DHIS,LF THERAPEUTIC,Electronic,District,N,NULL,NULL,NULL,NULL
3556,HMIS,DHIS,LF TREATED,Electronic,District,N,NULL,NULL,NULL,NULL
3557,HMIS,DHIS,LF YESNO,Electronic,District,N,NULL,NULL,NULL,NULL
3558,HMIS,DHIS,MA ART MOTHER 1ST OR 2ND TRIMESTER,Electronic,District,Y,PMTCT,6,Y,NULL
3559,HMIS,DHIS,MA ART MOTHER 3RD TRIMESTER,Electronic,District,Y,PMTCT,6,Y,NULL
3560,HMIS,DHIS,MA ART MOTHER DURING LABOUR,Electronic,District,Y,PMTCT,6,Y,NULL
3561,HMIS,DHIS,MA BREASTFEEDING INITIATED BF IN 60MIN,Electronic,District,Y,PMTCT,6,Y,NULL
3562,HMIS,DHIS,MA DELIVERY MODE BREECH,Electronic,District,Y,PMTCT,6,N,NULL
3563,HMIS,DHIS,MA DELIVERY MODE CAESAREAN SECTION,Electronic,District,Y,PMTCT,6,N,NULL
3564,HMIS,DHIS,MA DELIVERY MODE SPONTANEOUS VAGINA,Electronic,District,Y,PMTCT,6,N,NULL
3565,HMIS,DHIS,MA DELIVERY MODE VACUUM EXTRACTION,Electronic,District,Y,PMTCT,6,N,NULL
3566,HMIS,DHIS,MA DELIVERY PLACE HOME TBA,Electronic,District,Y,PMTCT,6,Y,NULL
3567,HMIS,DHIS,MA DELIVERY PLACE IN TRANSIT,Electronic,District,Y,PMTCT,6,Y,NULL
3568,HMIS,DHIS,MA DELIVERY PLACE OTHER FACILITY,Electronic,District,Y,PMTCT,6,Y,NULL
3569,HMIS,DHIS,MA DELIVERY PLACE THIS FACILITY,Electronic,District,Y,PMTCT,6,Y,NULL
3570,HMIS,DHIS,MA HIV TEST RESULTS NEW +VE,Electronic,District,Y,PMTCT,246,Y,NULL
3571,HMIS,DHIS,MA HIV TEST RESULTS NEW VE,Electronic,District,Y,PMTCT,246,Y,NULL
3572,HMIS,DHIS,MA HIV TEST RESULTS NOT DONE,Electronic,District,Y,PMTCT,26,Y,NULL
3573,HMIS,DHIS,MA HIV TEST RESULTS PRE VE,Electronic,District,Y,PMTCT,246,Y,NULL
3574,HMIS,DHIS,MA HIV TEST RESULTS PREV +VE,Electronic,District,Y,PMTCT,246,Y,NULL
3575,HMIS,DHIS,MA INFANT SURVIVAL ALIVE EXP NO NVP,Electronic,District,Y,PMTCT,6,Y,NULL
3576,HMIS,DHIS,MA INFANT SURVIVAL ALIVE EXP NVP,Electronic,District,Y,PMTCT,46,Y,NULL
3577,HMIS,DHIS,MA INFANT SURVIVAL ALIVE NOT HIV EXP,Electronic,District,Y,PMTCT,6,Y,NULL
3578,HMIS,DHIS,MA INFANT SURVIVAL ALIVE UNKNOWN EXP,Electronic,District,Y,PMTCT,6,Y,NULL
3579,HMIS,DHIS,MA INFANT SURVIVAL NEONATAL DEATH,Electronic,District,Y,PMTCT,6,N,NULL
3580,HMIS,DHIS,MA INFANT SURVIVAL STILL FRESH,Electronic,District,Y,PMTCT,6,N,NULL
3581,HMIS,DHIS,MA INFANT SURVIVAL STILLBIRTH MACERATED,Electronic,District,Y,PMTCT,6,N,NULL
3582,HMIS,DHIS,MA MOTHER NOT ON ART,Electronic,District,Y,PMTCT,6,Y,NULL
3583,HMIS,DHIS,MA MOTHER START BEFORE PREGNANCY,Electronic,District,Y,PMTCT,6,Y,NULL
3584,HMIS,DHIS,MA NEWBORN COMPLICATIONS ASPHYXIA,Electronic,District,Y,PMTCT,6,Y,NULL
3585,HMIS,DHIS,MA NEWBORN COMPLICATIONS NONE,Electronic,District,Y,PMTCT,6,Y,NULL
3586,HMIS,DHIS,MA NEWBORN COMPLICATIONS OTHER,Electronic,District,Y,PMTCT,6,Y,NULL
3587,HMIS,DHIS,MA NEWBORN COMPLICATIONS PREMATURITY,Electronic,District,Y,PMTCT,6,Y,NULL
3588,HMIS,DHIS,MA NEWBORN COMPLICATIONS SEPSIS,Electronic,District,Y,PMTCT,6,Y,NULL
3589,HMIS,DHIS,MA NEWBORN COMPLICATIONS WEIGHT < 2500G,Electronic,District,Y,PMTCT,6,Y,NULL
3590,HMIS,DHIS,MA OBS COMPLICATIONS ANTE PARTUM,Electronic,District,Y,PMTCT,6,Y,NULL
3591,HMIS,DHIS,MA OBS COMPLICATIONS NONE,Electronic,District,Y,PMTCT,6,Y,NULL
3592,HMIS,DHIS,MA OBS COMPLICATIONS OTHERS,Electronic,District,Y,PMTCT,6,Y,NULL
3593,HMIS,DHIS,MA OBS COMPLICATIONS POST PARTUM,Electronic,District,Y,PMTCT,6,Y,NULL
3594,HMIS,DHIS,MA OBS COMPLICATIONS PRE ECLAMPSIA,Electronic,District,Y,PMTCT,6,Y,NULL
3595,HMIS,DHIS,MA OBS COMPLICATIONS PRO LABOUR,Electronic,District,Y,PMTCT,6,Y,NULL
3596,HMIS,DHIS,MA OBS COMPLICATIONS RUPTURED UTERUS,Electronic,District,Y,PMTCT,6,Y,NULL
3597,HMIS,DHIS,MA OBS COMPLICATIONS SEPSIS,Electronic,District,Y,PMTCT,6,Y,NULL
3598,HMIS,DHIS,MA OBST CARE ANTIBIOTICS,Electronic,District,Y,PMTCT,1,Y,NULL
3599,HMIS,DHIS,MA OBST CARE ANTICONVULSIVE,Electronic,District,Y,PMTCT,6,N,NULL
3600,HMIS,DHIS,MA OBST CARE BLOOD TRANSFUSION,Electronic,District,Y,PMTCT,6,Y,NULL
3601,HMIS,DHIS,MA OBST CARE MANUAL REM PLACENTA,Electronic,District,Y,PMTCT,6,Y,NULL
3602,HMIS,DHIS,MA OBST CARE OXYTOCIN,Electronic,District,Y,PMTCT,6,Y,NULL
3603,HMIS,DHIS,MA RECEIVED VIT A,Electronic,District,Y,PMTCT,6,Y,NULL
3604,HMIS,DHIS,MA RECIEVED TETRACYCLINE EYE OINTMENT,Electronic,District,Y,PMTCT,6,Y,NULL
3605,HMIS,DHIS,MA REFERRED OUT,Electronic,District,Y,PMTCT,36,Y,NULL
3606,HMIS,DHIS,MA SINGLETONS,Electronic,District,Y,PMTCT,6,?,NULL
3607,HMIS,DHIS,MA STAFF CONDUCTING DELIVERY A,Electronic,District,Y,PMTCT,67,Y,NULL
3608,HMIS,DHIS,MA STAFF CONDUCTING DELIVERY B,Electronic,District,Y,PMTCT,67,Y,NULL
3609,HMIS,DHIS,MA STAFF CONDUCTING DELIVERY C,Electronic,District,Y,PMTCT,67,Y,NULL
3610,HMIS,DHIS,MA TWINS TRIPLETS,Electronic,District,Y,PMTCT,6,Y,NULL
3611,HMIS,DHIS,MAL INPATIENT CONFIRMED MALARIA CASES <5 YEARS,Electronic,District,Y,MALARIA,3,Y,NULL
3612,HMIS,DHIS,MAL INPATIENT CONFIRMED MALARIA CASES 5+ YEARS,Electronic,District,Y,MALARIA,3,Y,NULL
3613,HMIS,DHIS,MAL INPATIENT DEATHS TOTAL <5 YEARS,Electronic,District,Y,MALARIA,3,Y,NULL
3614,HMIS,DHIS,MAL INPATIENT DEATHS TOTAL 5+ YEARS,Electronic,District,Y,MALARIA,3,Y,NULL
3615,HMIS,DHIS,MAL INPATIENT MALARIA DEATHS TOTAL <5 YEARS,Electronic,District,Y,MALARIA,3,Y,NULL
3616,HMIS,DHIS,MAL INPATIENT MALARIA DEATHS TOTAL 5+ YEARS,Electronic,District,Y,MALARIA,3,Y,NULL
3617,HMIS,DHIS,MAL INPATIENT SUSPECTED MALARIA CASES < 5 YEARS,Electronic,District,Y,MALARIA,3,Y,NULL
3618,HMIS,DHIS,MAL INPATIENT SUSPECTED MALARIA CASES 5+ YEARS,Electronic,District,Y,MALARIA,3,Y,NULL
3619,HMIS,DHIS,MAL INPATIENTS TOTAL <5 YEARS,Electronic,District,Y,MALARIA,3,Y,NULL
3620,HMIS,DHIS,MAL INPATIENTS TOTAL 5+ YEARS,Electronic,District,Y,MALARIA,3,Y,NULL
3621,HMIS,DHIS,MAL LA 1X6 CONSUMED,Electronic,District,Y,DRUGS,1,Y,NULL
3622,HMIS,DHIS,MAL LA 1X6 Q ISSUED,Electronic,District,Y,DRUGS,1,Y,NULL
3623,HMIS,DHIS,MAL LA 1X6 QDISPENSED,Electronic,District,Y,DRUGS,1,Y,NULL
3624,HMIS,DHIS,MAL LA 1X6 RECIEVED,Electronic,District,Y,DRUGS,1,Y,NULL
3625,HMIS,DHIS,MAL LA 1X6 STOCKED OUT,Electronic,District,Y,DRUGS,1,Y,NULL
3626,HMIS,DHIS,MAL LA 2X6 CONSUMED,Electronic,District,Y,DRUGS,1,Y,NULL
3627,HMIS,DHIS,MAL LA 2X6 Q ISSUED,Electronic,District,Y,DRUGS,1,Y,NULL
3628,HMIS,DHIS,MAL LA 2X6 QDISPENSED,Electronic,District,Y,DRUGS,1,Y,NULL
3629,HMIS,DHIS,MAL LA 2X6 RECIEVED,Electronic,District,Y,DRUGS,1,Y,NULL
3630,HMIS,DHIS,MAL LA 2X6 STOCKED OUT,Electronic,District,Y,DRUGS,1,Y,NULL
3631,HMIS,DHIS,MAL LA 3X6 CONSUMED,Electronic,District,Y,DRUGS,1,Y,NULL
3632,HMIS,DHIS,MAL LA 3X6 Q ISSUED,Electronic,District,Y,DRUGS,1,Y,NULL
3633,HMIS,DHIS,MAL LA 3X6 QDISPENSED,Electronic,District,Y,DRUGS,1,Y,NULL
3634,HMIS,DHIS,MAL LA 3X6 RECIEVED,Electronic,District,Y,DRUGS,1,Y,NULL
3635,HMIS,DHIS,MAL LA 3X6 STOCKED OUT,Electronic,District,Y,DRUGS,1,Y,NULL
3636,HMIS,DHIS,MAL LA 4X6 CONSUMED,Electronic,District,Y,DRUGS,1,Y,NULL
3637,HMIS,DHIS,MAL LA 4X6 Q ISSUED,Electronic,District,Y,DRUGS,1,Y,NULL
3638,HMIS,DHIS,MAL LA 4X6 QDISPENSED,Electronic,District,Y,DRUGS,1,Y,NULL
3639,HMIS,DHIS,MAL LA 4X6 RECEIVED,Electronic,District,Y,DRUGS,1,Y,NULL
3640,HMIS,DHIS,MAL LA 4X6 STOCKED OUT,Electronic,District,Y,DRUGS,1,Y,NULL
3641,HMIS,DHIS,MAL NUM OF INVALID TEST RDT <5 YRS,Electronic,District,Y,MALARIA,13,Y,NULL
3642,HMIS,DHIS,MAL NUM OF INVALID TEST RDT 5+ YRS,Electronic,District,Y,MALARIA,13,Y,NULL
3643,HMIS,DHIS,MAL OUTPATIENT CONFIRMED MALARIA CASES MICROSCOPY < 5 YEARS,Electronic,District,Y,MALARIA,3,Y,NULL
3644,HMIS,DHIS,MAL OUTPATIENT CONFIRMED MALARIA CASES MICROSCOPY 5+ YEARS,Electronic,District,Y,MALARIA,3,Y,NULL
3645,HMIS,DHIS,MAL OUTPATIENT CONFIRMED MALARIA CASES RDT <5 YEARS,Electronic,District,Y,MALARIA,3,Y,NULL
3646,HMIS,DHIS,MAL OUTPATIENT CONFIRMED MALARIA CASES RDT 5+ YEARS,Electronic,District,Y,MALARIA,3,Y,NULL
3647,HMIS,DHIS,MAL OUTPATIENT SUSPECTED CASES TESTED FOR MALARIA MICROSCOPY <5 YEARS,Electronic,District,Y,MALARIA,3,Y,NULL
3648,HMIS,DHIS,MAL OUTPATIENT SUSPECTED CASES TESTED FOR MALARIA MICROSCOPY 5+ YEARS,Electronic,District,Y,MALARIA,3,Y,NULL
3649,HMIS,DHIS,MAL OUTPATIENT SUSPECTED CASES TESTED FOR MALARIA RDT < 5 YEARS,Electronic,District,Y,MALARIA,3,Y,NULL
3650,HMIS,DHIS,MAL OUTPATIENT SUSPECTED CASES TESTED FOR MALARIA RDT 5+ YEARS,Electronic,District,Y,MALARIA,3,Y,NULL
3651,HMIS,DHIS,MAL OUTPATIENT SUSPECTED MALARIA CASES < 5 YEARS,Electronic,District,Y,MALARIA,3,Y,NULL
3652,HMIS,DHIS,MAL OUTPATIENT SUSPECTED MALARIA CASES 5+ YEARS,Electronic,District,Y,MALARIA,3,Y,NULL
3653,HMIS,DHIS,MAL RDTS CONSUMED,Electronic,District,Y,DRUGS,13,Y,NULL
3654,HMIS,DHIS,MAL RDTS RECEIVED,Electronic,District,Y,DRUGS,13,Y,NULL
3655,HMIS,DHIS,MAL RTDS CONSUMED,Electronic,District,Y,DRUGS,13,Y,NULL
3656,HMIS,DHIS,MAL RTDS Q ISSUED,Electronic,District,Y,DRUGS,13,Y,NULL
3657,HMIS,DHIS,MAL RTDS RECIEVED,Electronic,District,Y,DRUGS,13,Y,NULL
3658,HMIS,DHIS,MAL RTDS STOCKED OUT,Electronic,District,Y,DRUGS,13,Y,NULL
3659,HMIS,DHIS,MAL SP CONSUMED,Electronic,District,Y,DRUGS,13,Y,NULL
3660,HMIS,DHIS,MAL SP Q ISSUED,Electronic,District,Y,DRUGS,13,Y,NULL
3661,HMIS,DHIS,MAL SP RECEIVED,Electronic,District,Y,DRUGS,13,Y,NULL
3662,HMIS,DHIS,MAL SP STOCKED OUT,Electronic,District,Y,DRUGS,13,Y,NULL
3663,HMIS,DHIS,MALARIA # OF COMMUNITY MEETINGS COMMEMORATION DAYS,Electronic,District,Y,MALARIA,3,N,NULL
3664,HMIS,DHIS,MALARIA # OF FILM SHOWS,Electronic,District,Y,MALARIA,3,N,NULL
3665,HMIS,DHIS,MALARIA # OF INTERACTIVE DRAMA SESSIONS,Electronic,District,Y,MALARIA,3,N,NULL
3666,HMIS,DHIS,MALARIA # OF ROAD SHOWS,Electronic,District,Y,MALARIA,3,N,NULL
3667,HMIS,DHIS,MALARIA ADMISSION,Electronic,District,Y,MALARIA,3,Y,NULL
3668,HMIS,DHIS,MALARIA DISTRICT HOSPITAL,Electronic,District,Y,MALARIA,7,Y,NULL
3669,HMIS,DHIS,MALARIA FLIPCHART,Electronic,District,Y,MALARIA,3,Y,NULL
3670,HMIS,DHIS,MALARIA HEALTH CENTRE,Electronic,District,Y,MALARIA,7,Y,NULL
3671,HMIS,DHIS,MALARIA INPATIENT DEATH,Electronic,District,Y,MALARIA,3,Y,NULL
3672,HMIS,DHIS,MALARIA LEAFLETS,Electronic,District,Y,MALARIA,3,N,NULL
3673,HMIS,DHIS,MALARIA NEW,Electronic,District,Y,MALARIA,3,Y,NULL
3674,HMIS,DHIS,MALARIA NONE,Electronic,District,Y,MALARIA,3,Y,NULL
3675,HMIS,DHIS,MALARIA OTHER,Electronic,District,Y,MALARIA,3,Y,NULL
3676,HMIS,DHIS,MALARIA POSTERS,Electronic,District,Y,MALARIA,3,N,NULL
3677,HMIS,DHIS,MALARIA RURAL COMM HOSP,Electronic,District,Y,MALARIA,7,Y,NULL
3678,HMIS,DHIS,MALARIA TOTAL# PROVIDED IN THIS QUARTER,Electronic,District,Y,MALARIA,3,Y,NULL
3679,HMIS,DHIS,MALARIA TV DVDS,Electronic,District,Y,MALARIA,3,N,NULL
3680,HMIS,DHIS,MALNUTRITION ADMISSION,Electronic,District,Y,NUTRITION,3,Y,NULL
3681,HMIS,DHIS,MALNUTRITION INPATIENT DEATH,Electronic,District,Y,NUTRITION,3,Y,NULL
3682,HMIS,DHIS,MALNUTRITION NEW,Electronic,District,Y,NUTRITION,3,Y,NULL
3683,HMIS,DHIS,MANAGEMENT MEETINGS CONDUCTED,Electronic,District,Y,OTHER,7,Y,NULL
