name,description
HMIS17-Ear infection - inpatient death,
HMIS17-Ear infection - new,
HMIS17-Eclampsia - Admissions,
HMIS17-Eclampsia - Deaths,
HMIS17-Eclampsia - New,
HMIS17-Epilepsy - admission,
HMIS17-Epilepsy - inpatient death,
HMIS17-Epilepsy - new,
HMIS17-Family Planning acceptors of child bearing age - new,
HMIS17-First antenatal visit,
HMIS17-Functioning ambulances,
HMIS17-Goitre - admission,
HMIS17-Goitre - new,
HMIS17-Gynaecological disorders - admission,
HMIS17-Gynaecological disorders - inpatient death,
HMIS17-Gynaecological disorders - new,
HMIS17-Gynaecology vists,
HMIS17-HIV/AIDS - admission,
HMIS17-HIV/AIDS - inpatient death,
HMIS17-HIV/AIDS - new,
HMIS17-HIV test positive 15-49 years,
HMIS17-Hypertension - admission,
HMIS17-Hypertension - inpatient death,
HMIS17-Hypertension - new,
HMIS17-Income - cost sharing,
HMIS17-Inpatient days,
HMIS17-Inpatient deaths - total,
HMIS17-Insecticide Treated Nets Distributed,
HMIS17-Intestinal worms - new,
HMIS17-Iron supplementation received by pregnant woman,
HMIS17-Jaundice and infective hepatitis - admission,
HMIS17-Jaundice and infective hepatitis - inpatient death,
HMIS17-Jaundice and infective hepatitis - new,
HMIS17-Leprosy - admission,
HMIS17-Leprosy - new,
HMIS17-Live birth,
HMIS17-Live birth under 2500g,
HMIS17-Malaria 5 years and older - Admission,
HMIS17-Malaria 5 years and older - Deaths,
HMIS17-Malaria 5 years and older - New,
HMIS17-Malaria - admission,
HMIS17-Malaria - inpatient death,
HMIS17-Malaria - new,
HMIS17-Malaria Under 5 years - Admissions,
HMIS17-Malaria Under 5 years - Deaths,
HMIS17-Malaria Under 5 years - New,
HMIS17-Malnutrition - admission,
HMIS17-Malnutrition - inpatient death,
HMIS17-Malnutrition - new,
HMIS17-Measles - admission,
HMIS17-Measles - inpatient death,
HMIS17-Measles - new,
HMIS17-Measles under 5 years - admission,
HMIS17-Measles under 5 years - inpatient death,
HMIS17-Measles under 5 years - new,
HMIS17-Meningitis - admission,
HMIS17-Meningitis - inpatient death,
HMIS17-Meningitis - new,
HMIS17-Musculoskeletal pains - admission,
HMIS17-Musculoskeletal pains - inpatient death,
HMIS17-Musculoskeletal pains - new,
HMIS17-New Born Complications - Admissions,
HMIS17-New born complications - New,
HMIS17-New Patients attending physiotherapy,
HMIS17-Niverapine dose to baby born to woman with HIV,
HMIS17-Nursing Officers in posts,
HMIS17-OPD total attendance,
HMIS17-Operations during the same period,
HMIS17-Operations performed within 7 days of admission,
HMIS17-Opportunistic Infections - Admission,
HMIS17-Opportunistic Infections - inpatient Deaths,
HMIS17-Opportunistic Infections - New,
HMIS17-Other genito-urinary tract infection - admission,
HMIS17-Other genito-urinary tract infection - inpatient death,
HMIS17-Other genito-urinary tract infection - new,
HMIS17-Other heart diseases - admission,
HMIS17-Other heart diseases - inpatient death,
HMIS17-Other heart diseases - new,
HMIS17-Other lower respiratory infection - admission,
HMIS17-Other lower respiratory infection - inpatient death,
HMIS17-Other lower respiratory infection - new,
HMIS17-Other Oral conditions - admission,
HMIS17-Other Oral conditions - inpatient death,
HMIS17-Other Oral conditions - new,
HMIS17-Other skin conditions - admission,
HMIS17-Other skin conditions - inpatient death,
HMIS17-Other skin conditions - new,
HMIS17-Patients cured and discharged home,
HMIS17-Patients seen by specialists within 4 weeks of appointment,
HMIS17-Patients seen in the specialist clinic - total,
HMIS17-Pneumonia - admission,
HMIS17-Pneumonia - inpatient death,
HMIS17-Pneumonia - new,
HMIS17-Pneumonia under 5 years - admission,
HMIS17-Pneumonia under 5 years - inpatient death,
HMIS17-Pneumonia under 5 years - new,
HMIS17-Postnatal woman receiving Vitamin A within 2 weeks of delivery,
HMIS17-post partum Haemorrhage - Admissions,
HMIS17-post partum Haemorrhage - Deaths,
HMIS17-post partum Haemorrhage - New,
HMIS17-Pregnant woman receiving VCT and serostatus result,
HMIS17-Pregnant woman tested HIV positive,
HMIS17-Rabies - admission,
HMIS17-Rabies - inpatient death,
HMIS17-Rabies - new,
HMIS17-Referals from other institutions,
HMIS17-Referrals to other institutions,
HMIS17-Road Traffic Accidents - Admissions,
HMIS17-Road Traffic Accidents - Death,
HMIS17-Road Traffic Accidents - New,
HMIS17-Scabies - admission,
HMIS17-Scabies - new,
HMIS17-Sepsis - Admissions,
HMIS17-Sepsis - Deaths,
HMIS17-Sepsis - New,
HMIS17-Severe anaemia in Pregnancy - Admissions,
HMIS17-Severe anaemia in Pregnancy - deaths,
HMIS17-Severe anaemia in Pregnancy - New,
HMIS17-Sexually Transmitted Infections - admission,
HMIS17-Sexually Transmitted Infections - inpatient death,
HMIS17-Specialists in post,
HMIS17-Sulpha Pyrimethamine received by pregnant woman,
HMIS17-Technicians in post,
HMIS17-Tet Tox 5th/booster dose to pregnant woman,
HMIS17-Total ANC Attendance,
HMIS17-Total antenatal visits,
HMIS17-Total physiotherapy attendance,
HMIS17-Traumatic conditions - admission,
HMIS17-Traumatic conditions - inpatient death,
HMIS17-Traumatic conditions - new,
HMIS17-TTV 5th Dose,
HMIS17-Tuberculosis detected - admission,
HMIS17-Tuberculosis detected - inpatient death,
HMIS17-Tuberculosis diagnosed - new,
HMIS17-Typhoid - admission,
HMIS17-Typhoid - inpatient death,
HMIS17-Typhoid - new,
HMIS17-Upper respiratory infection - admission,
HMIS17-Upper respiratory infection - inpatient death,
HMIS17-Upper respiratory infection - new,
HMIS17-Voluntary counselling and testing 15-49 age group,
HMIS17-Woman of child bearing age using modern family planning methods,
HMIS17-Woman with obstetric complication treated at obstetric care facility,
HMIS17-Women of reproductive age receiving condoms,
HMIS17-Women of reproductive age receiving Depo-provera,
HMIS17-Women of reproductive age receiving IUCD,
HMIS17-Women of reproductive age receiving Norplant,
HMIS17-Women of reproductive age receiving oral pills,
HMIS17-Women of reproductive age receiving sterilisation,
HMIS17-Yellow fever - admission,
HMIS17-Yellow fever - new,
HMIS Abortion complications treated,
HMIS Acute eye infection - admission,
HMIS Acute eye infection - inpatient death,
HMIS Acute Flaccid Paralysis - admission,
HMIS Acute Flaccid Paralysis - inpatient death,
HMIS Acute Flaccid Paralysis - new,
HMIS Acute Flaccid Paralysis under 15 years - new,
HMIS Acute Respiratory Infections under 5 years - inpatient death,
HMIS Acute Respiratory Infections under 5 years - new,
HMIS Admissions,
HMIS  Antenatal first visit,
HMIS Antenatal first visit in first trimester,
HMIS Antenatal total visits,
HMIS BCG,
HMIS Bed capacity,
HMIS Caesarean section,
HMIS Case treated as STI - new,
HMIS Child attending under-five clinic,
HMIS Cholera - inpatient death,
HMIS Cholera - new,
HMIS Common injuries and wounds,
HMIS Co-trimoxazole out of stock for more than 1 week,
HMIS Delivery by skilled personnel,
HMIS Delivery treated for Postpartum haemorrhage,
HMIS Delivery treated for Sepsis,
HMIS Diarrhoea diseases (non-bloody) under 5 years - inpatient death,
HMIS Diarrhoea non-bloody under 5 years - new,
HMIS Direct obstetric inpatient death,
HMIS Do you have functional electricity,
HMIS Do you have functioning electricty,
"HMIS Do you have functioning water supply, eletricty and communication syst",
HMIS Dysentery - inpatient death,
HMIS Dysentery - new,
HMIS Dysentery under 5 years - new,
HMIS Ear infection - new,
HMIS Ebola - new,
HMIS Eye infection - new,
HMIS Functional communication equipment - health centres,
HMIS Functional electricity supply health centres,
HMIS Functional water supply - health centres,
HMIS Functioning ambulances,
HMIS HIV confirmed positive 15-49 years - new,
HMIS HIV positive person receiving anti-retroviral treatment,
HMIS HIV test positive 15-49 years,
HMIS Home-based Care patient followed-up and provided treatment,
HMIS Households with safe drinking water,
HMIS Households with san plat latrine,
HMIS Immunised fully under 1 year - new,
HMIS Inpatient days,
HMIS Inpatient deaths (excluding maternity),
HMIS Inpatient deaths - total,
HMIS Inpatient discharges,
HMIS Insecticide treated nets distributed,
HMIS Is the Health Centre committee functional,
HMIS Leprosy - new,
HMIS Live birth,
HMIS Live birth less than 2500g,
HMIS Malaria 5 years and older - inpatient death,
HMIS Malaria 5 years and older - new,
HMIS Malaria under 5 years - inpatient death,
HMIS Malaria under 5 years - new,
HMIS Malnutrition under 5 years - inpatient death,
HMIS Malnutrition under 5 years - new,
HMIS Measles 1st dose at 9 months,
HMIS Measles - new,
HMIS Meningococcal Meningitis - newx,
HMIS Neonatal tetanus - new,
HMIS Nevirapine dose to baby born to woman with HIV,
HMIS Newborn treated for complications,
HMIS OPD total attendance,
HMIS Opportunistic infections - new,
HMIS Oral condition - new,
HMIS Oral Rehydration Sachets out of stock for more than 1 week,
HMIS Other skin conditions - new,
HMIS Pentavalent III,
HMIS Plague - new,
HMIS Polio-III,
HMIS Postpartum care within 2 weeks of delivery,
HMIS Pregnant woman receiving VCT and serostatus result,
HMIS Pregnant woman tested HIV positive,
HMIS Pregnant woman treated for eclampsia,
HMIS Pregnant woman treated for severe anaemia,
HMIS Rabies - new,
HMIS Road traffic accident,
HMIS Road traffic accident - inpatient death,
HMIS Schistosomiasis - new,
HMIS Skin infection - new,
HMIS Smear sputum positive cases proved negative at the end of treatment,
HMIS SP and ORS and Co-trimoxazole out of stock for more than 1 week,
HMIS Sulpha Pyrimethamine out of stock for more than 1 week,
HMIS Supervised by DHMT members using the Integrated checklist,
HMIS Syphilis in pregnancy,
HMIS Tuberculosis case completed treatment,
HMIS Tuberculosis diagnosed - inpatient death,
HMIS Tuberculosis diagnosed - new,
HMIS Underweight for age under 5 years,
HMIS Vitamin A dose to 6 - 59 months population,
HMIS Volunteer counselling confidential test and serostatus result 15-49 y,
HMIS Woman of reproductive age receiving condoms,
HMIS Woman of reproductive age receiving Depo-Provera,
HMIS Woman of reproductive age receiving IUCD,
HMIS Woman of reproductive age receiving modern family planning methods,
HMIS Woman of reproductive age receiving Norplant,
HMIS Woman of reproductive age receiving oral pills,
HMIS Woman of reproductive age receiving sterilisation,
HMIS Woman with obstetric complication treated at obstetric care facility,
HMIS Yellow fever - new,
HTC Age A: 0-11 months,
HTC Age B: 1-14 years,
HTC Age C: 15-24 years,
HTC Age D: 25+ years,
HTC Client Others,
HTC Client PITC,
HTC Client PRs,
HTC Confirmatory Inconcl.,
HTC Final results given to client - confirmed positive,
HTC Final results given to client - exposed infant,
HTC Final results given to client - inconclusive,
HTC  Final results given to client - negative,
HTC Final results given to client - positive,
HTC Final results given to client - Query False Positive,
HTC Never Tested,
HTC  Outreach sites,
HTC Partner not present,
HTC Partner present,
HTC Physical tests in stock at end,
HTC Prev  Exposed Infant,
HTC Prev  Inconclusive,
HTC Prev Negative,
HTC Prev Positive,
HTC Referred for ART services,
HTC Referred for other services,
HTC Referred for PMTCT services,
HTC Referred for TB services,
HTC Risk High,
HTC Risk Low,
HTC Risk Ong,
HTC  Static sites  ,
HTC Sum of all slips,
HTC tested - Ever,
HTC tested males,
HTC tested non-pregnant females,
HTC tested pregnant females,
HTC tested with partner,
HTC test kit outcomes - single test negative,
HTC test kit outcomes - single test positive,
HTC test kit outcomes - test 1&2 discord,
HTC test kit outcomes - test 1&2 positive,
HTC test kit results - test 1&2 negative,
HTC Total tests expired / disposed,
HTC Total tests in stock at start of 1st day,
HTC Total tests received at this location,
HTC Total tests used for purposes,
HTC Total test used for testing clients,
 HTC was any HIV testing done at this site during this month,
HTS ART,
HTS Bioline,
HTS Determine,
HTS Female non pregnant,
HTS Female pregnant,
HTS HC,
HTS Male,
HTS Num of CBDA/HSA,
HTS Num of Expected CBDA/ HSA,
HTS Percentage Reporting rate,
HTS PMTCT,
HTS Support Groups,
HTS Unigold,
IDSR Acute Flacid Paralysis,
IDSR Acute hemorrhagic fever syndrome,
IDSR Acute  hepatitis,
IDSR Acute Psychosis,
IDSR Adverse Effects following immunization,
IDSR AFP,
IDSR Bacterial meningitis,
IDSR Cases initiated on ART,
IDSR Cervical cancer,
IDSR cholera,
IDSR Cholera,
IDSR Decisions and Action taken,
IDSR Diabetes mellitus,
IDSR Diarrhoea in <5,
IDSR Diarrhoea with blood,
IDSR Diarrhoea with bloody,
IDSR Diarrhoea with dehydration,
IDSR Dog bite,
IDSR Epidemiological comments,
IDSR Epilepsy,
IDSR Female non-vesicular genital ulcer,
IDSR Influenza-like illness,
IDSR Leprosy,
IDSR LF,
IDSR Malaria <5,
IDSR Malaria 5 +,
IDSR Malaria < 5 years severe,
IDSR Malaria >= 5 years severe,
IDSR Malaria < 5 years uncomplicated,
IDSR Malaria >= 5 years uncomplicated,
IDSR Malaria in Pregnant women severe,
IDSR Malaria in Pregnant women uncomplicated,
IDSR Malaria Pregnancy,
IDSR Malaria with severe anemia <5years,
IDSR Male non-vesicular genital ulcer,
IDSR Male urethral discharge,
IDSR Malnutrition < 5 years,
IDSR Maternal deaths ,
IDSR measles,
IDSR Measles,
IDSR Meningitis,
IDSR neonatal tetanus,
IDSR Neonatal tetanus,
IDSR New AIDS cases,
IDSR Newborn with low birthweight < 2500g,
IDSR Newly diagnosed HIV ,
IDSR Onchocerciasis,
IDSR plague,
IDSR Plague,
IDSR Pneumonia <5 years,
IDSR Poliomyelitis,
IDSR Rabies ,
IDSR Recommendations,
IDSR SARS,
IDSR Schistosomiasis intestinal,
IDSR Schistosomiasis urinary,
IDSR Severe Acute Respiratory Infection,
IDSR Severe pneumonia <5,
IDSR Severe pneumonia <5 years,
IDSR Sexually Transmitted Infections ,
IDSR Smallpox ,
IDSR Trachoma,
IDSR Trypanosomiasis,
IDSR Typhoid fever,
" IDSR Uncomplicated malaria <5y, lab-confirmed",
"IDSR Uncomplicated malaria 5+y, lab-confirmed",
IDSR Very severe pneumonia <5 years,
IDSR Viral hemorrhagic ,
IDSR Viral hemorrhagic fever,
IDSR Yellow Fever,
IMCI Adjustment Cotrimoxazole (E),
IMCI Adjustment Cotrimoxazole In,
IMCI Adjustment Cotrimoxazole Out,
IMCI Adjustment Eye ointment (E),
IMCI Adjustment Eye ointment In,
IMCI Adjustment Eye ointment Out,
IMCI Adjustment LA 1x6 (E),
IMCI Adjustment LA 1x6 In,
IMCI Adjustment LA 1x6 Out,
IMCI Adjustment LA 2x6 (E),
IMCI Adjustment LA 2x6 In,
IMCI Adjustment LA 2x6 Out,
IMCI Adjustment ORS (E),
IMCI Adjustment ORS In,
IMCI Adjustment ORS Out,
IMCI Adjustment Paracetamol (E),
IMCI Adjustment Paracetamol In,
IMCI Adjustment Paracetamol Out,
IMCI Adjustment Zinc (E),
IMCI Adjustment Zinc In,
IMCI Adjustment Zinc Out,
IMCI Days stocked out Cotrimoxazole (C),
IMCI Days stocked out Eye ointment (C),
IMCI Days stocked out LA 1x6 (C),
IMCI Days stocked out LA 2x6 (C),
IMCI Days stocked out ORS (C),
IMCI Days stocked out Paracetamol (C),
IMCI Days stocked out Zinc (C),
IMCI DEATHS Anaemia/pallor 12 to 59 months,
IMCI DEATHS Anaemia/pallor 2 to 11 months,
IMCI DEATHS Diarrhoea 12 to 59 months,
IMCI DEATHS Diarrhoea 2 to 11 months,
IMCI DEATHS Malaria/Fever 12 to 59 months,
IMCI DEATHS Malaria/Fever 2 to 11 months,
IMCI DEATHS Malnutrition 12 to 59 months,
IMCI DEATHS Malnutrition 2 to 11 months,
IMCI DEATHS Other conditions 12 to 59 months,
IMCI DEATHS Other conditions 2 to 11 months,
IMCI DEATHS Pneumonia/Fast breathing 12 to 59 months,
IMCI DEATHS Pneumonia/Fast breathing 2 to 11 months,
IMCI DEATHS Red eye 12 to 59 months,
IMCI DEATHS Red eye 2 to 11 months,
IMCI Loses Cotrimoxazole (D),
IMCI Loses Eye ointment (D),
IMCI Loses LA 1x6 (D),
IMCI Loses LA 2x6 (D),
IMCI Loses ORS (D),
IMCI Loses Paracetamol (D),
IMCI Loses Zinc (D),
IMCI New Cases Anaemia/pallor 12 to 59 months,
IMCI New Cases Anaemia/pallor 2 to 11 months,
IMCI New cases by gender Female,
IMCI New cases by gender Male,
IMCI New Cases Diarrhoea  12 to 59 months,
IMCI New Cases Diarrhoea 2 to 11 months,
IMCI New Cases Malaria/Fever 12 to 59 months,
IMCI New Cases Malaria/Fever 2 to 11 months,
IMCI New Cases Malnutrition 12 to 59 months,
IMCI New Cases Malnutrition 2 to 11 months,
IMCI New Cases Other conditions 12 to 59 months,
IMCI New Cases Other conditions 2 to 11 months,
IMCI New Cases Pneumonia/Fast breathing 12 to 59 months,
IMCI New Cases Pneumonia/Fast breathing 2 to 11 months,
IMCI New Cases Red eye 12 to 59 months,
IMCI New Cases Red eye 2 to 11 months,
IMCI New SOH Cotrimoxazole (H),
IMCI New SOH Eye ointment (H),
IMCI New SOH LA 1x6 (H),
IMCI New SOH LA 2x6 (H),
IMCI New SOH ORS (H),
IMCI New SOH Paracetamol (H),
IMCI New SOH Zinc (H),
IMCI Qty received Cotrimoxazole (G),
IMCI Qty received Eye ointment (G),
IMCI Qty received LA 1x6 (G),
IMCI Qty received LA 2x6 (G),
IMCI Qty received ORS (G),
IMCI Qty received Paracetamol (G),
IMCI Qty received Zinc (G),
IMCI Quantity Dispensed Cotrimoxazole (B),
IMCI Quantity Dispensed Eye ointment (B),
IMCI Quantity Dispensed LA 1x6 (B),
IMCI Quantity Dispensed LA 2x6 (B),
IMCI Quantity Dispensed ORS (B),
IMCI Quantity Dispensed Paracetamol (B),
IMCI Quantity Dispensed Zinc (B),
IMCI Quantity on hand Cotrimoxazole (A),
IMCI Quantity on Hand Eye ointment (A),
IMCI Quantity on hand LA 1x6 (A),
IMCI Quantity on hand LA 2x6 (A),
IMCI Quantity on hand ORS (A),
IMCI Quantity on hand Paracetamol (A),
IMCI Quantity on Hand Zinc (A),
IMCI Referrals Anaemia/pallor 12 to 59 months,
IMCI Referrals Anaemia/pallor 2 to 11 months,
IMCI Referrals Diarrhoea 12 to 59 months,
IMCI Referrals Diarrhoea 2 to 11 months,
IMCI Referrals Malaria/Fever 12 to 59 months,
IMCI Referrals Malaria/Fever 2 to 11 months,
IMCI Referrals Malnutrition 12 to 59 months,
IMCI Referrals Malnutrition 2 to 11 months,
IMCI Referrals Other conditions 12 to 59 months,
IMCI Referrals Other conditions 2 to 11 months,
IMCI Referrals Pneumonia/Fast breathing 12 to 59 months,
IMCI Referrals Pneumonia/Fast breathing 2 to 11 months,
IMCI Referrals Red eye 12 to 59 months,
IMCI Referrals Red eye 2 to 11 months,
Incinerator and placenta disposal pit - health centres,
Income - all sources,
Income - cost sharing,
Intestinal worms - admission,
Intestinal worms - inpatient death,
Intestinal worms - new,
KMC babies initiated on ambulatory KMC,Number of babies initiated on ambulatory KMC
KMC LBW babies initiated on ambulatory KMC,Number of low birth weight babies initiated on ambulatory KMC
KMC Number of babies discharged alive,Number of babies discharged alive from facility based KMC
KMC Number of babies expected for KMC follow-up,
KMC Number of babies initiated on KMC,
KMC Number of babies initiated on KMC- ref in,Number of babies initiated on facility based KMC who were referred in
KMC Number of babies initiated on KMC- ref out,Numbered of babies initiated on KMC and referred out
KMC Number of babies that attended atleast 1 KMC follow-up,
KMC Number of babies who absconded from KMC,Number of babies who left KMC against medical advice
KMC Number of babies who died before discharge,
KMC Number of LBW babies,Number of Low Birth Weight Babies on KMC
KMC Number of pre-term babies,Number of Pre-term babies on KMC
 LAB Acid Phosphatase,
 LAB Adult cell packs,
 LAB Albumin,
 LAB Alkaline Phosphatase,
 LAB Amylase,
 LAB Bicarbonate,
 LAB Bilurubin Total,
 LAB Birulubin Direct,
 LAB Bleeding Time,
 LAB Blood grouping ,
 LAB Calcium,
 LAB CD4/EPIC,
 LAB Chloride,
 LAB Cholesterol,
 LAB Clotting Time,
 LAB CPK,
 LAB Creatinine,
 LAB Cryos,
 LAB CSF Protein,
 LAB DNA,
 LAB Erythrocytes sedimentation rate ,
 LAB FBC,
 LAB Fecalysis,
 LAB FFP,
 LAB GGT,
 LAB Glucose,
 LAB GOT,
 LAB GPT,
 LAB Gram negative Diplococci,
 LAB Gram stain,
 LAB Hemoglobin,
 LAB Hepatitis B,
 LAB Hepatitis C,
 LAB HIV Determine,
 LAB Indian Ink,
LAB Laboratory Techn in post,
 LAB Lactate/LDH,
 LAB Liver Functional Test,
 LAB Malaria microscopy,
 LAB N. Meningitidis,
 LAB No. of days without functional key equipment,
 LAB No. of parasitological tests conducted,
 LAB Number of Biochemistry tests conducted,
 LAB Number of blood products ordered,
 LAB Number of blood products supplied,
 LAB Number of hematological tests conducted,
 LAB Number of microbiological tests conducted,
 LAB  Number of panel tests conducted,
 LAB Number of pathological tests conducted,
 LAB Number of serological tests conducted,
 LAB Number of stock out days for key reagents ,
 LAB Number of  TB tests,
 LAB Other,
 LAB Other culture positves,
 LAB Other slide positives (inclding ZN),
 LAB Pediatrics cell packs,
 LAB Phosphorous,
 LAB Platelets,
 LAB Potassium,
 LAB Pregnancy Tests,
 LAB RBC morphology/PBS,
 LAB RDT,
 LAB S. haematobium ,
 LAB Sickle Cell,
 LAB Slide Gram stain,
 LAB Slide positive Wet mount,
 LAB Sodium,
 LAB Sperm counts,
 LAB S.pneumonia,
 LAB Syphilis,
 LAB T3,
 LAB T4,
 LAB Total blood culture,
 LAB  Total Blood products ordered from MBTS,
 LAB Total Blood products supplied from MBTS,
 LAB Total Crossmatching,
 LAB Total CSF,
 LAB Total HVS,
 LAB Total Number of tests conducted,
 LAB Total Number of tests requested,
 LAB Total other body cultures,
 LAB Total Protein,
 LAB Total Sensitivity Tests,
 LAB Total Stool Culture for Cholera,
 LAB Total Stool Culture for Salmonella and Shigella,
 LAB Total urine culture,
 LAB Total Urine Microscopy,
 LAB Triglycerides,
 LAB TSF,
 LAB T. Virginals,
 LAB Urea,
 LAB Urea and Electrolytes,
 LAB Uric acid,
 LAB Viral Load,
Leprosy - admission,
Leprosy - inpatient death,
LF Adults > 15 years,
LF Drugs used,
LF Hdrocoel,
LF Helminthiasis,
LF Lymphatic filarisis,
LF Lymphoedema,
LF Onchocerciasis,
LF Population,
LF Pre school children (0 - 4 years),
LF Schitosomiasis,
LF School age children (5 - 14 years),
LF Sight problem,
LF Therapeutic,
LF Treated,
LF YesNo,
MA ART Mother 1st or 2nd trimester,
MA ART Mother 3rd trimester ,
MA ART mother during labour,
MA Breastfeeding initiated BF in 60min,
MA Delivery mode - Breech,
MA Delivery mode - Caesarean section,
MA Delivery mode - Spontaneous vagina,
MA Delivery mode - Vacuum extraction,
MA Delivery place - Home / TBA,
MA Delivery place -In transit ,
MA Delivery place - other facility,
MA Delivery place - This facility,
MA HIV test results new  -ve,
MA HIV test results new  +ve,
MA HIV test results not done,
MA HIV test results pre -ve,
MA HIV test results prev  +ve,
MA Infant survival - Alive exp. no NVP,
MA Infant survival - Alive exp. NVP,
MA Infant survival - Alive not HIV exp,
MA Infant survival - Alive unknown exp,
MA Infant survival - Neonatal death,
"MA Infant survival - Stillbirth, macerated",
MA Infant survival Still fresh,
Malaria - admission,
Malaria-district hospital,
Malaria-flipchart,
Malaria-health centre,
Malaria - Inpatient death,
Malaria-leaflets,
Malaria - new,
Malaria-none,
Malaria-# of community meetings/commemoration days,
Malaria-# of film shows,
Malaria-# of interactive drama sessions,
Malaria-# of road shows,
Malaria-other,
Malaria-posters,
Malaria-rural/comm hosp,
Malaria-total# provided in this quarter,
Malaria-TV/DVDs,
MAL Inpatient confirmed malaria cases <5 years,
MAL Inpatient confirmed malaria cases 5+ years,
MAL Inpatient deaths total <5 years,
MAL Inpatient deaths total 5+ years,
MAL Inpatient malaria deaths total <5 years,
MAL Inpatient malaria deaths total 5+ years,
MAL Inpatients total <5 years,
MAL Inpatients total 5+ years,
MAL Inpatient suspected malaria cases < 5 years,
MAL Inpatient suspected malaria cases 5+ years,
MAL LA  1X6 consumed,
MAL LA  1X6 Qdispensed,
MAL LA  1X6 Q issued,
MAL LA  1X6 recieved,
MAL LA  1X6 Stocked out,
MAL LA  2X6 consumed,
MAL LA  2X6 Qdispensed,
MAL LA  2X6 Q issued,
MAL LA  2X6 recieved,
MAL LA  2X6 Stocked out,
MAL LA  3X6 consumed,
MAL LA  3X6 Qdispensed,
MAL LA  3X6 Q issued,
MAL LA  3X6 recieved,
MAL LA  3X6 Stocked out,
MAL LA  4X6 consumed,
MAL LA  4X6 Qdispensed,
MAL LA  4X6 Q issued,
MAL LA  4X6 received,
MAL LA  4X6 Stocked out,
MAL Num of invalid test RDT <5 yrs,
MAL Num of invalid test RDT 5+ yrs,
Malnutrition - admission,
Malnutrition - Inpatient death,
Malnutrition - new,
MAL Outpatient confirmed malaria cases-Microscopy < 5 years,
MAL Outpatient confirmed malaria cases-Microscopy 5+ years,
MAL Outpatient confirmed malaria cases-RDT <5 years,
MAL Outpatient confirmed malaria cases-RDT 5+ years,
MAL Outpatient suspected cases tested for malaria-Microscopy <5 years,
MAL Outpatient suspected cases tested for malaria-Microscopy 5+ years ,
MAL Outpatient suspected cases tested for malaria-RDT < 5 years,
MAL Outpatient suspected cases tested for malaria-RDT 5+ years,
MAL Outpatient suspected malaria cases < 5 years,
MAL Outpatient suspected malaria cases 5+ years,
MAL RDTs consumed,
MAL RDTs received,
MAL RTDs consumed,
MAL RTDs  Q issued,
MAL RTDs recieved,
MAL RTDs Stocked Out,
MAL SP consumed,
MAL SP  Q issued,
MAL SP received ,
MAL SP Stocked Out,
MA Mother not on ART,
MA Mother Start before pregnancy ,
Management meetings conducted,
MA Newborn Complications Asphyxia,
MA Newborn Complications None,
MA Newborn Complications Other,
MA Newborn Complications Prematurity,
MA Newborn Complications sepsis,
MA Newborn Complications Weight < 2500g,
MA Obs. Complications Ante partum,
MA Obs. Complications None,
MA Obs. Complications Others ,
MA Obs. Complications Post Partum,
MA Obs. Complications Pre Eclampsia,
MA Obs. Complications Pro Labour,
MA Obs. Complications Ruptured Uterus,
MA Obs. Complications Sepsis,
MA Obst. Care Antibiotics,
MA Obst. Care Anticonvulsive,
MA Obst. Care Blood Transfusion,
MA Obst. Care Manual Rem Placenta,
MA Obst. Care Oxytocin,
MA  Received Vit A,
MA Recieved tetracycline eye ointment ,
MA Referred out,
MA Singletons,
MA Staff conducting delivery A,
MA Staff conducting delivery B,
MA Staff conducting delivery C,
maternal health-district hospital,
maternal health-flipchart,
maternal health-health centre,
maternal health-none,
maternal health-# of community meetings/commemoration days,
maternal health-# of film shows,
maternal health-# of interactive drama sessions,
maternal health-# of road shows,
maternal health-posters,
maternal health-rural/comm hosp,
maternal health-total# provided in this quarter,
Maternal health- total# provided in this quarter,
maternal health-TV/DVDs,
Maternity admission,
MAT Maternal Deaths,
MA Twins/Triplets,
MCCP- 1 year follow up <30,
MCCP- 1 year follow up 30-45,
MCCP- 1 year follow up >45,
MCCP- 1 year follow up Hiv-,
MCCP-1 year follow up  HIV+,
MCCP- 1 year follow up initial VIA - <30,
MCCP- 1 year follow up initial VIA + <30,
MCCP- 1 year follow up initial VIA - 30-45,
MCCP- 1 year follow up initial VIA + 30-45,
MCCP- 1 year follow up initial VIA - >45,
MCCP- 1 year follow up initial VIA + >45,
MCCP- 1 year follow up initial VIA - HIV +,
MCCP- 1 year follow up initial VIA + HIV-,
MCCP-1 year follow up initial VIA -HIV-,
MCCP-1 year follow up initial VIA+ HIV+,
MCCP- 1 year follow up initial VIA - Uknown,
MCCP- 1 year follow up initial VIA + Uknown,
MCCP- 1 year follow up Uknown,
MCCP-1 year follow up Via+ HIV-,
MCCP-1 year follow up Via+ HIV+,
MCCP- 1 year follow up VIA - HIV -,
MCCP- 1 year follow up VIA - HIV +,
MCCP-3 Month Review <30,
MCCP-3 Month Review 30-45,
MCCP-3 Month Review >45,
MCCP-3 Month Review HIV -,
MCCP-3 Month Review HIV +,
MCCP-3 Month Review Uknown,
MCCP- immediate Cryo Done Hiv-,
MCCP- immediate Cryo Done Hiv+,
MCCP- initial VIA- <30,
MCCP- initial VIA+ <30,
MCCP- initial VIA- 30-45,
MCCP- initial VIA+ 30-45,
MCCP- initial VIA- >45,
