ID NUMBER,DH/DM,GOAL,ELEMENT,DECISION,SOURCE,2.02.a who is responsible for collecting,2.02.b what additional roles/jobs,2.02.c where does it go,2.02.d How is it transmitted/shared,2.02.e How often,2.02.f How do you use,2.02.g how do others use,ELEMENT DESCRIPTION,DECISION DESCRIPTION,SOURCE DESCRIPTION,Level number,Level
3121,DH,2,TEST HIV,0,REG HTC,OFF AEHO,COMM SENS,OFF HIVUNIT,TRANSPORT AMBULANCE,MONTHLY,FACPERFORM,SENS COMM,Test HIV,0,HIV Testing and Counseling Register,3,Facility
3121,DH,2,PREVALENCE,0,REG HTC,PER COUNS HTC,COMM SENS,PER COOR HTC,SYS DHIS2,MONTHLY,FACPERFORM,SENS COMM,Prevalence Rate HIV,0,HIV Testing and Counseling Register,3,Facility
3121,DH,2,PREVALENCE,0,REG HTC,PER COUNS HTC,COMM SENS,PER COOR HTC,TRANSPORT AMBULANCE,MONTHLY,FACPERFORM,SENS COMM,Prevalence Rate HIV,0,HIV Testing and Counseling Register,3,Facility
3121,DH,2,PREVALENCE,0,REG HTC,PER COUNS HTC,COMM SENS,OFF HIVUNIT,SYS DHIS2,MONTHLY,FACPERFORM,SENS COMM,Prevalence Rate HIV,0,HIV Testing and Counseling Register,3,Facility
3121,DH,2,PREVALENCE,0,REG HTC,PER COUNS HTC,COMM SENS,OFF HIVUNIT,TRANSPORT AMBULANCE,MONTHLY,FACPERFORM,SENS COMM,Prevalence Rate HIV,0,HIV Testing and Counseling Register,3,Facility
3121,DH,2,PREVALENCE,0,REG HTC,PER HSA,COMM SENS,PER COOR HTC,SYS DHIS2,MONTHLY,FACPERFORM,SENS COMM,Prevalence Rate HIV,0,HIV Testing and Counseling Register,3,Facility
3121,DH,2,PREVALENCE,0,REG HTC,PER HSA,COMM SENS,PER COOR HTC,TRANSPORT AMBULANCE,MONTHLY,FACPERFORM,SENS COMM,Prevalence Rate HIV,0,HIV Testing and Counseling Register,3,Facility
3121,DH,2,PREVALENCE,0,REG HTC,PER HSA,COMM SENS,OFF HIVUNIT,SYS DHIS2,MONTHLY,FACPERFORM,SENS COMM,Prevalence Rate HIV,0,HIV Testing and Counseling Register,3,Facility
3121,DH,2,PREVALENCE,0,REG HTC,PER HSA,COMM SENS,OFF HIVUNIT,TRANSPORT AMBULANCE,MONTHLY,FACPERFORM,SENS COMM,Prevalence Rate HIV,0,HIV Testing and Counseling Register,3,Facility
3121,DH,2,PREVALENCE,0,REG HTC,OFF AEHO,COMM SENS,PER COOR HTC,SYS DHIS2,MONTHLY,FACPERFORM,SENS COMM,Prevalence Rate HIV,0,HIV Testing and Counseling Register,3,Facility
3121,DH,2,PREVALENCE,0,REG HTC,OFF AEHO,COMM SENS,PER COOR HTC,TRANSPORT AMBULANCE,MONTHLY,FACPERFORM,SENS COMM,Prevalence Rate HIV,0,HIV Testing and Counseling Register,3,Facility
3121,DH,2,PREVALENCE,0,REG HTC,OFF AEHO,COMM SENS,OFF HIVUNIT,SYS DHIS2,MONTHLY,FACPERFORM,SENS COMM,Prevalence Rate HIV,0,HIV Testing and Counseling Register,3,Facility
3121,DH,2,PREVALENCE,0,REG HTC,OFF AEHO,COMM SENS,OFF HIVUNIT,TRANSPORT AMBULANCE,MONTHLY,FACPERFORM,SENS COMM,Prevalence Rate HIV,0,HIV Testing and Counseling Register,3,Facility
3121,DH,2,TEST HIVPOS,0,REG HTC,PER COUNS HTC,COMM SENS,PER COOR HTC,SYS DHIS2,MONTHLY,FACPERFORM,SENS COMM,Test HIV Positive,0,HIV Testing and Counseling Register,3,Facility
3121,DH,2,TEST HIVPOS,0,REG HTC,PER COUNS HTC,COMM SENS,PER COOR HTC,TRANSPORT AMBULANCE,MONTHLY,FACPERFORM,SENS COMM,Test HIV Positive,0,HIV Testing and Counseling Register,3,Facility
3121,DH,2,TEST HIVPOS,0,REG HTC,PER COUNS HTC,COMM SENS,OFF HIVUNIT,SYS DHIS2,MONTHLY,FACPERFORM,SENS COMM,Test HIV Positive,0,HIV Testing and Counseling Register,3,Facility
3121,DH,2,TEST HIVPOS,0,REG HTC,PER COUNS HTC,COMM SENS,OFF HIVUNIT,TRANSPORT AMBULANCE,MONTHLY,FACPERFORM,SENS COMM,Test HIV Positive,0,HIV Testing and Counseling Register,3,Facility
3121,DH,2,TEST HIVPOS,0,REG HTC,PER HSA,COMM SENS,PER COOR HTC,SYS DHIS2,MONTHLY,FACPERFORM,SENS COMM,Test HIV Positive,0,HIV Testing and Counseling Register,3,Facility
3121,DH,2,TEST HIVPOS,0,REG HTC,PER HSA,COMM SENS,PER COOR HTC,TRANSPORT AMBULANCE,MONTHLY,FACPERFORM,SENS COMM,Test HIV Positive,0,HIV Testing and Counseling Register,3,Facility
3121,DH,2,TEST HIVPOS,0,REG HTC,PER HSA,COMM SENS,OFF HIVUNIT,SYS DHIS2,MONTHLY,FACPERFORM,SENS COMM,Test HIV Positive,0,HIV Testing and Counseling Register,3,Facility
3121,DH,2,TEST HIVPOS,0,REG HTC,PER HSA,COMM SENS,OFF HIVUNIT,TRANSPORT AMBULANCE,MONTHLY,FACPERFORM,SENS COMM,Test HIV Positive,0,HIV Testing and Counseling Register,3,Facility
3121,DH,2,TEST HIVPOS,0,REG HTC,OFF AEHO,COMM SENS,PER COOR HTC,SYS DHIS2,MONTHLY,FACPERFORM,SENS COMM,Test HIV Positive,0,HIV Testing and Counseling Register,3,Facility
3121,DH,2,TEST HIVPOS,0,REG HTC,OFF AEHO,COMM SENS,PER COOR HTC,TRANSPORT AMBULANCE,MONTHLY,FACPERFORM,SENS COMM,Test HIV Positive,0,HIV Testing and Counseling Register,3,Facility
3121,DH,2,TEST HIVPOS,0,REG HTC,OFF AEHO,COMM SENS,OFF HIVUNIT,SYS DHIS2,MONTHLY,FACPERFORM,SENS COMM,Test HIV Positive,0,HIV Testing and Counseling Register,3,Facility
3121,DH,2,TEST HIVPOS,0,REG HTC,OFF AEHO,COMM SENS,OFF HIVUNIT,TRANSPORT AMBULANCE,MONTHLY,FACPERFORM,SENS COMM,Test HIV Positive,0,HIV Testing and Counseling Register,3,Facility
3121,DH,2,TEST HIV,0,REG HTC,PER COUNS HTC,SUPER,PER COOR HTC,SYS DHIS2,MONTHLY,FACPERFORM,SENS COMM,Test HIV,0,HIV Testing and Counseling Register,3,Facility
3121,DH,2,TEST HIV,0,REG HTC,PER COUNS HTC,SUPER,PER COOR HTC,TRANSPORT AMBULANCE,MONTHLY,FACPERFORM,SENS COMM,Test HIV,0,HIV Testing and Counseling Register,3,Facility
3121,DH,2,TEST HIV,0,REG HTC,PER COUNS HTC,SUPER,OFF HIVUNIT,SYS DHIS2,MONTHLY,FACPERFORM,SENS COMM,Test HIV,0,HIV Testing and Counseling Register,3,Facility
3121,DH,2,TEST HIV,0,REG HTC,PER COUNS HTC,SUPER,OFF HIVUNIT,TRANSPORT AMBULANCE,MONTHLY,FACPERFORM,SENS COMM,Test HIV,0,HIV Testing and Counseling Register,3,Facility
3121,DH,2,TEST HIV,0,REG HTC,PER HSA,SUPER,PER COOR HTC,SYS DHIS2,MONTHLY,FACPERFORM,SENS COMM,Test HIV,0,HIV Testing and Counseling Register,3,Facility
3121,DH,2,TEST HIV,0,REG HTC,PER HSA,SUPER,PER COOR HTC,TRANSPORT AMBULANCE,MONTHLY,FACPERFORM,SENS COMM,Test HIV,0,HIV Testing and Counseling Register,3,Facility
3121,DH,2,TEST HIV,0,REG HTC,PER HSA,SUPER,OFF HIVUNIT,SYS DHIS2,MONTHLY,FACPERFORM,SENS COMM,Test HIV,0,HIV Testing and Counseling Register,3,Facility
3121,DH,2,TEST HIV,0,REG HTC,PER HSA,SUPER,OFF HIVUNIT,TRANSPORT AMBULANCE,MONTHLY,FACPERFORM,SENS COMM,Test HIV,0,HIV Testing and Counseling Register,3,Facility
3121,DH,2,TEST HIV,0,REG HTC,OFF AEHO,SUPER,PER COOR HTC,SYS DHIS2,MONTHLY,FACPERFORM,SENS COMM,Test HIV,0,HIV Testing and Counseling Register,3,Facility
3121,DH,2,TEST HIV,0,REG HTC,OFF AEHO,SUPER,PER COOR HTC,TRANSPORT AMBULANCE,MONTHLY,FACPERFORM,SENS COMM,Test HIV,0,HIV Testing and Counseling Register,3,Facility
3121,DH,2,TEST HIV,0,REG HTC,OFF AEHO,SUPER,OFF HIVUNIT,SYS DHIS2,MONTHLY,FACPERFORM,SENS COMM,Test HIV,0,HIV Testing and Counseling Register,3,Facility
3121,DH,2,TEST HIV,0,REG HTC,OFF AEHO,SUPER,OFF HIVUNIT,TRANSPORT AMBULANCE,MONTHLY,FACPERFORM,SENS COMM,Test HIV,0,HIV Testing and Counseling Register,3,Facility
3121,DH,2,PREVALENCE,0,REG HTC,PER COUNS HTC,SUPER,PER COOR HTC,SYS DHIS2,MONTHLY,FACPERFORM,SENS COMM,Prevalence Rate HIV,0,HIV Testing and Counseling Register,3,Facility
3121,DH,2,PREVALENCE,0,REG HTC,PER COUNS HTC,SUPER,PER COOR HTC,TRANSPORT AMBULANCE,MONTHLY,FACPERFORM,SENS COMM,Prevalence Rate HIV,0,HIV Testing and Counseling Register,3,Facility
3121,DH,2,PREVALENCE,0,REG HTC,PER COUNS HTC,SUPER,OFF HIVUNIT,SYS DHIS2,MONTHLY,FACPERFORM,SENS COMM,Prevalence Rate HIV,0,HIV Testing and Counseling Register,3,Facility
3121,DH,2,PREVALENCE,0,REG HTC,PER COUNS HTC,SUPER,OFF HIVUNIT,TRANSPORT AMBULANCE,MONTHLY,FACPERFORM,SENS COMM,Prevalence Rate HIV,0,HIV Testing and Counseling Register,3,Facility
3121,DH,2,PREVALENCE,0,REG HTC,PER HSA,SUPER,PER COOR HTC,SYS DHIS2,MONTHLY,FACPERFORM,SENS COMM,Prevalence Rate HIV,0,HIV Testing and Counseling Register,3,Facility
3121,DH,2,PREVALENCE,0,REG HTC,PER HSA,SUPER,PER COOR HTC,TRANSPORT AMBULANCE,MONTHLY,FACPERFORM,SENS COMM,Prevalence Rate HIV,0,HIV Testing and Counseling Register,3,Facility
3121,DH,2,PREVALENCE,0,REG HTC,PER HSA,SUPER,OFF HIVUNIT,SYS DHIS2,MONTHLY,FACPERFORM,SENS COMM,Prevalence Rate HIV,0,HIV Testing and Counseling Register,3,Facility
3121,DH,2,PREVALENCE,0,REG HTC,PER HSA,SUPER,OFF HIVUNIT,TRANSPORT AMBULANCE,MONTHLY,FACPERFORM,SENS COMM,Prevalence Rate HIV,0,HIV Testing and Counseling Register,3,Facility
3121,DH,2,PREVALENCE,0,REG HTC,OFF AEHO,SUPER,PER COOR HTC,SYS DHIS2,MONTHLY,FACPERFORM,SENS COMM,Prevalence Rate HIV,0,HIV Testing and Counseling Register,3,Facility
3121,DH,2,PREVALENCE,0,REG HTC,OFF AEHO,SUPER,PER COOR HTC,TRANSPORT AMBULANCE,MONTHLY,FACPERFORM,SENS COMM,Prevalence Rate HIV,0,HIV Testing and Counseling Register,3,Facility
3121,DH,2,PREVALENCE,0,REG HTC,OFF AEHO,SUPER,OFF HIVUNIT,SYS DHIS2,MONTHLY,FACPERFORM,SENS COMM,Prevalence Rate HIV,0,HIV Testing and Counseling Register,3,Facility
3121,DH,2,PREVALENCE,0,REG HTC,OFF AEHO,SUPER,OFF HIVUNIT,TRANSPORT AMBULANCE,MONTHLY,FACPERFORM,SENS COMM,Prevalence Rate HIV,0,HIV Testing and Counseling Register,3,Facility
3121,DH,2,TEST HIVPOS,0,REG HTC,PER COUNS HTC,SUPER,PER COOR HTC,SYS DHIS2,MONTHLY,FACPERFORM,SENS COMM,Test HIV Positive,0,HIV Testing and Counseling Register,3,Facility
3121,DH,2,TEST HIVPOS,0,REG HTC,PER COUNS HTC,SUPER,PER COOR HTC,TRANSPORT AMBULANCE,MONTHLY,FACPERFORM,SENS COMM,Test HIV Positive,0,HIV Testing and Counseling Register,3,Facility
3121,DH,2,TEST HIVPOS,0,REG HTC,PER COUNS HTC,SUPER,OFF HIVUNIT,SYS DHIS2,MONTHLY,FACPERFORM,SENS COMM,Test HIV Positive,0,HIV Testing and Counseling Register,3,Facility
3121,DH,2,TEST HIVPOS,0,REG HTC,PER COUNS HTC,SUPER,OFF HIVUNIT,TRANSPORT AMBULANCE,MONTHLY,FACPERFORM,SENS COMM,Test HIV Positive,0,HIV Testing and Counseling Register,3,Facility
3121,DH,2,TEST HIVPOS,0,REG HTC,PER HSA,SUPER,PER COOR HTC,SYS DHIS2,MONTHLY,FACPERFORM,SENS COMM,Test HIV Positive,0,HIV Testing and Counseling Register,3,Facility
3121,DH,2,TEST HIVPOS,0,REG HTC,PER HSA,SUPER,PER COOR HTC,TRANSPORT AMBULANCE,MONTHLY,FACPERFORM,SENS COMM,Test HIV Positive,0,HIV Testing and Counseling Register,3,Facility
3121,DH,2,TEST HIVPOS,0,REG HTC,PER HSA,SUPER,OFF HIVUNIT,SYS DHIS2,MONTHLY,FACPERFORM,SENS COMM,Test HIV Positive,0,HIV Testing and Counseling Register,3,Facility
3121,DH,2,TEST HIVPOS,0,REG HTC,PER HSA,SUPER,OFF HIVUNIT,TRANSPORT AMBULANCE,MONTHLY,FACPERFORM,SENS COMM,Test HIV Positive,0,HIV Testing and Counseling Register,3,Facility
3121,DH,2,TEST HIVPOS,0,REG HTC,OFF AEHO,SUPER,PER COOR HTC,SYS DHIS2,MONTHLY,FACPERFORM,SENS COMM,Test HIV Positive,0,HIV Testing and Counseling Register,3,Facility
3121,DH,2,TEST HIVPOS,0,REG HTC,OFF AEHO,SUPER,PER COOR HTC,TRANSPORT AMBULANCE,MONTHLY,FACPERFORM,SENS COMM,Test HIV Positive,0,HIV Testing and Counseling Register,3,Facility
3121,DH,2,TEST HIVPOS,0,REG HTC,OFF AEHO,SUPER,OFF HIVUNIT,SYS DHIS2,MONTHLY,FACPERFORM,SENS COMM,Test HIV Positive,0,HIV Testing and Counseling Register,3,Facility
3121,DH,2,TEST HIVPOS,0,REG HTC,OFF AEHO,SUPER,OFF HIVUNIT,TRANSPORT AMBULANCE,MONTHLY,FACPERFORM,SENS COMM,Test HIV Positive,0,HIV Testing and Counseling Register,3,Facility
3121,DH,2,MI,0,REG BLDTRAN,PER LABTECH,BLOODQUAL,OFF DHO,TRANSPORT AMBULANCE,QUARTERLY,BLOODDONOR,BLOODQUAL,Missing Information,0,Blood Transfusion Register,3,Facility
3121,DH,2,MI,0,REG BLDTRAN,PER LABTECH,BLOODQUAL,OFF DHO,SYS DHIS2,QUARTERLY,BLOODDONOR,BLOODQUAL,Missing Information,0,Blood Transfusion Register,3,Facility
3121,DH,2,MI,0,REG BLDTRAN,PER LABTECH,BLOODQUAL,OFF HIVUNIT,TRANSPORT AMBULANCE,QUARTERLY,BLOODDONOR,BLOODQUAL,Missing Information,0,Blood Transfusion Register,3,Facility
3121,DH,2,MI,0,REG BLDTRAN,PER LABTECH,BLOODQUAL,OFF HIVUNIT,SYS DHIS2,QUARTERLY,BLOODDONOR,BLOODQUAL,Missing Information,0,Blood Transfusion Register,3,Facility
3121,DH,2,MI,0,REG BLDSAF,PER LABTECH,BLOODQUAL,OFF DHO,TRANSPORT AMBULANCE,QUARTERLY,BLOODDONOR,BLOODQUAL,Missing Information,0,Blood Safety Register,3,Facility
3121,DH,2,MI,0,REG BLDSAF,PER LABTECH,BLOODQUAL,OFF DHO,SYS DHIS2,QUARTERLY,BLOODDONOR,BLOODQUAL,Missing Information,0,Blood Safety Register,3,Facility
3121,DH,2,MI,0,REG BLDSAF,PER LABTECH,BLOODQUAL,OFF HIVUNIT,TRANSPORT AMBULANCE,QUARTERLY,BLOODDONOR,BLOODQUAL,Missing Information,0,Blood Safety Register,3,Facility
3121,DH,2,MI,0,REG BLDSAF,PER LABTECH,BLOODQUAL,OFF HIVUNIT,SYS DHIS2,QUARTERLY,BLOODDONOR,BLOODQUAL,Missing Information,0,Blood Safety Register,3,Facility
3121,DH,2,TEST HIVPOS MOTHER,0,REG MATERNITY,PER NURSE,MAT COMPLICATE,RPT MATERNITY,SYS DHIS2,MONTHLY,PREVALENCE PREGNANT,PROGPERFORM,Mothers Tested HIV Positive,0,Maternity Register,3,Facility
3121,DH,2,TEST HIVPOS MOTHER,0,REG MATERNITY,PER NURSE,MAT COMPLICATE,RPT MATERNITY,SYS DHIS2,MONTHLY,PREVALENCE PREGNANT,PROTOADHERE,Mothers Tested HIV Positive,0,Maternity Register,3,Facility
3121,DH,2,TEST HIVPOS PREGNANT,0,REG MATERNITY,PER NURSE,MAT COMPLICATE,RPT MATERNITY,SYS DHIS2,MONTHLY,PREVALENCE PREGNANT,PROGPERFORM,Number of pregnant women tested HIV positive,0,Maternity Register,3,Facility
3121,DH,2,TEST HIVPOS PREGNANT,0,REG MATERNITY,PER NURSE,MAT COMPLICATE,RPT MATERNITY,SYS DHIS2,MONTHLY,PREVALENCE PREGNANT,PROTOADHERE,Number of pregnant women tested HIV positive,0,Maternity Register,3,Facility
3121,DH,2,MI,0,REG MATERNITY,PER NURSE COMMUNITY,DELIVERY,GENRPT,SYS DHIS2,MONTHLY,PMTCT,PROGPERFORM,Missing Information,0,Maternity Register,3,Facility
3121,DH,2,MI,0,REG MATERNITY,PER NURSE COMMUNITY,DELIVERY,OFF DHO,SYS DHIS2,MONTHLY,PMTCT,PROGPERFORM,Missing Information,0,Maternity Register,3,Facility
3121,DH,3,MI,0,REG LINKAGE,PER CHW,FOLLOWUP,OFF DHO,COLLECT,MONTHLY,FOLLOWUP,PROGPERFORM,Missing Information,0,Linkage Register,3,Facility
3121,DH,3,MI,0,REG LINKAGE,PER CHW,FOLLOWUP,OFF DHO,TRANSPORT AMBULANCE,MONTHLY,FOLLOWUP,PROGPERFORM,Missing Information,0,Linkage Register,3,Facility
3121,DH,3,MI,0,REG LINKAGE,PER CHW,FOLLOWUP,PARTNER BAYLOR,COLLECT,MONTHLY,FOLLOWUP,PROGPERFORM,Missing Information,0,Linkage Register,3,Facility
3121,DH,3,MI,0,REG LINKAGE,PER CHW,FOLLOWUP,PARTNER BAYLOR,TRANSPORT AMBULANCE,MONTHLY,FOLLOWUP,PROGPERFORM,Missing Information,0,Linkage Register,3,Facility
3121,DH,3,DEFAULT,0,CARD ARTMAS,PER CLIN,MI,GENRPT,SYS DHIS2,QUARTERLY,DEFAULT,POLICY,Defaulters,0,ART Master Card,3,Facility
3121,DH,3,DEFAULT,0,CARD ARTMAS,PER CLIN,MI,GENRPT,TRANSPORT AMBULANCE,QUARTERLY,DEFAULT,POLICY,Defaulters,0,ART Master Card,3,Facility
3121,DH,3,DEFAULT,0,CARD ARTMAS,PER CLIN,MI,OFF DHO,SYS DHIS2,QUARTERLY,DEFAULT,POLICY,Defaulters,0,ART Master Card,3,Facility
3121,DH,3,DEFAULT,0,CARD ARTMAS,PER CLIN,MI,OFF DHO,TRANSPORT AMBULANCE,QUARTERLY,DEFAULT,POLICY,Defaulters,0,ART Master Card,3,Facility
3121,DH,3,DEFAULT,0,CARD ARTMAS,PER CLIN,MI,OFF HIVUNIT,SYS DHIS2,QUARTERLY,DEFAULT,POLICY,Defaulters,0,ART Master Card,3,Facility
3121,DH,3,DEFAULT,0,CARD ARTMAS,PER CLIN,MI,OFF HIVUNIT,TRANSPORT AMBULANCE,QUARTERLY,DEFAULT,POLICY,Defaulters,0,ART Master Card,3,Facility
3121,DH,3,DEFAULT,0,CARD ARTMAS,PER NURSE,MI,GENRPT,SYS DHIS2,QUARTERLY,DEFAULT,POLICY,Defaulters,0,ART Master Card,3,Facility
3121,DH,3,DEFAULT,0,CARD ARTMAS,PER NURSE,MI,GENRPT,TRANSPORT AMBULANCE,QUARTERLY,DEFAULT,POLICY,Defaulters,0,ART Master Card,3,Facility
3121,DH,3,DEFAULT,0,CARD ARTMAS,PER NURSE,MI,OFF DHO,SYS DHIS2,QUARTERLY,DEFAULT,POLICY,Defaulters,0,ART Master Card,3,Facility
3121,DH,3,DEFAULT,0,CARD ARTMAS,PER NURSE,MI,OFF DHO,TRANSPORT AMBULANCE,QUARTERLY,DEFAULT,POLICY,Defaulters,0,ART Master Card,3,Facility
3121,DH,3,DEFAULT,0,CARD ARTMAS,PER NURSE,MI,OFF HIVUNIT,SYS DHIS2,QUARTERLY,DEFAULT,POLICY,Defaulters,0,ART Master Card,3,Facility
3121,DH,3,DEFAULT,0,CARD ARTMAS,PER NURSE,MI,OFF HIVUNIT,TRANSPORT AMBULANCE,QUARTERLY,DEFAULT,POLICY,Defaulters,0,ART Master Card,3,Facility
3121,DH,3,DEFAULT,0,CARD ARTMAS,PER CLERK,MI,GENRPT,SYS DHIS2,QUARTERLY,DEFAULT,POLICY,Defaulters,0,ART Master Card,3,Facility
3121,DH,3,DEFAULT,0,CARD ARTMAS,PER CLERK,MI,GENRPT,TRANSPORT AMBULANCE,QUARTERLY,DEFAULT,POLICY,Defaulters,0,ART Master Card,3,Facility
3121,DH,3,DEFAULT,0,CARD ARTMAS,PER CLERK,MI,OFF DHO,SYS DHIS2,QUARTERLY,DEFAULT,POLICY,Defaulters,0,ART Master Card,3,Facility
3121,DH,3,DEFAULT,0,CARD ARTMAS,PER CLERK,MI,OFF DHO,TRANSPORT AMBULANCE,QUARTERLY,DEFAULT,POLICY,Defaulters,0,ART Master Card,3,Facility
3121,DH,3,DEFAULT,0,CARD ARTMAS,PER CLERK,MI,OFF HIVUNIT,SYS DHIS2,QUARTERLY,DEFAULT,POLICY,Defaulters,0,ART Master Card,3,Facility
3121,DH,3,DEFAULT,0,CARD ARTMAS,PER CLERK,MI,OFF HIVUNIT,TRANSPORT AMBULANCE,QUARTERLY,DEFAULT,POLICY,Defaulters,0,ART Master Card,3,Facility
3121,DH,3,DEFAULT,0,CARD ARTMAS,PER HSA,MI,GENRPT,SYS DHIS2,QUARTERLY,DEFAULT,POLICY,Defaulters,0,ART Master Card,3,Facility
3121,DH,3,DEFAULT,0,CARD ARTMAS,PER HSA,MI,GENRPT,TRANSPORT AMBULANCE,QUARTERLY,DEFAULT,POLICY,Defaulters,0,ART Master Card,3,Facility
3121,DH,3,DEFAULT,0,CARD ARTMAS,PER HSA,MI,OFF DHO,SYS DHIS2,QUARTERLY,DEFAULT,POLICY,Defaulters,0,ART Master Card,3,Facility
3121,DH,3,DEFAULT,0,CARD ARTMAS,PER HSA,MI,OFF DHO,TRANSPORT AMBULANCE,QUARTERLY,DEFAULT,POLICY,Defaulters,0,ART Master Card,3,Facility
3121,DH,3,DEFAULT,0,CARD ARTMAS,PER HSA,MI,OFF HIVUNIT,SYS DHIS2,QUARTERLY,DEFAULT,POLICY,Defaulters,0,ART Master Card,3,Facility
3121,DH,3,DEFAULT,0,CARD ARTMAS,PER HSA,MI,OFF HIVUNIT,TRANSPORT AMBULANCE,QUARTERLY,DEFAULT,POLICY,Defaulters,0,ART Master Card,3,Facility
3121,DH,3,DEFAULT,0,REG HCC,PER CLIN,MI,OFF DHO,SYS DHIS2,QUARTERLY,PROGPERFORM,POLICY,Defaulters,0,Health Center Committee Register,3,Facility
3121,DH,3,DEFAULT,0,REG HCC,PER CLIN,MI,OFF DHO,TRANSPORT AMBULANCE,QUARTERLY,PROGPERFORM,POLICY,Defaulters,0,Health Center Committee Register,3,Facility
3121,DH,3,DEFAULT,0,REG HCC,PER CLIN,MI,OFF DHO,SYS DHIS2,QUARTERLY,PROGPERFORM,DECISION,Defaulters,0,Health Center Committee Register,3,Facility
3121,DH,3,DEFAULT,0,REG HCC,PER CLIN,MI,OFF DHO,TRANSPORT AMBULANCE,QUARTERLY,PROGPERFORM,DECISION,Defaulters,0,Health Center Committee Register,3,Facility
3121,DH,3,DEFAULT,0,REG HCC,PER CLIN,MI,OFF HIVUNIT,SYS DHIS2,QUARTERLY,PROGPERFORM,POLICY,Defaulters,0,Health Center Committee Register,3,Facility
3121,DH,3,DEFAULT,0,REG HCC,PER CLIN,MI,OFF HIVUNIT,TRANSPORT AMBULANCE,QUARTERLY,PROGPERFORM,POLICY,Defaulters,0,Health Center Committee Register,3,Facility
3121,DH,3,DEFAULT,0,REG HCC,PER CLIN,MI,OFF HIVUNIT,SYS DHIS2,QUARTERLY,PROGPERFORM,DECISION,Defaulters,0,Health Center Committee Register,3,Facility
3121,DH,3,DEFAULT,0,REG HCC,PER CLIN,MI,OFF HIVUNIT,TRANSPORT AMBULANCE,QUARTERLY,PROGPERFORM,DECISION,Defaulters,0,Health Center Committee Register,3,Facility
3121,DH,3,DEFAULT,0,REG HCC,PER NURSE ART,MI,OFF DHO,SYS DHIS2,QUARTERLY,PROGPERFORM,POLICY,Defaulters,0,Health Center Committee Register,3,Facility
3121,DH,3,DEFAULT,0,REG HCC,PER NURSE ART,MI,OFF DHO,TRANSPORT AMBULANCE,QUARTERLY,PROGPERFORM,POLICY,Defaulters,0,Health Center Committee Register,3,Facility
3121,DH,3,DEFAULT,0,REG HCC,PER NURSE ART,MI,OFF DHO,SYS DHIS2,QUARTERLY,PROGPERFORM,DECISION,Defaulters,0,Health Center Committee Register,3,Facility
3121,DH,3,DEFAULT,0,REG HCC,PER NURSE ART,MI,OFF DHO,TRANSPORT AMBULANCE,QUARTERLY,PROGPERFORM,DECISION,Defaulters,0,Health Center Committee Register,3,Facility
3121,DH,3,DEFAULT,0,REG HCC,PER NURSE ART,MI,OFF HIVUNIT,SYS DHIS2,QUARTERLY,PROGPERFORM,POLICY,Defaulters,0,Health Center Committee Register,3,Facility
3121,DH,3,DEFAULT,0,REG HCC,PER NURSE ART,MI,OFF HIVUNIT,TRANSPORT AMBULANCE,QUARTERLY,PROGPERFORM,POLICY,Defaulters,0,Health Center Committee Register,3,Facility
3121,DH,3,DEFAULT,0,REG HCC,PER NURSE ART,MI,OFF HIVUNIT,SYS DHIS2,QUARTERLY,PROGPERFORM,DECISION,Defaulters,0,Health Center Committee Register,3,Facility
3121,DH,3,DEFAULT,0,REG HCC,PER NURSE ART,MI,OFF HIVUNIT,TRANSPORT AMBULANCE,QUARTERLY,PROGPERFORM,DECISION,Defaulters,0,Health Center Committee Register,3,Facility
3121,DH,3,INIT,0,REG HCC,PER CLIN,MI,OFF DHO,SYS DHIS2,QUARTERLY,PROGPERFORM,POLICY,Initiated On Treatment,0,Health Center Committee Register,3,Facility
3121,DH,3,INIT,0,REG HCC,PER CLIN,MI,OFF DHO,TRANSPORT AMBULANCE,QUARTERLY,PROGPERFORM,POLICY,Initiated On Treatment,0,Health Center Committee Register,3,Facility
3121,DH,3,INIT,0,REG HCC,PER CLIN,MI,OFF DHO,SYS DHIS2,QUARTERLY,PROGPERFORM,DECISION,Initiated On Treatment,0,Health Center Committee Register,3,Facility
3121,DH,3,INIT,0,REG HCC,PER CLIN,MI,OFF DHO,TRANSPORT AMBULANCE,QUARTERLY,PROGPERFORM,DECISION,Initiated On Treatment,0,Health Center Committee Register,3,Facility
3121,DH,3,INIT,0,REG HCC,PER CLIN,MI,OFF HIVUNIT,SYS DHIS2,QUARTERLY,PROGPERFORM,POLICY,Initiated On Treatment,0,Health Center Committee Register,3,Facility
3121,DH,3,INIT,0,REG HCC,PER CLIN,MI,OFF HIVUNIT,TRANSPORT AMBULANCE,QUARTERLY,PROGPERFORM,POLICY,Initiated On Treatment,0,Health Center Committee Register,3,Facility
3121,DH,3,INIT,0,REG HCC,PER CLIN,MI,OFF HIVUNIT,SYS DHIS2,QUARTERLY,PROGPERFORM,DECISION,Initiated On Treatment,0,Health Center Committee Register,3,Facility
3121,DH,3,INIT,0,REG HCC,PER CLIN,MI,OFF HIVUNIT,TRANSPORT AMBULANCE,QUARTERLY,PROGPERFORM,DECISION,Initiated On Treatment,0,Health Center Committee Register,3,Facility
