Period,Region Name,District Name,Working Station,HRH Cadre,Position Title,Salary Grade,Establishment,Filled Positions,Variance
MoH - 2015,Central West Region,Lilongwe District,Kang'oma Rural Health Centre,Allied Health Professionals,Senior Clinical Officer,HH,1,1,0
MoH - 2015,South East Region,Mangochi District,Phirilongwe Rural Health Centre,Attendants,Senior Head Hospital Attendant,HN,2,1,1
MoH - 2015,Northern Region,Chitipa District,Chitipa District Hospital,Administration,Senior Maintenance Supervisor,J,1,0,1
MoH - 2015,Central West Region,Lilongwe District,Kang'oma Rural Health Centre,Allied Health Professionals,Senior Clinical Technician,HJ,1,1,0
MoH - 2015,Northern Region,Karonga District,Kaporo Community Hospital,Allied Health Technical Services,Laboratory Technician,HK,1,1,0
MoH - 2015,Central West Region,Lilongwe District,Kang'oma Rural Health Centre,Attendants,Senior Head Hospital Attendant,HN,2,2,0
MoH - 2015,Northern Region,Nkhata Bay District,Mpamba Rural Health Centre,Attendants,Head Hospital Attendant,HO,1,1,0
MoH - 2015,South East Region,Mangochi District,Phirilongwe Rural Health Centre,Nursing Services,Senior Home Craft Worker,L,1,1,0
MoH - 2015,Central West Region,Lilongwe District,Kang'oma Rural Health Centre,Nursing Services,Senior Home Craft Worker,L,1,0,1
MoH - 2015,Northern Region,Nkhata Bay District,Mpamba Rural Health Centre,Attendants,Hospital Attendant,HP,3,3,0
MoH - 2015,Northern Region,Karonga District,Kaporo Community Hospital,Administration,Laundry Assistant,M,1,1,0
MoH - 2015,Central West Region,Lilongwe District,Kang'oma Rural Health Centre,Nursing Services,Senior Nurse Technician,HJ,2,2,0
MoH - 2015,Northern Region,Nkhata Bay District,Mpamba Rural Health Centre,Administration,Security Guard,P,3,3,0
MoH - 2015,Northern Region,Chitipa District,Chitipa District Hospital,Nursing Services,Senior Nurse Technician,HJ,29,0,29
MoH - 2015,Northern Region,Karonga District,Kaporo Community Hospital,Administration,Laundry Attendant,O,3,0,3
MoH - 2015,South East Region,Phalombe District,Phalombe District Hospital,Preventive Health Services,Assistant Environmental Health Officer,HK,3,1,2
MoH - 2015,Central West Region,Lilongwe District,Kang'oma Rural Health Centre,Administration,Senior Ward Clerk,L,1,1,0
MoH - 2015,Northern Region,Nkhata Bay District,Mpamba Rural Health Centre,Administration,Ground Labourer,R,4,4,0
MoH - 2015,Central West Region,Lilongwe District,Kang'oma Rural Health Centre,Planning & Policy Development,Statistical Clerk,M,1,2,-1
MoH - 2015,Northern Region,Karonga District,Kaporo Community Hospital,Allied Health Professionals,Medical Assistant,HL,2,3,-1
MoH - 2015,South East Region,Mangochi District,Phirilongwe Rural Health Centre,Nursing Services,Senior Nurse Technician,HJ,2,2,0
MoH - 2015,Northern Region,Karonga District,Kaporo Community Hospital,Allied Health Professionals,Medical Technician (for Med Ass),HK,2,2,0
MoH - 2015,Northern Region,Nkhata Bay District,Mzenga Rural Health Centre,Allied Health Professionals,Senior Clinical Officer,HH,1,1,0
MoH - 2015,South East Region,Phalombe District,Phalombe District Hospital,Administration,Ground Labourer,R,12,1,11
MoH - 2015,Central West Region,Lilongwe District,Headquarters,Allied Health Professionals,Principal Clinical Officer,HG,1,2,-1
MoH - 2015,South East Region,Zomba District,Zomba Mental Hospital,Allied Health Technical Services,Principal Rehabilitation Officer (Medical Psychology),HG,1,0,1
MoH - 2015,South West Region,Neno District,Magareta Rural Health Centre,Allied Health Technical Services,Dental Technician,HK,1,1,0
MoH - 2015,Northern Region,Karonga District,Kaporo Community Hospital,Administration,Messenger,P,1,1,0
MoH - 2015,South East Region,Mangochi District,Phirilongwe Rural Health Centre,Administration,Senior Ward Clerk,L,1,1,0
MoH - 2015,Central West Region,Lilongwe District,Kang'oma Rural Health Centre,Administration,Motor Vehicle Driver,N,1,1,0
MoH - 2015,Northern Region,Nkhata Bay District,Mzenga Rural Health Centre,Allied Health Professionals,Senior Clinical Technician,HJ,1,1,0
MoH - 2015,South East Region,Phalombe District,Phalombe District Hospital,Allied Health Technical Services,Dental Technician,HK,3,0,3
MoH - 2015,Northern Region,Karonga District,Kaporo Community Hospital,Administration,Mortuary Attendant,O,2,2,0
MoH - 2015,Northern Region,Nkhata Bay District,Mzenga Rural Health Centre,Nursing Services,Senior Nurse Technician,HJ,2,2,0
MoH - 2015,South East Region,Mangochi District,Phirilongwe Rural Health Centre,Planning & Policy Development,Statistical Clerk,M,1,1,0
MoH - 2015,Northern Region,Karonga District,Kaporo Community Hospital,Nursing Services,Nurse Technician,HK,25,25,0
MoH - 2015,Northern Region,Nkhata Bay District,Mzenga Rural Health Centre,Preventive Health Services,Assistant Environmental Health Officer,HK,1,1,0
MoH - 2015,Northern Region,Nkhata Bay District,Mzenga Rural Health Centre,Allied Health Technical Services,Dental Technician,HK,1,1,0
MoH - 2015,Northern Region,Karonga District,Kaporo Community Hospital,Administration,PBX Operator,O,2,2,0
MoH - 2015,Northern Region,Nkhata Bay District,Mzenga Rural Health Centre,Allied Health Technical Services,Laboratory Technician,HK,1,1,0
MoH - 2015,Northern Region,Karonga District,Kaporo Community Hospital,Pharmacy,Pharmacy Technician,HK,1,0,1
MoH - 2015,Northern Region,Nkhata Bay District,Mzenga Rural Health Centre,Allied Health Professionals,Medical Technician (for Med Ass),HK,1,1,0
MoH - 2015,Northern Region,Nkhata Bay District,Mzenga Rural Health Centre,Nursing Services,Nurse Technician,HK,14,14,0
MoH - 2015,Northern Region,Karonga District,Kaporo Community Hospital,Pharmacy,Pharmacy Assistant,HM,2,2,0
MoH - 2015,Northern Region,Nkhata Bay District,Mzenga Rural Health Centre,Pharmacy,Pharmacy Technician,HK,1,1,0
MoH - 2015,Northern Region,Karonga District,Kaporo Community Hospital,Allied Health Technical Services,Radiography Technician,HK,1,1,0
MoH - 2015,Northern Region,Nkhata Bay District,Mzenga Rural Health Centre,Allied Health Technical Services,Laboratory Assistant,HL,1,1,0
MoH - 2015,South West Region,Neno District,Magareta Rural Health Centre,Allied Health Technical Services,Laboratory Technician,HK,1,1,0
MoH - 2015,Northern Region,Karonga District,Kaporo Community Hospital,Administration,Security Guard,P,8,13,-5
MoH - 2015,South East Region,Mangochi District,Jalasi Rural Health Centre,Planning & Policy Development,Statistical Clerk,M,1,1,0
MoH - 2015,Northern Region,Karonga District,Kaporo Community Hospital,Accounting,Senior Accounts Assistant,L,1,0,1
MoH - 2015,Northern Region,Nkhata Bay District,Mzenga Rural Health Centre,Allied Health Professionals,Medical Assistant,HL,1,1,0
MoH - 2015,South East Region,Mangochi District,Jalasi Rural Health Centre,Administration,Senior Ward Clerk,L,1,1,0
MoH - 2015,Northern Region,Nkhata Bay District,Mzenga Rural Health Centre,Nursing Services,Senior Home Craft Worker,L,1,1,0
MoH - 2015,Northern Region,Karonga District,Kaporo Community Hospital,Administration,Senior Catering Assistant,L,1,1,0
MoH - 2015,South East Region,Mangochi District,Jalasi Rural Health Centre,Nursing Services,Senior Nurse Technician,HJ,2,2,0
MoH - 2015,Northern Region,Nkhata Bay District,Mzenga Rural Health Centre,Administration,Senior Ward Clerk,L,1,1,0
MoH - 2015,Northern Region,Karonga District,Kaporo Community Hospital,Human Resources,Senior Clerical Officer,L,1,1,0
MoH - 2015,Northern Region,Chitipa District,Chitipa District Hospital,Pharmacy,Senior Pharmacy Technician,HJ,2,0,2
MoH - 2015,South East Region,Mangochi District,Jalasi Rural Health Centre,Nursing Services,Senior Home Craft Worker,L,1,1,0
MoH - 2015,Northern Region,Nkhata Bay District,Mzenga Rural Health Centre,Nursing Services,Home Craft Worker,M,3,3,0
MoH - 2015,Northern Region,Karonga District,Kaporo Community Hospital,Allied Health Professionals,Senior Clinical Officer,HH,1,1,0
MoH - 2015,South East Region,Phalombe District,Phalombe District Hospital,Accounting,Accountant,I,1,1,0
MoH - 2015,South East Region,Mangochi District,Jalasi Rural Health Centre,Attendants,Senior Head Hospital Attendant,HN,2,1,1
MoH - 2015,Northern Region,Karonga District,Kaporo Community Hospital,Allied Health Professionals,Senior Clinical Technician,HJ,1,0,1
MoH - 2015,Northern Region,Nkhata Bay District,Mzenga Rural Health Centre,Pharmacy,Pharmacy Assistant,HM,1,1,0
MoH - 2015,South East Region,Phalombe District,Phalombe District Hospital,Accounting,Accounts Assistant,M,3,2,1
MoH - 2015,South East Region,Mangochi District,Jalasi Rural Health Centre,Allied Health Professionals,Senior Clinical Technician,HJ,1,1,0
MoH - 2015,Central West Region,Lilongwe District,Diamphwe Rural Health Centre,Preventive Health Services,Assistant Environmental Health Officer,HK,1,1,0
MoH - 2015,Northern Region,Chitipa District,Chitipa District Hospital,Allied Health Technical Services,Senior Radiography Technician,HJ,1,0,1
MoH - 2015,Northern Region,Nkhata Bay District,Mzenga Rural Health Centre,Planning & Policy Development,Statistical Clerk,M,1,1,0
MoH - 2015,Northern Region,Karonga District,Kaporo Community Hospital,Allied Health Professionals,Senior Dental Technician,HJ,1,1,0
MoH - 2015,Central West Region,Lilongwe District,Diamphwe Rural Health Centre,Allied Health Technical Services,Dental Technician,HK,1,1,0
MoH - 2015,Central West Region,Lilongwe District,Diamphwe Rural Health Centre,Administration,Ground Labourer,R,4,4,0
MoH - 2015,South East Region,Mangochi District,Jalasi Rural Health Centre,Allied Health Professionals,Senior Clinical Officer,HH,1,1,0
MoH - 2015,Central West Region,Lilongwe District,Diamphwe Rural Health Centre,Attendants,Head Hospital Attendant,HO,1,2,-1
MoH - 2015,Northern Region,Karonga District,Kaporo Community Hospital,Attendants,Senior Head Hospital Attendant,HN,5,6,-1
MoH - 2015,South East Region,Phalombe District,Phalombe District Hospital,Accounting,Assistant Accountant,K,2,0,2
MoH - 2015,Central West Region,Lilongwe District,Diamphwe Rural Health Centre,Nursing Services,Home Craft Worker,M,3,0,3
MoH - 2015,Central West Region,Lilongwe District,Diamphwe Rural Health Centre,Attendants,Hospital Attendant,HP,3,4,-1
MoH - 2015,South West Region,Neno District,Magareta Rural Health Centre,Allied Health Technical Services,Laboratory Assistant,HL,1,1,0
MoH - 2015,South East Region,Mangochi District,Jalasi Rural Health Centre,Administration,Security Guard,P,3,1,2
MoH - 2015,Northern Region,Karonga District,Kaporo Community Hospital,Nursing Services,Senior Home Craft Worker,L,1,1,0
MoH - 2015,Central West Region,Lilongwe District,Diamphwe Rural Health Centre,Allied Health Technical Services,Laboratory Assistant,HL,1,0,1
MoH - 2015,South East Region,Phalombe District,Phalombe District Hospital,Nursing Services,Assistant Community Health Officer,HK,4,1,3
MoH - 2015,Central West Region,Lilongwe District,Diamphwe Rural Health Centre,Allied Health Technical Services,Laboratory Technician,HK,1,1,0
MoH - 2015,Central West Region,Lilongwe District,Diamphwe Rural Health Centre,Allied Health Professionals,Medical Assistant,HL,1,1,0
MoH - 2015,South East Region,Mangochi District,Jalasi Rural Health Centre,Pharmacy,Pharmacist Technician,HK,1,0,1
MoH - 2015,Central West Region,Lilongwe District,Diamphwe Rural Health Centre,Allied Health Professionals,Medical Technician (for Med Ass),HK,1,1,0
MoH - 2015,Northern Region,Karonga District,Kaporo Community Hospital,Allied Health Technical Services,Senior Laboratory Technician,HJ,1,1,0
MoH - 2015,Northern Region,Mzimba District,Mpherembe Rural Health Centre,Administration,Motor Vehicle Driver,N,1,1,0
MoH - 2015,Northern Region,Chitipa District,Chitipa District Hospital,Administration,Senior Stores Supervisor,J,1,0,1
MoH - 2015,Central West Region,Lilongwe District,Diamphwe Rural Health Centre,Administration,Motor Vehicle Driver,N,1,1,0
MoH - 2015,Northern Region,Mzimba District,Mpherembe Rural Health Centre,Administration,Ground Labourer,R,4,4,0
MoH - 2015,Central West Region,Lilongwe District,Diamphwe Rural Health Centre,Nursing Services,Nurse Technician,HK,14,17,-3
MoH - 2015,Northern Region,Mzimba District,Mbalachanda Rural Health Centre,Administration,Motor Vehicle Driver,N,1,1,0
MoH - 2015,Northern Region,Nkhata Bay District,Mzenga Rural Health Centre,Administration,Motor Vehicle Driver,N,1,1,0
MoH - 2015,Central West Region,Lilongwe District,Diamphwe Rural Health Centre,Pharmacy,Pharmacy Assistant,HM,1,0,1
MoH - 2015,Northern Region,Karonga District,Kaporo Community Hospital,Nursing Services,Senior Nurse Technician,HJ,2,2,0
MoH - 2015,Northern Region,Mzimba District,Mbalachanda Rural Health Centre,Administration,Ground Labourer,R,4,4,0
MoH - 2015,South East Region,Mangochi District,Jalasi Rural Health Centre,Pharmacy,Pharmacy Technician,HK,1,1,0
MoH - 2015,Northern Region,Mzimba District,Malidade Rural Health Centre,Administration,Motor Vehicle Driver,N,1,1,0
MoH - 2015,Northern Region,Chitipa District,Chitipa District Hospital,Accounting,Assistant Accountant,K,2,0,2
MoH - 2015,Central West Region,Lilongwe District,Diamphwe Rural Health Centre,Pharmacy,Pharmacy Technician,HK,1,1,0
MoH - 2015,Northern Region,Nkhata Bay District,Mzenga Rural Health Centre,Attendants,Senior Head Hospital Attendant,HN,2,2,0
MoH - 2015,Northern Region,Mzimba District,Malidade Rural Health Centre,Administration,Ground Labourer,R,4,4,0
MoH - 2015,Northern Region,Mzimba District,Madede Rural Health Centre,Administration,Motor Vehicle Driver,N,1,1,0
MoH - 2015,Northern Region,Karonga District,Kaporo Community Hospital,Pharmacy,Senior Pharmacy Technician,HJ,1,1,0
MoH - 2015,Northern Region,Mzimba District,Madede Rural Health Centre,Administration,Ground Labourer,R,4,4,0
MoH - 2015,Central West Region,Lilongwe District,Diamphwe Rural Health Centre,Administration,Security Guard,P,3,4,-1
MoH - 2015,South East Region,Mangochi District,Jalasi Rural Health Centre,Pharmacy,Pharmacy Assistant,HM,1,1,0
MoH - 2015,Northern Region,Nkhata Bay District,Mzenga Rural Health Centre,Attendants,Head Hospital Attendant,HO,1,1,0
MoH - 2015,Central West Region,Lilongwe District,Diamphwe Rural Health Centre,Allied Health Professionals,Senior Clinical Officer,HH,1,1,0
MoH - 2015,Northern Region,Chitipa District,Chitipa District Hospital,Nursing Services,Assistant Community Health Officer,HK,4,2,2
MoH - 2015,Northern Region,Nkhata Bay District,Mzenga Rural Health Centre,Attendants,Hospital Attendant,HP,3,3,0
MoH - 2015,Central West Region,Lilongwe District,Diamphwe Rural Health Centre,Allied Health Professionals,Senior Clinical Technician,HJ,1,1,0
MoH - 2015,Central West Region,Lilongwe District,Diamphwe Rural Health Centre,Attendants,Senior Head Hospital Attendant,HN,2,2,0
MoH - 2015,Northern Region,Nkhata Bay District,Mzenga Rural Health Centre,Administration,Security Guard,P,3,3,0
MoH - 2015,Central West Region,Lilongwe District,Diamphwe Rural Health Centre,Nursing Services,Senior Home Craft Worker,L,1,0,1
MoH - 2015,Northern Region,Karonga District,Kaporo Community Hospital,Allied Health Technical Services,Senior Radiography Technician,HJ,1,1,0
MoH - 2015,Northern Region,Nkhata Bay District,Mzenga Rural Health Centre,Administration,Ground Labourer,R,4,4,0
MoH - 2015,,,Kamtete Rural Health Centre,Administration,Motor Vehicle Driver,N,1,1,0
MoH - 2015,Central West Region,Lilongwe District,Diamphwe Rural Health Centre,Nursing Services,Senior Nurse Technician,HJ,2,2,0
MoH - 2015,,,Kamtete Rural Health Centre,Administration,Ground Labourer,R,4,4,0
MoH - 2015,Northern Region,Chitipa District,Chitipa District Hospital,Preventive Health Services,Assistant Environmental Health Officer,HK,3,2,1
MoH - 2015,Northern Region,Karonga District,Kaporo Community Hospital,Administration,Senior Stores Clerk,L,1,1,0
MoH - 2015,Central West Region,Lilongwe District,Diamphwe Rural Health Centre,Administration,Senior Ward Clerk,L,1,1,0
MoH - 2015,Northern Region,Mzimba District,Kabwafu Rural Health Centre,Administration,Motor Vehicle Driver,N,1,1,0
MoH - 2015,Central West Region,Lilongwe District,Diamphwe Rural Health Centre,Planning & Policy Development,Statistical Clerk,M,1,2,-1
MoH - 2015,Northern Region,Mzimba District,Kabwafu Rural Health Centre,Administration,Ground Labourer,R,4,4,0
MoH - 2015,Northern Region,Nkhata Bay District,Phirisingo Rural Health Centre,Allied Health Professionals,Senior Clinical Officer,HH,1,1,0
MoH - 2015,South East Region,Mangochi District,Jalasi Rural Health Centre,Administration,Motor Vehicle Driver,N,1,1,0
MoH - 2015,Northern Region,Nkhata Bay District,Phirisingo Rural Health Centre,Allied Health Professionals,Senior Clinical Technician,HJ,1,1,0
MoH - 2015,Northern Region,Mzimba District,Kafukule Rural Health Centre,Administration,Ground Labourer,R,4,4,0
MoH - 2015,Northern Region,Mzimba District,Kafukule Rural Health Centre,Administration,Motor Vehicle Driver,N,1,1,0
MoH - 2015,South East Region,Zomba District,Zomba Mental Hospital,Allied Health Technical Services,Principal Rehabilitation Officer,HG,1,0,1
MoH - 2015,Northern Region,Chitipa District,Chitipa District Hospital,Human Resources,Assistant Human Resource Management Officer,K,1,1,0
MoH - 2015,Northern Region,Mzimba District,Kabuwa Rural Health Centre,Administration,Motor Vehicle Driver,N,1,1,0
MoH - 2015,Northern Region,Mzimba District,Kabuwa Rural Health Centre,Administration,Ground Labourer,R,4,4,0
MoH - 2015,Northern Region,Nkhata Bay District,Phirisingo Rural Health Centre,Nursing Services,Senior Nurse Technician,HJ,2,2,0
MoH - 2015,Northern Region,Mzimba District,Jenda Rural Health Centre,Administration,Motor Vehicle Driver,N,1,1,0
MoH - 2015,South West Region,Blantyre District,Chimembe Rural Health Centre,Preventive Health Services,Assistant Environmental Health Officer,HK,1,1,0
MoH - 2015,Northern Region,Nkhata Bay District,Phirisingo Rural Health Centre,Preventive Health Services,Assistant Environmental Health Officer,HK,1,1,0
MoH - 2015,Northern Region,Mzimba District,Jenda Rural Health Centre,Administration,Ground Labourer,R,4,4,0
MoH - 2015,South West Region,Blantyre District,Chimembe Rural Health Centre,Allied Health Technical Services,Dental Technician,HK,1,1,0
MoH - 2015,Northern Region,Nkhata Bay District,Phirisingo Rural Health Centre,Allied Health Technical Services,Dental Technician,HK,1,1,0
MoH - 2015,Northern Region,Mzimba District,Hoho Rural Health Centre,Administration,Ground Labourer,R,4,4,0
MoH - 2015,South West Region,Neno District,Magareta Rural Health Centre,Attendants,Senior Head Hospital Attendant,HN,2,2,0
MoH - 2015,South East Region,Phalombe District,Phalombe District Hospital,Human Resources,Assistant Human Resource Management Officer,K,1,1,0
MoH - 2015,Northern Region,Nkhata Bay District,Phirisingo Rural Health Centre,Allied Health Technical Services,Laboratory Technician,HK,1,1,0
MoH - 2015,Northern Region,Karonga District,Kaporo Community Hospital,Administration,Ground Labourer,R,4,5,-1
MoH - 2015,Northern Region,Mzimba District,Hoho Rural Health Centre,Administration,Motor Vehicle Driver,N,1,2,-1
MoH - 2015,Northern Region,Nkhata Bay District,Phirisingo Rural Health Centre,Allied Health Professionals,Medical Technician (for Med Ass),HK,1,1,0
MoH - 2015,South West Region,Blantyre District,Chimembe Rural Health Centre,Attendants,Head Hospital Attendant,HO,1,1,0
MoH - 2015,Northern Region,Nkhata Bay District,Phirisingo Rural Health Centre,Nursing Services,Nurse Technician,HK,14,14,0
MoH - 2015,South East Region,Phalombe District,Phalombe District Hospital,Administration,Assistant Procurement Officer,K,1,0,1
MoH - 2015,South West Region,Blantyre District,Chimembe Rural Health Centre,Nursing Services,Home Craft Worker,M,3,3,0
MoH - 2015,Central West Region,Lilongwe District,Chitedze Rural Health Centre,Preventive Health Services,Assistant Environmental Health Officer,HK,1,0,1
MoH - 2015,Northern Region,Chitipa District,Chitipa District Hospital,Administration,Assistant Procurement Officer,K,1,0,1
MoH - 2015,Central West Region,Lilongwe District,Chitedze Rural Health Centre,Allied Health Technical Services,Dental Technician,HK,1,1,0
MoH - 2015,South West Region,Blantyre District,Chimembe Rural Health Centre,Attendants,Hospital Attendant,HP,3,3,0
MoH - 2015,Northern Region,Nkhata Bay District,Phirisingo Rural Health Centre,Pharmacy,Pharmacy Technician,HK,1,1,0
MoH - 2015,Central West Region,Lilongwe District,Chitedze Rural Health Centre,Administration,Ground Labourer,R,4,5,-1
MoH - 2015,Central West Region,Lilongwe District,Chitedze Rural Health Centre,Attendants,Head Hospital Attendant,HO,1,0,1
MoH - 2015,Central West Region,Lilongwe District,Chitedze Rural Health Centre,Nursing Services,Home Craft Worker,M,3,3,0
MoH - 2015,South East Region,Phalombe District,Phalombe District Hospital,Allied Health Technical Services,Assistant Rehabilitation Officer,HK,3,0,3
MoH - 2015,South West Region,Blantyre District,Chimembe Rural Health Centre,Allied Health Technical Services,Laboratory Assistant,HL,1,0,1
MoH - 2015,Central West Region,Lilongwe District,Chitedze Rural Health Centre,Attendants,Hospital Attendant,HP,3,2,1
MoH - 2015,Northern Region,Nkhata Bay District,Phirisingo Rural Health Centre,Allied Health Technical Services,Laboratory Assistant,HL,1,1,0
MoH - 2015,Northern Region,Chitipa District,Chitipa District Hospital,Allied Health Technical Services,Assistant Rehabilitation Officer,HK,3,0,3
MoH - 2015,South West Region,Blantyre District,Chimembe Rural Health Centre,Allied Health Technical Services,Laboratory Technician,HK,1,1,0
MoH - 2015,South East Region,Phalombe District,Phalombe District Hospital,Planning & Policy Development,Assistant Statistician,K,1,1,0
MoH - 2015,Central West Region,Lilongwe District,Chitedze Rural Health Centre,Allied Health Technical Services,Laboratory Assistant,HL,1,0,1
MoH - 2015,Central West Region,Lilongwe District,Chitedze Rural Health Centre,Allied Health Technical Services,Laboratory Technician,HK,1,1,0
MoH - 2015,Northern Region,Nkhata Bay District,Phirisingo Rural Health Centre,Allied Health Professionals,Medical Assistant,HL,1,1,0
MoH - 2015,Central West Region,Lilongwe District,Chitedze Rural Health Centre,Allied Health Professionals,Medical Assistant,HL,1,1,0
MoH - 2015,South East Region,Phalombe District,Phalombe District Hospital,Administration,Bricklayer,M,2,0,2
MoH - 2015,Central West Region,Lilongwe District,Chitedze Rural Health Centre,Allied Health Professionals,Medical Technician (for Med Ass),HK,1,1,0
MoH - 2015,Northern Region,Nkhata Bay District,Phirisingo Rural Health Centre,Nursing Services,Senior Home Craft Worker,L,1,1,0
MoH - 2015,Central West Region,Lilongwe District,Chitedze Rural Health Centre,Administration,Motor Vehicle Driver,N,1,1,0
MoH - 2015,Northern Region,Chitipa District,Chitipa District Hospital,Planning & Policy Development,Assistant Statistician,K,1,1,0
MoH - 2015,South East Region,Phalombe District,Phalombe District Hospital,Administration,Carpenter/Joiner,M,1,1,0
MoH - 2015,Central West Region,Lilongwe District,Chitedze Rural Health Centre,Nursing Services,Nurse Technician,HK,14,14,0
MoH - 2015,Central West Region,Lilongwe District,Chitedze Rural Health Centre,Pharmacy,Pharmacy Assistant,HM,1,1,0
MoH - 2015,South West Region,Blantyre District,Chimembe Rural Health Centre,Allied Health Professionals,Medical Assistant,HL,1,2,-1
MoH - 2015,South East Region,Phalombe District,Phalombe District Hospital,Administration,Catering Assistant,M,2,0,2
MoH - 2015,Central West Region,Lilongwe District,Chitedze Rural Health Centre,Pharmacy,Pharmacy Technician,HK,1,1,0
MoH - 2015,Northern Region,Nkhata Bay District,Phirisingo Rural Health Centre,Administration,Senior Ward Clerk,L,1,1,0
MoH - 2015,Central West Region,Lilongwe District,Chitedze Rural Health Centre,Administration,Security Guard,P,3,2,1
MoH - 2015,South West Region,Blantyre District,Chimembe Rural Health Centre,Allied Health Professionals,Medical Technician (for Med Ass),HK,1,1,0
MoH - 2015,Central West Region,Lilongwe District,Chitedze Rural Health Centre,Allied Health Professionals,Senior Clinical Officer,HH,1,1,0
MoH - 2015,Northern Region,Chitipa District,Chitipa District Hospital,Administration,Catering Supervisor,K,1,0,1
MoH - 2015,South East Region,Phalombe District,Phalombe District Hospital,Administration,Catering Officer,I,1,0,1
MoH - 2015,Northern Region,Nkhata Bay District,Phirisingo Rural Health Centre,Nursing Services,Home Craft Worker,M,3,3,0
MoH - 2015,Central West Region,Lilongwe District,Chitedze Rural Health Centre,Allied Health Professionals,Senior Clinical Technician,HJ,1,1,0
MoH - 2015,South West Region,Blantyre District,Chimembe Rural Health Centre,Administration,Motor Vehicle Mechanic,N,1,0,1
MoH - 2015,Central West Region,Lilongwe District,Chitedze Rural Health Centre,Attendants,Senior Head Hospital Attendant,HN,2,2,0
MoH - 2015,South East Region,Phalombe District,Phalombe District Hospital,Administration,Catering Supervisor,K,1,0,1
MoH - 2015,South West Region,Blantyre District,Chimembe Rural Health Centre,Nursing Services,Nurse Technician,HK,14,14,0
MoH - 2015,Central West Region,Lilongwe District,Chitedze Rural Health Centre,Nursing Services,Senior Home Craft Worker,L,1,0,1
MoH - 2015,Northern Region,Nkhata Bay District,Phirisingo Rural Health Centre,Pharmacy,Pharmacy Assistant,HM,1,1,0
MoH - 2015,South East Region,Phalombe District,Phalombe District Hospital,Medical Officers,Chief Medical Officer,HF,1,0,1
MoH - 2015,Northern Region,Chitipa District,Chitipa District Hospital,Allied Health Professionals,Clinical Technician,HK,48,9,39
MoH - 2015,Central West Region,Lilongwe District,Chitedze Rural Health Centre,Nursing Services,Senior Nurse Technician,HJ,2,2,0
MoH - 2015,Central West Region,Lilongwe District,Chitedze Rural Health Centre,Administration,Senior Ward Clerk,L,1,2,-1
MoH - 2015,South West Region,Blantyre District,Chimembe Rural Health Centre,Pharmacy,Pharmacy Assistant,HM,1,1,0
MoH - 2015,Northern Region,Nkhata Bay District,Phirisingo Rural Health Centre,Planning & Policy Development,Statistical Clerk,M,1,1,0
MoH - 2015,Central West Region,Lilongwe District,Chitedze Rural Health Centre,Planning & Policy Development,Statistical Clerk,M,1,1,0
MoH - 2015,South West Region,Blantyre District,Chimembe Rural Health Centre,Pharmacy,Pharmacy Technician,HK,1,1,0
MoH - 2015,Northern Region,Nkhata Bay District,Phirisingo Rural Health Centre,Administration,Motor Vehicle Driver,N,1,1,0
MoH - 2015,South West Region,Blantyre District,Chimembe Rural Health Centre,Administration,Security Guard,P,3,3,0
MoH - 2015,Northern Region,Nkhata Bay District,Phirisingo Rural Health Centre,Attendants,Senior Head Hospital Attendant,HN,2,2,0
MoH - 2015,South West Region,Blantyre District,Chimembe Rural Health Centre,Allied Health Professionals,Senior Clinical Officer,HH,1,1,0
MoH - 2015,Northern Region,Nkhata Bay District,Phirisingo Rural Health Centre,Attendants,Head Hospital Attendant,HO,1,1,0
MoH - 2015,Northern Region,Nkhata Bay District,Phirisingo Rural Health Centre,Attendants,Hospital Attendant,HP,3,3,0
MoH - 2015,South West Region,Blantyre District,Chimembe Rural Health Centre,Allied Health Professionals,Senior Clinical Technician,HJ,1,1,0
MoH - 2015,Northern Region,Nkhata Bay District,Phirisingo Rural Health Centre,Administration,Security Guard,P,3,3,0
MoH - 2015,South West Region,Blantyre District,Chimembe Rural Health Centre,Attendants,Senior Head Hospital Attendant,HN,2,2,0
MoH - 2015,Northern Region,Nkhata Bay District,Phirisingo Rural Health Centre,Administration,Ground Labourer,R,4,4,0
MoH - 2015,Northern Region,Nkhata Bay District,Tchesamu Rural Health Centre,Allied Health Professionals,Senior Clinical Officer,HH,1,1,0
MoH - 2015,South West Region,Blantyre District,Chimembe Rural Health Centre,Nursing Services,Senior Home Craft Worker,L,1,0,1
MoH - 2015,South East Region,Phalombe District,Phalombe District Hospital,Preventive Health Services,Chief Preventive Health Officer,HF,1,0,1
MoH - 2015,Northern Region,Nkhata Bay District,Tchesamu Rural Health Centre,Allied Health Professionals,Senior Clinical Technician,HJ,1,1,0
MoH - 2015,Central West Region,Lilongwe District,Chimbalanga Rural Health Centre,Preventive Health Services,Assistant Environmental Health Officer,HK,1,1,0
MoH - 2015,South West Region,Blantyre District,Chimembe Rural Health Centre,Nursing Services,Senior Nurse Technician,HJ,2,2,0
MoH - 2015,Central West Region,Lilongwe District,Chimbalanga Rural Health Centre,Allied Health Technical Services,Dental Technician,HK,1,1,0
MoH - 2015,Central West Region,Lilongwe District,Chimbalanga Rural Health Centre,Administration,Ground Labourer,R,4,5,-1
MoH - 2015,South East Region,Mangochi District,Monkey Bay Community Hospital,Accounting,Assistant Accountant,K,1,1,0
