Program,Table,Element,Abbreviation,Topic,HIV_Flag,REPORT_Flag,TB_Flag,ART_Flag,Maternity_Flag,Date_Flag
HMIS,DHIS,EY CORNEAL REPAIR,EY,EY,N,N,N,N,N,N
HMIS,DHIS,EY CORNEAL ULCER,EY,EY,N,N,N,N,N,N
HMIS,DHIS,EY CORTICAL BLINDENESS,EY,EY,N,N,N,N,N,N
HMIS,DHIS,EY CYSTIC GROWTH,EY,EY,N,N,N,N,N,N
HMIS,DHIS,EY DEMOLD CYST,EY,EY,N,N,N,N,N,N
HMIS,DHIS,EY DISCARGING SINUS,EY,EY,N,N,N,N,N,N
HMIS,DHIS,EY ECCE + IOL,EY,EY,N,N,N,N,N,N
HMIS,DHIS,EY ECCE SURGERY,EY,EY,N,N,N,N,N,N
HMIS,DHIS,EY ENUCL EVISCERS,EY,EY,N,N,N,N,N,N
HMIS,DHIS,EY EXCISED TUMOURS,EY,EY,N,N,N,N,N,N
HMIS,DHIS,EY GLAUCOMA,EY,EY,N,N,N,N,N,N
HMIS,DHIS,EY HAEMORRAGE,EY,EY,N,N,N,N,N,N
HMIS,DHIS,EY HEODEOLUM,EY,EY,N,N,N,N,N,N
HMIS,DHIS,EY HYPHAEMA,EY,EY,N,N,N,N,N,N
HMIS,DHIS,EY NUM OF OPD CASES SCREENED,EY,EY,N,Y,N,N,N,N
HMIS,DHIS,EY NUM OF PATIENTS DISCHARGED,EY,EY,N,Y,N,N,N,N
HMIS,DHIS,EY NUM OF SURGICAL CONDITIONS,EY,EY,N,N,N,N,N,N
HMIS,DHIS,EY NUMBER OF ADMISSIONS,EY,EY,N,Y,N,N,N,N
HMIS,DHIS,EY NUMBER OF ADMISSIONS AGE,EY,EY,N,Y,N,N,N,N
HMIS,DHIS,EY NUMBER OF OPD CASES SCREENED AGE,EY,EY,N,Y,N,N,N,N
HMIS,DHIS,EY NUMBER OF PATIENTS DISCHARGED AGE,EY,EY,N,Y,N,N,N,N
HMIS,DHIS,EY NUMBER OF SURGICAL CONDITIONS AGE,EY,EY,N,Y,N,N,N,N
HMIS,DHIS,EY NUMBER OF SURGICAL CONDITIONS GENDER,EY,EY,N,Y,N,N,N,N
HMIS,DHIS,EY OPTIC ATROPHY,EY,EY,N,N,N,N,N,N
HMIS,DHIS,EY ORBITAL CELLULITIS,EY,EY,N,N,N,N,N,N
HMIS,DHIS,EY OTHER,EY,EY,N,N,N,N,N,N
HMIS,DHIS,EY OTHER AGE,EY,EY,N,N,N,N,N,N
HMIS,DHIS,EY PANOPTHMITIS,EY,EY,N,N,N,N,N,N
HMIS,DHIS,EY PHACO SURGERY,EY,EY,N,N,N,N,N,N
HMIS,DHIS,EY PROTRUSION OF THE EYE GLOBE,EY,EY,N,N,N,N,N,N
HMIS,DHIS,EY PULURAT,EY,EY,N,N,N,N,N,N
HMIS,DHIS,EY RETINO BLASTOMA,EY,EY,N,N,N,N,N,N
HMIS,DHIS,EY STI,EY,EY,N,N,N,N,N,N
HMIS,DHIS,EY STROMA FB,EY,EY,N,N,N,N,N,N
HMIS,DHIS,EY TOTAL NUM OF CASE TREATED,EY,EY,N,Y,N,N,N,N
HMIS,DHIS,EY TOTAL NUMBER OF CASE TREATED AGE,EY,EY,N,Y,N,N,N,N
HMIS,DHIS,EY TRACHOMA,EY,EY,N,N,N,N,N,N
HMIS,DHIS,EY TUMOUR,EY,EY,N,N,N,N,N,N
HMIS,DHIS,F 100 DELIVERIES RECEIVED IN THE MONTH,F,F,N,Y,N,N,N,N
HMIS,DHIS,F 100 PACKAGING AND UNIT,F,F,N,N,N,N,N,N
HMIS,DHIS,F 100 QUANTITY DISTRIBUTED TO BENEFICIARIES,F,F,N,N,N,N,N,N
HMIS,DHIS,F 100 QUANTITY LOST,F,F,N,N,N,N,N,N
HMIS,DHIS,F 100 QUANTITY USED FOR COOKING DEMONSTRATION,F,F,N,N,N,N,N,N
HMIS,DHIS,F 100 REQUEST FOR THE FOLLOWING MONTH,F,F,N,Y,N,N,N,N
HMIS,DHIS,F 100 STOCK ON THE FIRST DAY OF THE MONTH,F,F,N,Y,N,N,N,N
HMIS,DHIS,F 100 STOCK ON THE LAST DAY OF THE MONTH,F,F,N,Y,N,N,N,N
HMIS,DHIS,F 75 DELIVERIES RECEIVED IN THE MONTH,F,F,N,Y,N,N,N,N
HMIS,DHIS,F 75 PACKAGING AND UNIT,F,F,N,N,N,N,N,N
HMIS,DHIS,F 75 QUANTITY DISTRIBUTED TO BENEFICIARIES,F,F,N,N,N,N,N,N
HMIS,DHIS,F 75 QUANTITY LOST,F,F,N,N,N,N,N,N
HMIS,DHIS,F 75 QUANTITY USED FOR COOKING DEMONSTRATION,F,F,N,N,N,N,N,N
HMIS,DHIS,F 75 REQUEST FOR THE FOLLOWING MONTH,F,F,N,Y,N,N,N,N
HMIS,DHIS,F 75 STOCK ON THE FIRST DAY OF THE MONTH,F,F,N,Y,N,N,N,N
HMIS,DHIS,F 75 STOCK ON THE LAST DAY OF THE MONTH,F,F,N,Y,N,N,N,N
HMIS,DHIS,FAMILY PLANNING # OF COMMUNITY MEETINGS COMMEMORATION DAYS,FAMILY,FP,N,Y,N,N,N,N
HMIS,DHIS,FAMILY PLANNING # OF FILM SHOWS,FAMILY,FP,N,Y,N,N,N,N
HMIS,DHIS,FAMILY PLANNING # OF INTERACTIVE DRAMA SESSIONS,FAMILY,FP,N,Y,N,N,N,N
HMIS,DHIS,FAMILY PLANNING # OF ROAD SHOWS,FAMILY,FP,N,Y,N,N,N,N
HMIS,DHIS,FAMILY PLANNING DISTRICT HOSPITAL,FAMILY,FP,N,N,N,N,N,N
HMIS,DHIS,FAMILY PLANNING FLIPCHART,FAMILY,FP,N,N,N,N,N,N
HMIS,DHIS,FAMILY PLANNING HEALTH CENTRE,FAMILY,FP,N,N,N,N,N,N
HMIS,DHIS,FAMILY PLANNING HEALTH POST,FAMILY,FP,N,N,N,N,N,N
HMIS,DHIS,FAMILY PLANNING LEAFLETS,FAMILY,FP,N,N,N,N,N,N
HMIS,DHIS,FAMILY PLANNING NONE,FAMILY,FP,N,N,N,N,N,N
HMIS,DHIS,FAMILY PLANNING OTHER,FAMILY,FP,N,N,N,N,N,N
HMIS,DHIS,FAMILY PLANNING POSTERS,FAMILY,FP,N,N,N,N,N,N
HMIS,DHIS,FAMILY PLANNING RURAL COMM HOSP,FAMILY,FP,N,N,N,N,N,N
HMIS,DHIS,FAMILY PLANNING TOTAL PROVIDED IN THIS QUARTER,FAMILY,FP,N,Y,N,N,N,N
HMIS,DHIS,FAMILY PLANNING TOTAL# PROVIDED IN THIS QUARTER,FAMILY,FP,N,Y,N,N,N,N
HMIS,DHIS,FAMILY PLANNING TV DVDS,FAMILY,FP,N,N,N,N,N,N
HMIS,DHIS,FIN BUDGET DURING THE MONTH,FIN,FIN,N,Y,N,N,N,N
HMIS,DHIS,FIN CUMULATIVE  YEAR TO DATE   DRUG EXPENDITURE,FIN,FIN,N,N,N,N,N,Y
HMIS,DHIS,FIN CUMULATIVE  YEAR TO DATE  ORT ADMINISTRATION,FIN,FIN,N,N,N,N,N,Y
HMIS,DHIS,FIN CUMULATIVE  YEAR TO DATE  ORT EXPENDITURE,FIN,FIN,N,N,N,N,N,Y
HMIS,DHIS,FIN DRUGS BUDGET,FIN,FIN,N,N,N,N,N,N
HMIS,DHIS,FIN DRUGS EXPENDITURE,FIN,FIN,N,N,N,N,N,N
HMIS,DHIS,FIN INCOME  LOCALLY GENERATED ,FIN,FIN,N,N,N,N,N,N
HMIS,DHIS,FIN INCOME GENERATION BUDGET,FIN,FIN,N,N,N,N,N,N
HMIS,DHIS,FIN ORT BUDGET DURING THE MONTH,FIN,FIN,N,Y,N,N,N,N
HMIS,DHIS,FIN ORT EXPENDITURE ADMINISTRATION,FIN,FIN,N,N,N,N,N,N
HMIS,DHIS,FIN ORT EXPENDITURE ALL PROGRAM,FIN,FIN,N,N,N,N,N,N
HMIS,DHIS,FIN SALARIES BUDGET,FIN,FIN,N,N,N,N,N,N
HMIS,DHIS,FIN TOTAL ANNUAL BUDGET,FIN,FIN,N,Y,N,N,N,N
HMIS,DHIS,FIN TOTAL FUNDING RECEIVED,FIN,FIN,N,Y,N,N,N,N
HMIS,DHIS,FIN TOTAL ORT EXPENDITURE,FIN,FIN,N,Y,N,N,N,N
HMIS,DHIS,FM NUM OF ALL VEHICLES FUNCTIONIN DURING THE MONTH,FM,FM,N,Y,N,N,N,N
HMIS,DHIS,FM NUM OF AMBULANCES FUNCTIONING DURING THE MONTH,FM,FM,N,Y,N,N,N,N
HMIS,DHIS,FM TOT FUEL CONSUMPTION FOR ALL AMBULANCES DURING THE MONTH,FM,FM,N,Y,N,N,N,N
HMIS,DHIS,FM TOT FUEL CONSUMPTION FOR ALL VEHICLES DURING THE MONTH,FM,FM,N,Y,N,N,N,N
HMIS,DHIS,FM TOTAL ESTIMATED COST OF VEHICLE REPAIRS INCURRED,FM,FM,N,Y,N,N,N,N
HMIS,DHIS,FM TOTAL NUMBER OF ALL VEHICLES,FM,FM,N,Y,N,N,N,N
HMIS,DHIS,FM TOTAL NUMBER OF AMBULANCES,FM,FM,N,Y,N,N,N,N
HMIS,DHIS,FP +9 CEASARIAN SECTION,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP +9 MALE CONDOM,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 0 CEASARIAN SECTION,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 0 COMBINED ORAL,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 0 COMBINED PROJESTRIN ONLY,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 0 EMERGENCY CONTRACEPTIVES,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 0 FEMALE CONDOM,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 0 FEMALE CONDOM BACK UP,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 0 IMPLANTS  IMPLANON  INSERTION,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 0 IMPLANTS  IMPLANON  REMOVAL,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 0 IMPLANTS  JADELLE  INSERTION,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 0 IMPLANTS  JADELLE  REMOVAL,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 0 INJECTABLE DEPOPROVERA,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 0 INTERVAL,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 0 IUCD,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 0 JADELLE NORPLAT,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 0 LAM,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 0 MALE CONDOM,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 0 MALE CONDOM BACK UP,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 0 NATURAL METHODS,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 0 POST PARTUM,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 0 PROGESTRIN ONLY,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 0 TUBAL LIGATION,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 0 VASECTOMY,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 1 CEASARIAN SECTION,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 1 COMBINED ORAL,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 1 EMERGENCY CONTRACEPTIVES,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 1 FEMALE CONDOM,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 1 FEMALE CONDOM BACK UP,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 1 IMPLANTS  IMPLANON  INSERTION,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 1 IMPLANTS  IMPLANON  REMOVAL,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 1 IMPLANTS  JADELLE  INSERTION,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 1 IMPLANTS  JADELLE  REMOVAL,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 1 INJECTABLE DEPOPROVERA,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 1 INTERVAL,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 1 IUCD,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 1 JADELLE NORPLAT,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 1 LAM,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 1 MALE CONDOM,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 1 MALE CONDOM BACK UP,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 1 NATURAL METHODS,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 1 POST PARTUM,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 1 PROGESTRIN ONLY,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 1 TUBAL LIGATION,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 1 VASECTOMY,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 2 CEASARIAN SECTION,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 2 COMBINED ORAL,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 2 EMERGENCY CONTRACEPTIVES,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 2 FEMALE CONDOM,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 2 FEMALE CONDOM BACK UP,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 2 IMPLANTS  IMPLANON  INSERTION,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 2 IMPLANTS  IMPLANON  REMOVAL,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 2 IMPLANTS  JADELLE  INSERTION,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 2 IMPLANTS  JADELLE  REMOVAL,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 2 INJECTABLE DEPOPROVERA,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 2 INTERVAL,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 2 IUCD,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 2 JADELLE NORPLAT,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 2 LAM,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 2 MALE CONDOM,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 2 MALE CONDOM BACK UP,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 2 NATURAL METHODS,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 2 POST PARTUM,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 2 PROGESTRIN ONLY,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 2 TUBAL LIGATION,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 2 VASECTOMY,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 20 24 CEASARIAN SECTION,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 20 24 COMBINED ORAL,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 20 24 EMERGENCY CONTRACEPTIVES,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 20 24 FEMALE CONDOM,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 20 24 FEMALE CONDOM BACKUP,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 20 24 IMPLANTS  IMPLANON  INSERTION,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 20 24 IMPLANTS  IMPLANON  REMOVAL,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 20 24 IMPLANTS  JADELLE  INSERTION,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 20 24 IMPLANTS  JADELLE  REMOVAL,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 20 24 INJECTABLE DEPOPROVERA,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 20 24 INTERVAL,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 20 24 IUCD INSERTION,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 20 24 IUCD REMOVAL,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 20 24 JADELLE INSERTION,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 20 24 JADELLE REMOVAL,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 20 24 LAM,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 20 24 MALE CONDOM,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 20 24 MALE CONDOM BACK UP,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 20 24 NATURAL METHODS,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 20 24 POST PARTUM,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 20 24 PROGESTRIN ONLY,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 20 24 TUBAL LIGATION,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 20 24 VASECTOMY,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 25 29 CEASARIAN SECTION,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 25 29 COMBINED ORAL,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 25 29 EMERGENCY CONTRACEPTIVES,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 25 29 FEMALE CONDOM,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 25 29 FEMALE CONDOM BACKUP,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 25 29 IMPLANTS  IMPLANON  INSERTION,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 25 29 IMPLANTS  IMPLANON  REMOVAL,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 25 29 IMPLANTS  JADELLE  INSERTION,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 25 29 IMPLANTS  JADELLE  REMOVAL,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 25 29 INJECTABLE DEPOPROVERA,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 25 29 INTERVAL,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 25 29 IUCD INSERTION,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 25 29 IUCD REMOVAL,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 25 29 JADELLE INSERTION,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 25 29 JADELLE REMOVALS,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 25 29 LAM,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 25 29 MALE CONDOM,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 25 29 MALE CONDOM BACK UP,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 25 29 NATURAL METHODS,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 25 29 POST PARTUM,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 25 29 PROGESTRIN ONLY,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 25 29 TUBAL LIGATION,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 25 29 VASECTOMY,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 3 CEASARIAN SECTION,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 3 COMBINED ORAL,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 3 EMERGENCY CONTRACEPTIVES,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 3 FEMALE CONDOM,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 3 FEMALE CONDOM BACK UP,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 3 IMPLANTS  IMPLANON  INSERTION,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 3 IMPLANTS  IMPLANON  REMOVAL,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 3 IMPLANTS  JADELLE  INSERTION,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 3 IMPLANTS  JADELLE  REMOVAL,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 3 INJECTABLE DEPOPROVERA,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 3 INTERVAL,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 3 IUCD,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 3 JADELLE NORPLAT,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 3 LAM,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 3 MALE CONDOM,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 3 MALE CONDOM BACK UP,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 3 NATURAL METHODS,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 3 POST PARTUM,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 3 PROGESTRIN ONLY,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 3 TUBAL LIGATION,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 3 VASECTOMY,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 30 34 CEASARIAN SECTION,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 30 34 COMBINED ORAL,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 30 34 EMERGENCY CONTRACEPTIVES,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 30 34 FEMALE CONDOM,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 30 34 FEMALE CONDOM BACKUP,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 30 34 IMPLANTS  IMPLANON  INSERTION,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 30 34 IMPLANTS  IMPLANON  REMOVAL,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 30 34 IMPLANTS  JADELLE  INSERTION,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 30 34 IMPLANTS  JADELLE  REMOVAL,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 30 34 INJECTABLE DEPOPROVERA,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 30 34 INTERVAL,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 30 34 IUCD INSERTION,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 30 34 IUCD REMOVAL,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 30 34 JADELLE INSERTION,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 30 34 JADELLE REMOVALS,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 30 34 LAM,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 30 34 MALE CONDOM,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 30 34 MALE CONDOM BACK UP,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 30 34 NATURAL METHODS,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 30 34 POST PARTUM,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 30 34 PROGESTRIN ONLY,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 30 34 TUBAL LIGATION,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 30 34 VASECTOMY,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 35 39 CEASARIAN SECTION,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 35 39 COMBINED ORAL,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 35 39 EMERGENCY CONTRACEPTIVES,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 35 39 FEMALE CONDOM,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 35 39 FEMALE CONDOM BACKUP,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 35 39 IMPLANTS  IMPLANON  INSERTION,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 35 39 IMPLANTS  IMPLANON  REMOVAL,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 35 39 IMPLANTS  JADELLE  INSERTION,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 35 39 IMPLANTS  JADELLE  REMOVAL,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 35 39 INJECTABLE DEPOPROVERA,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 35 39 INTERVAL,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 35 39 IUCD INSERTION,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 35 39 IUCD REMOVAL,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 35 39 JADELLE INSERTION,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 35 39 JADELLE REMOVALS,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 35 39 LAM,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 35 39 MALE CONDOM,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 35 39 MALE CONDOM BACK UP,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 35 39 NATURAL METHODS,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 35 39 POST PARTUM,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 35 39 PROGESTRIN ONLY,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 35 39 TUBAL LIGATION,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 35 39 VASECTOMY,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 4 CEASARIAN SECTION,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 4 COMBINED ORAL,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 4 EMERGENCY CONTRACEPTIVES,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 4 FEMALE CONDOM,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 4 FEMALE CONDOM BACK UP,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 4 IMPLANTS  IMPLANON  INSERTION,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 4 IMPLANTS  IMPLANON  REMOVAL,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 4 IMPLANTS  JADELLE  INSERTION,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 4 IMPLANTS  JADELLE  REMOVAL,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 4 INJECTABLE DEPOPROVERA,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 4 INTERVAL,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 4 IUCD,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 4 JADELLE NORPLAT,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 4 LAM,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 4 MALE CONDOM,FP,FP,Y,N,N,N,N,N
HMIS,DHIS,FP 4 MALE CONDOM BACK UP,FP,FP,Y,N,N,N,N,N
