ID NUMBER,DH/DM,GOAL,ELEMENT,DECISION,SOURCE,2.02.e How often,ELEMENT DESCRIPTION,DECISION DESCRIPTION,SOURCE DESCRIPTION,Level
3111A,DH,6A,TREAT NVP CHILD,0,REG MATERNITY,MONTHLY,Number of children treated with Nevirapine,0,Maternity Register,Facility
3111A,DH,6A,TREAT NVP CHILD,0,REG MATERNITY,MONTHLY,Number of children treated with Nevirapine,0,Maternity Register,Facility
3111A,DH,6A,TREAT NVP CHILD,0,REG MATERNITY,MONTHLY,Number of children treated with Nevirapine,0,Maternity Register,Facility
3111A,DH,6A,TREAT NVP CHILD,0,REG MATERNITY,MONTHLY,Number of children treated with Nevirapine,0,Maternity Register,Facility
3111A,DH,6A,TREAT NVP CHILD,0,REG MATERNITY,MONTHLY,Number of children treated with Nevirapine,0,Maternity Register,Facility
3111A,DH,6A,TREAT NVP CHILD,0,REG MATERNITY,MONTHLY,Number of children treated with Nevirapine,0,Maternity Register,Facility
3111A,DH,6A,TREAT NVP CHILD,0,REG MATERNITY,MONTHLY,Number of children treated with Nevirapine,0,Maternity Register,Facility
3111A,DH,6A,TREAT NVP CHILD,0,REG MATERNITY,MONTHLY,Number of children treated with Nevirapine,0,Maternity Register,Facility
3111A,DH,6A,TREAT NVP CHILD,0,REG MATERNITY,MONTHLY,Number of children treated with Nevirapine,0,Maternity Register,Facility
3111A,DH,6A,DELIVERY HIVPOS,0,REG MATERNITY,MONTHLY,HIV Positive Women Who Deliver,0,Maternity Register,Facility
3111A,DH,6A,DELIVERY HIVPOS,0,REG MATERNITY,MONTHLY,HIV Positive Women Who Deliver,0,Maternity Register,Facility
3111A,DH,6A,DELIVERY HIVPOS,0,REG MATERNITY,MONTHLY,HIV Positive Women Who Deliver,0,Maternity Register,Facility
3111A,DH,6A,DELIVERY HIVPOS,0,REG MATERNITY,MONTHLY,HIV Positive Women Who Deliver,0,Maternity Register,Facility
3111A,DH,6A,DELIVERY HIVPOS,0,REG MATERNITY,MONTHLY,HIV Positive Women Who Deliver,0,Maternity Register,Facility
3111A,DH,6A,DELIVERY HIVPOS,0,REG MATERNITY,MONTHLY,HIV Positive Women Who Deliver,0,Maternity Register,Facility
3111A,DH,6A,DELIVERY HIVPOS,0,REG MATERNITY,MONTHLY,HIV Positive Women Who Deliver,0,Maternity Register,Facility
3111A,DH,6A,DELIVERY HIVPOS,0,REG MATERNITY,MONTHLY,HIV Positive Women Who Deliver,0,Maternity Register,Facility
3111A,DH,6A,DELIVERY HIVPOS,0,REG MATERNITY,MONTHLY,HIV Positive Women Who Deliver,0,Maternity Register,Facility
3111A,DH,6A,DELIVERY HIVPOS,0,REG MATERNITY,MONTHLY,HIV Positive Women Who Deliver,0,Maternity Register,Facility
3111A,DH,6A,DELIVERY HIVPOS,0,REG MATERNITY,MONTHLY,HIV Positive Women Who Deliver,0,Maternity Register,Facility
3111A,DH,6A,DELIVERY HIVPOS,0,REG MATERNITY,MONTHLY,HIV Positive Women Who Deliver,0,Maternity Register,Facility
3111A,DH,6A,DELIVERY HIVPOS,0,REG MATERNITY,MONTHLY,HIV Positive Women Who Deliver,0,Maternity Register,Facility
3111A,DH,6A,DELIVERY HIVPOS,0,REG MATERNITY,MONTHLY,HIV Positive Women Who Deliver,0,Maternity Register,Facility
3111A,DH,6A,DELIVERY HIVPOS,0,REG MATERNITY,MONTHLY,HIV Positive Women Who Deliver,0,Maternity Register,Facility
3111A,DH,6A,DELIVERY HIVPOS,0,REG MATERNITY,MONTHLY,HIV Positive Women Who Deliver,0,Maternity Register,Facility
3111A,DH,6A,DELIVERY HIVPOS,0,REG MATERNITY,MONTHLY,HIV Positive Women Who Deliver,0,Maternity Register,Facility
3111A,DH,6A,DELIVERY HIVPOS,0,REG MATERNITY,MONTHLY,HIV Positive Women Who Deliver,0,Maternity Register,Facility
3111A,DH,6A,DELIVERY HIVPOS,0,REG MATERNITY,MONTHLY,HIV Positive Women Who Deliver,0,Maternity Register,Facility
3111A,DH,6A,DELIVERY HIVPOS,0,REG MATERNITY,MONTHLY,HIV Positive Women Who Deliver,0,Maternity Register,Facility
3111A,DH,6A,DELIVERY HIVPOS,0,REG MATERNITY,MONTHLY,HIV Positive Women Who Deliver,0,Maternity Register,Facility
3111A,DH,6A,DELIVERY HIVPOS,0,REG MATERNITY,MONTHLY,HIV Positive Women Who Deliver,0,Maternity Register,Facility
3111A,DH,6A,DELIVERY HIVPOS,0,REG MATERNITY,MONTHLY,HIV Positive Women Who Deliver,0,Maternity Register,Facility
3111A,DH,6A,DELIVERY HIVPOS,0,REG MATERNITY,MONTHLY,HIV Positive Women Who Deliver,0,Maternity Register,Facility
3111A,DH,6A,DELIVERY HIVPOS,0,REG MATERNITY,MONTHLY,HIV Positive Women Who Deliver,0,Maternity Register,Facility
3111A,DH,6A,DELIVERY HIVPOS,0,REG MATERNITY,MONTHLY,HIV Positive Women Who Deliver,0,Maternity Register,Facility
3111A,DH,6A,DELIVERY HIVPOS,0,REG MATERNITY,MONTHLY,HIV Positive Women Who Deliver,0,Maternity Register,Facility
3111A,DH,6A,DELIVERY HIVPOS,0,REG MATERNITY,MONTHLY,HIV Positive Women Who Deliver,0,Maternity Register,Facility
3111A,DH,6A,DELIVERY HIVPOS,0,REG MATERNITY,MONTHLY,HIV Positive Women Who Deliver,0,Maternity Register,Facility
3111A,DH,6A,DELIVERY HIVPOS,0,REG MATERNITY,MONTHLY,HIV Positive Women Who Deliver,0,Maternity Register,Facility
3111A,DH,6A,DELIVERY HIVPOS,0,REG MATERNITY,MONTHLY,HIV Positive Women Who Deliver,0,Maternity Register,Facility
3111A,DH,6A,DELIVERY HIVPOS,0,REG MATERNITY,MONTHLY,HIV Positive Women Who Deliver,0,Maternity Register,Facility
3111A,DH,6A,DELIVERY HIVPOS,0,REG MATERNITY,MONTHLY,HIV Positive Women Who Deliver,0,Maternity Register,Facility
3111A,DH,6A,DELIVERY HIVPOS,0,REG MATERNITY,MONTHLY,HIV Positive Women Who Deliver,0,Maternity Register,Facility
3111A,DH,6A,DELIVERY HIVPOS,0,REG MATERNITY,MONTHLY,HIV Positive Women Who Deliver,0,Maternity Register,Facility
3111A,DH,6A,DELIVERY HIVPOS,0,REG MATERNITY,MONTHLY,HIV Positive Women Who Deliver,0,Maternity Register,Facility
3111A,DH,6A,HIVEXPO CHILD,0,REG MATERNITY,MONTHLY,Number of children exposed to HIV,0,Maternity Register,Facility
3111A,DH,6A,HIVEXPO CHILD,0,REG MATERNITY,MONTHLY,Number of children exposed to HIV,0,Maternity Register,Facility
3111A,DH,6A,HIVEXPO CHILD,0,REG MATERNITY,MONTHLY,Number of children exposed to HIV,0,Maternity Register,Facility
3111A,DH,6A,HIVEXPO CHILD,0,REG MATERNITY,MONTHLY,Number of children exposed to HIV,0,Maternity Register,Facility
3111A,DH,6A,HIVEXPO CHILD,0,REG MATERNITY,MONTHLY,Number of children exposed to HIV,0,Maternity Register,Facility
3111A,DH,6A,HIVEXPO CHILD,0,REG MATERNITY,MONTHLY,Number of children exposed to HIV,0,Maternity Register,Facility
3111A,DH,6A,HIVEXPO CHILD,0,REG MATERNITY,MONTHLY,Number of children exposed to HIV,0,Maternity Register,Facility
3111A,DH,6A,HIVEXPO CHILD,0,REG MATERNITY,MONTHLY,Number of children exposed to HIV,0,Maternity Register,Facility
3111A,DH,6A,HIVEXPO CHILD,0,REG MATERNITY,MONTHLY,Number of children exposed to HIV,0,Maternity Register,Facility
3111A,DH,6A,HIVEXPO CHILD,0,REG MATERNITY,MONTHLY,Number of children exposed to HIV,0,Maternity Register,Facility
3111A,DH,6A,HIVEXPO CHILD,0,REG MATERNITY,MONTHLY,Number of children exposed to HIV,0,Maternity Register,Facility
3111A,DH,6A,HIVEXPO CHILD,0,REG MATERNITY,MONTHLY,Number of children exposed to HIV,0,Maternity Register,Facility
3111A,DH,6A,HIVEXPO CHILD,0,REG MATERNITY,MONTHLY,Number of children exposed to HIV,0,Maternity Register,Facility
3111A,DH,6A,HIVEXPO CHILD,0,REG MATERNITY,MONTHLY,Number of children exposed to HIV,0,Maternity Register,Facility
3111A,DH,6A,HIVEXPO CHILD,0,REG MATERNITY,MONTHLY,Number of children exposed to HIV,0,Maternity Register,Facility
3111A,DH,6A,HIVEXPO CHILD,0,REG MATERNITY,MONTHLY,Number of children exposed to HIV,0,Maternity Register,Facility
3111A,DH,6A,HIVEXPO CHILD,0,REG MATERNITY,MONTHLY,Number of children exposed to HIV,0,Maternity Register,Facility
3111A,DH,6A,HIVEXPO CHILD,0,REG MATERNITY,MONTHLY,Number of children exposed to HIV,0,Maternity Register,Facility
3111A,DH,6A,HIVEXPO CHILD,0,REG MATERNITY,MONTHLY,Number of children exposed to HIV,0,Maternity Register,Facility
3111A,DH,6A,HIVEXPO CHILD,0,REG MATERNITY,MONTHLY,Number of children exposed to HIV,0,Maternity Register,Facility
3111A,DH,6A,HIVEXPO CHILD,0,REG MATERNITY,MONTHLY,Number of children exposed to HIV,0,Maternity Register,Facility
3111A,DH,6A,HIVEXPO CHILD,0,REG MATERNITY,MONTHLY,Number of children exposed to HIV,0,Maternity Register,Facility
3111A,DH,6A,HIVEXPO CHILD,0,REG MATERNITY,MONTHLY,Number of children exposed to HIV,0,Maternity Register,Facility
3111A,DH,6A,HIVEXPO CHILD,0,REG MATERNITY,MONTHLY,Number of children exposed to HIV,0,Maternity Register,Facility
3111A,DH,6A,HIVEXPO CHILD,0,REG MATERNITY,MONTHLY,Number of children exposed to HIV,0,Maternity Register,Facility
3111A,DH,6A,HIVEXPO CHILD,0,REG MATERNITY,MONTHLY,Number of children exposed to HIV,0,Maternity Register,Facility
3111A,DH,6A,HIVEXPO CHILD,0,REG MATERNITY,MONTHLY,Number of children exposed to HIV,0,Maternity Register,Facility
3111A,DH,6A,HIVEXPO CHILD,0,REG MATERNITY,MONTHLY,Number of children exposed to HIV,0,Maternity Register,Facility
3111A,DH,6A,HIVEXPO CHILD,0,REG MATERNITY,MONTHLY,Number of children exposed to HIV,0,Maternity Register,Facility
3111A,DH,6A,HIVEXPO CHILD,0,REG MATERNITY,MONTHLY,Number of children exposed to HIV,0,Maternity Register,Facility
3111A,DH,6A,HIVEXPO CHILD,0,REG MATERNITY,MONTHLY,Number of children exposed to HIV,0,Maternity Register,Facility
3111A,DH,6A,HIVEXPO CHILD,0,REG MATERNITY,MONTHLY,Number of children exposed to HIV,0,Maternity Register,Facility
3111A,DH,6A,HIVEXPO CHILD,0,REG MATERNITY,MONTHLY,Number of children exposed to HIV,0,Maternity Register,Facility
3111A,DH,6A,HIVEXPO CHILD,0,REG MATERNITY,MONTHLY,Number of children exposed to HIV,0,Maternity Register,Facility
3111A,DH,6A,HIVEXPO CHILD,0,REG MATERNITY,MONTHLY,Number of children exposed to HIV,0,Maternity Register,Facility
3111A,DH,6A,HIVEXPO CHILD,0,REG MATERNITY,MONTHLY,Number of children exposed to HIV,0,Maternity Register,Facility
3111A,DH,6A,TREAT NVP CHILD,0,REG MATERNITY,MONTHLY,Number of children treated with Nevirapine,0,Maternity Register,Facility
3111A,DH,6A,TREAT NVP CHILD,0,REG MATERNITY,MONTHLY,Number of children treated with Nevirapine,0,Maternity Register,Facility
3111A,DH,6A,TREAT NVP CHILD,0,REG MATERNITY,MONTHLY,Number of children treated with Nevirapine,0,Maternity Register,Facility
3111A,DH,6A,TREAT NVP CHILD,0,REG MATERNITY,MONTHLY,Number of children treated with Nevirapine,0,Maternity Register,Facility
3111A,DH,6A,TREAT NVP CHILD,0,REG MATERNITY,MONTHLY,Number of children treated with Nevirapine,0,Maternity Register,Facility
3111A,DH,6A,TREAT NVP CHILD,0,REG MATERNITY,MONTHLY,Number of children treated with Nevirapine,0,Maternity Register,Facility
3111A,DH,6A,TREAT NVP CHILD,0,REG MATERNITY,MONTHLY,Number of children treated with Nevirapine,0,Maternity Register,Facility
3111A,DH,6A,TREAT NVP CHILD,0,REG MATERNITY,MONTHLY,Number of children treated with Nevirapine,0,Maternity Register,Facility
3111A,DH,6A,TREAT NVP CHILD,0,REG MATERNITY,MONTHLY,Number of children treated with Nevirapine,0,Maternity Register,Facility
3111A,DH,6A,TREAT NVP CHILD,0,REG MATERNITY,MONTHLY,Number of children treated with Nevirapine,0,Maternity Register,Facility
3111A,DH,6A,TREAT NVP CHILD,0,REG MATERNITY,MONTHLY,Number of children treated with Nevirapine,0,Maternity Register,Facility
3111A,DH,6A,TREAT NVP CHILD,0,REG MATERNITY,MONTHLY,Number of children treated with Nevirapine,0,Maternity Register,Facility
3111A,DH,6A,TREAT NVP CHILD,0,REG MATERNITY,MONTHLY,Number of children treated with Nevirapine,0,Maternity Register,Facility
3111A,DH,6A,TREAT NVP CHILD,0,REG MATERNITY,MONTHLY,Number of children treated with Nevirapine,0,Maternity Register,Facility
3111A,DH,6A,TREAT NVP CHILD,0,REG MATERNITY,MONTHLY,Number of children treated with Nevirapine,0,Maternity Register,Facility
3111A,DH,6A,TREAT NVP CHILD,0,REG MATERNITY,MONTHLY,Number of children treated with Nevirapine,0,Maternity Register,Facility
3111A,DH,6A,TREAT NVP CHILD,0,REG MATERNITY,MONTHLY,Number of children treated with Nevirapine,0,Maternity Register,Facility
3111A,DH,6A,TREAT NVP CHILD,0,REG MATERNITY,MONTHLY,Number of children treated with Nevirapine,0,Maternity Register,Facility
3111A,DH,6A,TREAT NVP CHILD,0,REG MATERNITY,MONTHLY,Number of children treated with Nevirapine,0,Maternity Register,Facility
3111A,DH,6A,TREAT NVP CHILD,0,REG MATERNITY,MONTHLY,Number of children treated with Nevirapine,0,Maternity Register,Facility
3111A,DH,6A,TREAT NVP CHILD,0,REG MATERNITY,MONTHLY,Number of children treated with Nevirapine,0,Maternity Register,Facility
3111A,DH,6A,TREAT NVP CHILD,0,REG MATERNITY,MONTHLY,Number of children treated with Nevirapine,0,Maternity Register,Facility
3111A,DH,6A,TREAT NVP CHILD,0,REG MATERNITY,MONTHLY,Number of children treated with Nevirapine,0,Maternity Register,Facility
3111A,DH,6A,TREAT NVP CHILD,0,REG MATERNITY,MONTHLY,Number of children treated with Nevirapine,0,Maternity Register,Facility
3111A,DH,6A,TREAT NVP CHILD,0,REG MATERNITY,MONTHLY,Number of children treated with Nevirapine,0,Maternity Register,Facility
3111A,DH,6A,TREAT NVP CHILD,0,REG MATERNITY,MONTHLY,Number of children treated with Nevirapine,0,Maternity Register,Facility
3111A,DH,6A,TREAT NVP CHILD,0,REG MATERNITY,MONTHLY,Number of children treated with Nevirapine,0,Maternity Register,Facility
3111A,DH,6A,TREAT NVP CHILD,0,REG MATERNITY,MONTHLY,Number of children treated with Nevirapine,0,Maternity Register,Facility
3111A,DH,6A,TREAT NVP CHILD,0,REG MATERNITY,MONTHLY,Number of children treated with Nevirapine,0,Maternity Register,Facility
3111A,DH,6A,TREAT NVP CHILD,0,REG MATERNITY,MONTHLY,Number of children treated with Nevirapine,0,Maternity Register,Facility
3111A,DH,6A,TREAT NVP CHILD,0,REG MATERNITY,MONTHLY,Number of children treated with Nevirapine,0,Maternity Register,Facility
3111A,DH,6A,TREAT NVP CHILD,0,REG MATERNITY,MONTHLY,Number of children treated with Nevirapine,0,Maternity Register,Facility
3111A,DH,6A,TREAT NVP CHILD,0,REG MATERNITY,MONTHLY,Number of children treated with Nevirapine,0,Maternity Register,Facility
3111A,DH,6A,TREAT NVP CHILD,0,REG MATERNITY,MONTHLY,Number of children treated with Nevirapine,0,Maternity Register,Facility
3111A,DH,6A,TREAT NVP CHILD,0,REG MATERNITY,MONTHLY,Number of children treated with Nevirapine,0,Maternity Register,Facility
3111A,DH,6A,TREAT NVP CHILD,0,REG MATERNITY,MONTHLY,Number of children treated with Nevirapine,0,Maternity Register,Facility
3111A,DH,6A,DELIVERY HIVPOS,0,REG MATERNITY,MONTHLY,HIV Positive Women Who Deliver,0,Maternity Register,Facility
3111A,DH,6A,DELIVERY HIVPOS,0,REG MATERNITY,MONTHLY,HIV Positive Women Who Deliver,0,Maternity Register,Facility
3111A,DH,6A,DELIVERY HIVPOS,0,REG MATERNITY,MONTHLY,HIV Positive Women Who Deliver,0,Maternity Register,Facility
3111A,DH,6A,DELIVERY HIVPOS,0,REG MATERNITY,MONTHLY,HIV Positive Women Who Deliver,0,Maternity Register,Facility
3111A,DH,6A,DELIVERY HIVPOS,0,REG MATERNITY,MONTHLY,HIV Positive Women Who Deliver,0,Maternity Register,Facility
3111A,DH,6A,DELIVERY HIVPOS,0,REG MATERNITY,MONTHLY,HIV Positive Women Who Deliver,0,Maternity Register,Facility
3111A,DH,6A,DELIVERY HIVPOS,0,REG MATERNITY,MONTHLY,HIV Positive Women Who Deliver,0,Maternity Register,Facility
3111A,DH,6A,DELIVERY HIVPOS,0,REG MATERNITY,MONTHLY,HIV Positive Women Who Deliver,0,Maternity Register,Facility
3111A,DH,6A,DELIVERY HIVPOS,0,REG MATERNITY,MONTHLY,HIV Positive Women Who Deliver,0,Maternity Register,Facility
3111A,DH,6A,DELIVERY HIVPOS,0,REG MATERNITY,MONTHLY,HIV Positive Women Who Deliver,0,Maternity Register,Facility
3111A,DH,6A,DELIVERY HIVPOS,0,REG MATERNITY,MONTHLY,HIV Positive Women Who Deliver,0,Maternity Register,Facility
3111A,DH,6A,DELIVERY HIVPOS,0,REG MATERNITY,MONTHLY,HIV Positive Women Who Deliver,0,Maternity Register,Facility
3111A,DH,6A,DELIVERY HIVPOS,0,REG MATERNITY,MONTHLY,HIV Positive Women Who Deliver,0,Maternity Register,Facility
3111A,DH,6A,DELIVERY HIVPOS,0,REG MATERNITY,MONTHLY,HIV Positive Women Who Deliver,0,Maternity Register,Facility
3111A,DH,6A,DELIVERY HIVPOS,0,REG MATERNITY,MONTHLY,HIV Positive Women Who Deliver,0,Maternity Register,Facility
3111A,DH,6A,DELIVERY HIVPOS,0,REG MATERNITY,MONTHLY,HIV Positive Women Who Deliver,0,Maternity Register,Facility
3111A,DH,6A,DELIVERY HIVPOS,0,REG MATERNITY,MONTHLY,HIV Positive Women Who Deliver,0,Maternity Register,Facility
3111A,DH,6A,DELIVERY HIVPOS,0,REG MATERNITY,MONTHLY,HIV Positive Women Who Deliver,0,Maternity Register,Facility
3111A,DH,6A,DELIVERY HIVPOS,0,REG MATERNITY,MONTHLY,HIV Positive Women Who Deliver,0,Maternity Register,Facility
3111A,DH,6A,DELIVERY HIVPOS,0,REG MATERNITY,MONTHLY,HIV Positive Women Who Deliver,0,Maternity Register,Facility
3111A,DH,6A,DELIVERY HIVPOS,0,REG MATERNITY,MONTHLY,HIV Positive Women Who Deliver,0,Maternity Register,Facility
3111A,DH,6A,DELIVERY HIVPOS,0,REG MATERNITY,MONTHLY,HIV Positive Women Who Deliver,0,Maternity Register,Facility
3111A,DH,6A,DELIVERY HIVPOS,0,REG MATERNITY,MONTHLY,HIV Positive Women Who Deliver,0,Maternity Register,Facility
3111A,DH,6A,DELIVERY HIVPOS,0,REG MATERNITY,MONTHLY,HIV Positive Women Who Deliver,0,Maternity Register,Facility
3111A,DH,6A,DELIVERY HIVPOS,0,REG MATERNITY,MONTHLY,HIV Positive Women Who Deliver,0,Maternity Register,Facility
3111A,DH,6A,DELIVERY HIVPOS,0,REG MATERNITY,MONTHLY,HIV Positive Women Who Deliver,0,Maternity Register,Facility
3111A,DH,6A,DELIVERY HIVPOS,0,REG MATERNITY,MONTHLY,HIV Positive Women Who Deliver,0,Maternity Register,Facility
3111A,DH,6A,DELIVERY HIVPOS,0,REG MATERNITY,MONTHLY,HIV Positive Women Who Deliver,0,Maternity Register,Facility
3111A,DH,6A,DELIVERY HIVPOS,0,REG MATERNITY,MONTHLY,HIV Positive Women Who Deliver,0,Maternity Register,Facility
3111A,DH,6A,DELIVERY HIVPOS,0,REG MATERNITY,MONTHLY,HIV Positive Women Who Deliver,0,Maternity Register,Facility
3111A,DH,6A,DELIVERY HIVPOS,0,REG MATERNITY,MONTHLY,HIV Positive Women Who Deliver,0,Maternity Register,Facility
3111A,DH,6A,DELIVERY HIVPOS,0,REG MATERNITY,MONTHLY,HIV Positive Women Who Deliver,0,Maternity Register,Facility
3111A,DH,6A,DELIVERY HIVPOS,0,REG MATERNITY,MONTHLY,HIV Positive Women Who Deliver,0,Maternity Register,Facility
3111A,DH,6A,DELIVERY HIVPOS,0,REG MATERNITY,MONTHLY,HIV Positive Women Who Deliver,0,Maternity Register,Facility
3111A,DH,6A,DELIVERY HIVPOS,0,REG MATERNITY,MONTHLY,HIV Positive Women Who Deliver,0,Maternity Register,Facility
3111A,DH,6A,DELIVERY HIVPOS,0,REG MATERNITY,MONTHLY,HIV Positive Women Who Deliver,0,Maternity Register,Facility
3111A,DH,6A,TREAT PMTCT PREGNANT,0,REG ANC,MONTHLY,Number of pregnant women on PMTCT treatment,0,Antenatal Care Register,Facility
3111A,DH,6A,TREAT PMTCT PREGNANT,0,REG ANC,MONTHLY,Number of pregnant women on PMTCT treatment,0,Antenatal Care Register,Facility
3111A,DH,6A,TREAT PMTCT PREGNANT,0,REG ANC,MONTHLY,Number of pregnant women on PMTCT treatment,0,Antenatal Care Register,Facility
3111A,DH,6A,TREAT PMTCT PREGNANT,0,REG ANC,MONTHLY,Number of pregnant women on PMTCT treatment,0,Antenatal Care Register,Facility
3111A,DH,6A,TREAT PMTCT PREGNANT,0,REG ANC,MONTHLY,Number of pregnant women on PMTCT treatment,0,Antenatal Care Register,Facility
3111A,DH,6A,TREAT PMTCT PREGNANT,0,REG ANC,MONTHLY,Number of pregnant women on PMTCT treatment,0,Antenatal Care Register,Facility
3111A,DH,6A,TREAT PMTCT PREGNANT,0,REG ANC,MONTHLY,Number of pregnant women on PMTCT treatment,0,Antenatal Care Register,Facility
3111A,DH,6A,TREAT PMTCT PREGNANT,0,REG ANC,MONTHLY,Number of pregnant women on PMTCT treatment,0,Antenatal Care Register,Facility
3111A,DH,6A,TREAT PMTCT PREGNANT,0,REG ANC,MONTHLY,Number of pregnant women on PMTCT treatment,0,Antenatal Care Register,Facility
3111A,DH,6A,TREAT PMTCT PREGNANT,0,REG ANC,MONTHLY,Number of pregnant women on PMTCT treatment,0,Antenatal Care Register,Facility
3111A,DH,6A,TREAT PMTCT PREGNANT,0,REG ANC,MONTHLY,Number of pregnant women on PMTCT treatment,0,Antenatal Care Register,Facility
3111A,DH,6A,TREAT PMTCT PREGNANT,0,REG ANC,MONTHLY,Number of pregnant women on PMTCT treatment,0,Antenatal Care Register,Facility
3111A,DH,6A,HIVPOS PREGNANT,0,REG HTC,MONTHLY,Number of HIV positive pregnant women,0,HIV Testing and Counseling Register,Facility
3111A,DH,6A,HIVPOS PREGNANT,0,REG HTC,MONTHLY,Number of HIV positive pregnant women,0,HIV Testing and Counseling Register,Facility
3111A,DH,6A,HIVPOS PREGNANT,0,REG HTC,MONTHLY,Number of HIV positive pregnant women,0,HIV Testing and Counseling Register,Facility
3111A,DH,6A,TREAT ART WOMEN,0,REG HTC,MONTHLY,Number of women on ART,0,HIV Testing and Counseling Register,Facility
3111A,DH,6A,TREAT ART WOMEN,0,REG HTC,MONTHLY,Number of women on ART,0,HIV Testing and Counseling Register,Facility
3111A,DH,6A,TREAT ART WOMEN,0,REG HTC,MONTHLY,Number of women on ART,0,HIV Testing and Counseling Register,Facility
3111A,DH,7A,ATTENDCLINDAY,0,REG PATDIARY,DAILY,Client Attend Clinic Daily,0,Patient Diary,Facility
3111A,DH,7A,ATTENDCLINDAY,0,REG PATDIARY,DAILY,Client Attend Clinic Daily,0,Patient Diary,Facility
3111A,DH,7A,DEFAULT,0,RPT HIV,QUARTERLY,Defaulters,0,HIV Report,Facility
3111A,DH,7A,DEFAULT,0,RPT HIV,QUARTERLY,Defaulters,0,HIV Report,Facility
3111A,DH,7A,DEFAULT,0,RPT HIV,QUARTERLY,Defaulters,0,HIV Report,Facility
3111A,DH,7A,DEFAULT,0,RPT HIV,QUARTERLY,Defaulters,0,HIV Report,Facility
3111A,DH,7A,DRUG SUPPLY,0,CARD DRUGTLY,MONTHLY,Drug Supply,0,Drug Tally Card,Facility
3111A,DH,8A,DONTKNOW,0,DONTKNOW,NA,Don't Know,0,Don't Know,Facility
3112A,DM,1A,TEST HIVPOS,TREATINIT,MI,MI,Test HIV Positive,Treatment Initiation,Missing Information,Facility
3112A,DM,1A,TEST CD4COUNT,TREATINIT,MI,MI,Test CD4 Count,Treatment Initiation,Missing Information,Facility
3112A,DM,2A,TEST HIVPOS,SENS HIV,REG HTC,MONTHLY,Test HIV Positive,Sensitization on HIV,HIV Testing and Counseling Register,Facility
3112A,DM,3A,WHOSTAGE,TREATINIT,REG CPT,MONTHLY,WHO Staging,Treatment Initiation,Co-Trimoxazole Preventive Therapy Register,Facility
3112A,DM,3A,WHOSTAGE,TREATINIT,REG ART,MONTHLY,WHO Staging,Treatment Initiation,Anti-Retroviral Treatment Register,Facility
3112A,DM,3A,WHOSTAGE,TREATINIT,GUIDELINE MWART,MONTHLY,WHO Staging,Treatment Initiation,Midwives ART Guideline,Facility
3112A,DM,3A,HIVPOS,TREATINIT,REG CPT,MONTHLY,Number of HIV positive individuals,Treatment Initiation,Co-Trimoxazole Preventive Therapy Register,Facility
3112A,DM,3A,HIVPOS,TREATINIT,REG ART,MONTHLY,Number of HIV positive individuals,Treatment Initiation,Anti-Retroviral Treatment Register,Facility
3112A,DM,3A,HIVPOS,TREATINIT,GUIDELINE MWART,MONTHLY,Number of HIV positive individuals,Treatment Initiation,Midwives ART Guideline,Facility
3112A,DM,3A,CD4COUNT,TREATINIT,REG CPT,MONTHLY,CD4 Count,Treatment Initiation,Co-Trimoxazole Preventive Therapy Register,Facility
3112A,DM,3A,CD4COUNT,TREATINIT,REG ART,MONTHLY,CD4 Count,Treatment Initiation,Anti-Retroviral Treatment Register,Facility
3112A,DM,3A,CD4COUNT,TREATINIT,GUIDELINE MWART,MONTHLY,CD4 Count,Treatment Initiation,Midwives ART Guideline,Facility
3112A,DM,4A,DEFAULT,FOLLOWUP,REG APP,MONTHLY,Defaulters,Default Followup,Appointment Register,Facility
3112A,DM,4A,DEFAULT,PRIVACY,REG APP,MONTHLY,Defaulters,Create Privacy In Facility,Appointment Register,Facility
3112A,DM,5A,FORM VMMCCLI,MI,FAC HOSPITAL,MONTHLY,VMMC Client Form,Missing Information,Hospital,Facility
3112A,DM,5A,VMMC CIRCUMCISED,SENS VMMC,FILE CLIENT,DAILY,VMMC Circumcised,Senitized on VMMC,Client File,Facility
3112A,DM,6A,HIVPOS MOTHER,TREATINIT,REG HTC,DAILY,Number of HIV positive mothers,Treatment Initiation,HIV Testing and Counseling Register,Facility
3112A,DM,6A,HIVPOS MOTHER,TREATINIT,CARD HP,DAILY,Number of HIV positive mothers,Treatment Initiation,Health Passport,Facility
3112A,DM,6A,HIVNEG MOTHER,TREATINIT,REG HTC,DAILY,Number of HIV negative mothers,Treatment Initiation,HIV Testing and Counseling Register,Facility
3112A,DM,6A,HIVNEG MOTHER,TREATINIT,CARD HP,DAILY,Number of HIV negative mothers,Treatment Initiation,Health Passport,Facility
3112A,DM,6A,MI,TEST,CARD HP,DAILY,Missing Information,Number of individuals tested,Health Passport,Facility
3112A,DM,8A,RETENT,DRUG SUPPLY,REG APP,QUARTERLY,Retention,Drug Supply,Appointment Register,Facility
3112A,DM,8A,RETENT,DRUG SUPPLY,REG DEFAULTTRAC,QUARTERLY,Retention,Drug Supply,Please see Defaulter Register,Facility
3112A,DM,8A,RETENT,DRUG SUPPLY,FLOW TRACE,QUARTERLY,Retention,Drug Supply,Tracing Flow Chart,Facility
3112A,DM,8A,FOLLOWUP,DRUG SUPPLY,REG APP,QUARTERLY,Default Followup,Drug Supply,Appointment Register,Facility
